user_id,ad_source,campaign,campaign_id,platform,country,total_revenue,purchase_count,first_purchase_date,last_purchase_date,ltv_usd
101907,affiliate,unknown,AF60765,android,SK,35.0,1,2025-11-17,2025-11-17,35.0
101908,twitter,unknown,TW48779,android,PL,80.0,1,2025-09-20,2025-09-20,80.0
101909,google,unknown,GO48502,android,LV,55.0,1,2025-12-28,2025-12-28,55.0
101910,facebook,unknown,FA71724,ios,IT,145.0,1,2025-02-23,2025-02-23,145.0
101911,google,unknown,GO79165,android,IE,175.0,1,2025-08-20,2025-08-20,175.0
101912,instagram,unknown,IN58450,android,FR,20.0,1,2025-02-09,2025-02-09,20.0
101913,facebook,unknown,FA75063,ios,LT,75.0,1,2025-07-20,2025-07-20,75.0
101914,google,unknown,GO34366,ios,FR,105.0,1,2025-04-15,2025-04-15,105.0
101915,twitter,unknown,TW94203,android,AT,145.0,1,2025-10-21,2025-10-21,145.0
101916,tiktok,unknown,TI52831,android,FR,105.0,1,2025-08-13,2025-08-13,105.0
101917,tiktok,unknown,TI47236,ios,ES,70.0,1,2025-10-14,2025-10-14,70.0
101918,twitter,unknown,TW36127,android,EE,80.0,1,2025-04-15,2025-04-15,80.0
101919,twitter,unknown,TW71702,ios,GR,20.0,1,2025-09-18,2025-09-18,20.0
101920,tiktok,unknown,TI81551,ios,LU,65.0,1,2025-10-05,2025-10-05,65.0
101921,tiktok,unknown,TI71429,android,EE,70.0,1,2025-05-11,2025-05-11,70.0
101922,affiliate,unknown,AF68735,ios,SK,230.0,1,2025-07-07,2025-07-07,230.0
101923,tiktok,unknown,TI96318,android,EE,55.0,1,2025-01-16,2025-01-16,55.0
101924,facebook,unknown,FA75907,android,IE,145.0,1,2025-05-17,2025-05-17,145.0
101925,twitter,unknown,TW31263,ios,SI,60.0,1,2025-07-08,2025-07-08,60.0
101926,google,unknown,GO48161,android,PL,65.0,1,2025-07-13,2025-07-13,65.0
101927,tiktok,unknown,TI43006,android,DK,75.0,1,2025-12-09,2025-12-09,75.0
101928,instagram,unknown,IN64347,ios,CY,35.0,1,2025-06-11,2025-06-11,35.0
101929,facebook,unknown,FA82385,android,PL,70.0,1,2025-05-19,2025-05-19,70.0
101930,twitter,unknown,TW73561,android,IT,35.0,1,2025-09-03,2025-09-03,35.0
101931,affiliate,unknown,AF52296,android,NL,35.0,1,2025-01-06,2025-01-06,35.0
101932,instagram,unknown,IN70831,android,DE,75.0,1,2025-11-20,2025-11-20,75.0
101933,instagram,unknown,IN95431,ios,BE,65.0,1,2025-03-22,2025-03-22,65.0
101934,instagram,unknown,IN60741,ios,HR,35.0,1,2025-04-12,2025-04-12,35.0
101935,google,unknown,GO65809,android,CY,95.0,1,2025-03-02,2025-03-02,95.0
101936,affiliate,unknown,AF43356,android,AT,120.0,1,2025-02-21,2025-02-21,120.0
101937,facebook,unknown,FA20036,ios,CY,25.0,1,2025-03-01,2025-03-01,25.0
101938,tiktok,unknown,TI99912,ios,DK,80.0,1,2025-08-01,2025-08-01,80.0
101939,tiktok,unknown,TI10173,android,FR,155.0,1,2025-03-17,2025-03-17,155.0
101940,google,unknown,GO11798,android,IT,105.0,1,2025-02-22,2025-02-22,105.0
101941,google,unknown,GO74572,ios,BG,145.0,1,2025-05-11,2025-05-11,145.0
101942,facebook,unknown,FA74159,ios,FI,110.0,1,2025-06-20,2025-06-20,110.0
101943,facebook,unknown,FA97698,android,LU,30.0,1,2025-04-14,2025-04-14,30.0
101944,instagram,unknown,IN98819,android,DK,170.0,1,2025-07-31,2025-07-31,170.0
101945,tiktok,unknown,TI93602,android,SE,55.0,1,2025-10-31,2025-10-31,55.0
101946,facebook,unknown,FA22821,ios,SI,100.0,1,2025-07-06,2025-07-06,100.0
101947,tiktok,unknown,TI56426,ios,SI,60.0,1,2025-06-26,2025-06-26,60.0
101948,instagram,unknown,IN93214,android,SK,75.0,1,2025-11-03,2025-11-03,75.0
101949,instagram,unknown,IN37995,ios,IT,70.0,1,2025-09-29,2025-09-29,70.0
101950,twitter,unknown,TW22014,ios,PT,50.0,1,2025-11-15,2025-11-15,50.0
101951,tiktok,unknown,TI22901,ios,HU,85.0,1,2025-06-06,2025-06-06,85.0
101952,google,unknown,GO73437,android,CZ,105.0,1,2025-10-04,2025-10-04,105.0
101953,affiliate,unknown,AF43692,ios,LU,460.0,1,2025-02-08,2025-02-08,460.0
101954,google,unknown,GO83160,ios,LV,150.0,1,2025-02-05,2025-02-05,150.0
101955,instagram,unknown,IN59230,android,GR,105.0,1,2025-07-12,2025-07-12,105.0
101956,affiliate,unknown,AF56017,ios,DK,310.0,1,2025-02-27,2025-02-27,310.0
101957,instagram,unknown,IN87888,ios,PL,55.0,1,2025-10-24,2025-10-24,55.0
101958,google,unknown,GO45631,android,AT,85.0,1,2025-07-21,2025-07-21,85.0
101959,google,unknown,GO56682,ios,MT,125.0,1,2025-05-28,2025-05-28,125.0
101960,tiktok,unknown,TI69440,ios,ES,65.0,1,2025-05-22,2025-05-22,65.0
101961,facebook,unknown,FA29605,ios,BE,165.0,1,2025-06-28,2025-06-28,165.0
101962,affiliate,unknown,AF41139,android,NL,510.0,1,2025-03-05,2025-03-05,510.0
101963,google,unknown,GO28661,ios,SI,115.0,1,2025-01-24,2025-01-24,115.0
101964,instagram,unknown,IN58294,ios,CZ,105.0,1,2025-04-01,2025-04-01,105.0
101965,facebook,unknown,FA22496,android,PT,140.0,1,2025-02-06,2025-02-06,140.0
101966,affiliate,unknown,AF57828,android,BE,315.0,1,2025-08-27,2025-08-27,315.0
101967,google,unknown,GO55914,ios,PL,25.0,1,2025-03-27,2025-03-27,25.0
101968,affiliate,unknown,AF54737,ios,LU,200.0,1,2025-08-10,2025-08-10,200.0
101969,instagram,unknown,IN40841,ios,LV,75.0,1,2025-06-13,2025-06-13,75.0
101970,google,unknown,GO54792,ios,LU,55.0,1,2025-05-28,2025-05-28,55.0
101971,tiktok,unknown,TI16573,android,SK,25.0,1,2025-05-12,2025-05-12,25.0
101972,facebook,unknown,FA27179,ios,RO,80.0,1,2025-10-27,2025-10-27,80.0
101973,google,unknown,GO26003,android,SK,160.0,1,2025-10-31,2025-10-31,160.0
101974,google,unknown,GO28878,ios,BE,40.0,1,2025-04-28,2025-04-28,40.0
101975,affiliate,unknown,AF88816,android,IT,155.0,1,2025-11-13,2025-11-13,155.0
101976,twitter,unknown,TW48287,android,RO,145.0,1,2025-02-11,2025-02-11,145.0
101977,instagram,unknown,IN94992,android,MT,105.0,1,2025-08-19,2025-08-19,105.0
101978,twitter,unknown,TW16204,ios,GR,110.0,1,2025-02-10,2025-02-10,110.0
101979,affiliate,unknown,AF99016,android,IT,450.0,1,2025-03-15,2025-03-15,450.0
101980,twitter,unknown,TW19540,android,LU,130.0,1,2025-09-01,2025-09-01,130.0
101981,facebook,unknown,FA38397,ios,LT,25.0,1,2025-05-04,2025-05-04,25.0
101982,tiktok,unknown,TI72531,ios,FR,50.0,1,2025-02-17,2025-02-17,50.0
101983,twitter,unknown,TW41037,android,GR,30.0,1,2025-12-07,2025-12-07,30.0
101984,facebook,unknown,FA54816,android,SI,35.0,1,2025-06-04,2025-06-04,35.0
101985,affiliate,unknown,AF48887,android,CZ,70.0,1,2025-03-10,2025-03-10,70.0
101986,twitter,unknown,TW95845,ios,GR,40.0,1,2025-08-18,2025-08-18,40.0
101987,google,unknown,GO56969,ios,SK,45.0,1,2025-12-28,2025-12-28,45.0
101988,affiliate,unknown,AF16872,ios,LU,160.0,1,2025-07-31,2025-07-31,160.0
101989,instagram,unknown,IN14929,android,LT,25.0,1,2025-11-28,2025-11-28,25.0
101990,twitter,unknown,TW54413,android,CY,115.0,1,2025-09-08,2025-09-08,115.0
101991,google,unknown,GO17860,android,IE,130.0,1,2025-05-16,2025-05-16,130.0
101992,facebook,unknown,FA62311,android,HR,40.0,1,2025-01-20,2025-01-20,40.0
101993,facebook,unknown,FA43486,ios,SE,35.0,1,2025-01-04,2025-01-04,35.0
101994,instagram,unknown,IN29811,ios,BE,85.0,1,2025-06-08,2025-06-08,85.0
101995,facebook,unknown,FA99138,ios,LV,125.0,1,2025-01-24,2025-01-24,125.0
101996,facebook,unknown,FA98164,ios,BE,90.0,1,2025-11-18,2025-11-18,90.0
101997,affiliate,unknown,AF17261,android,LV,125.0,1,2025-09-20,2025-09-20,125.0
101998,facebook,unknown,FA31394,android,GR,15.0,1,2025-01-03,2025-01-03,15.0
101999,twitter,unknown,TW18570,ios,RO,75.0,1,2025-09-02,2025-09-02,75.0
102000,facebook,unknown,FA40569,ios,DK,55.0,1,2025-09-20,2025-09-20,55.0
102001,facebook,unknown,FA74448,android,IT,70.0,1,2025-08-24,2025-08-24,70.0
102002,google,unknown,GO86667,ios,LU,100.0,1,2025-12-11,2025-12-11,100.0
102003,google,unknown,GO58454,android,ES,60.0,1,2025-04-20,2025-04-20,60.0
102004,twitter,unknown,TW54576,ios,FI,60.0,1,2025-01-25,2025-01-25,60.0
102005,affiliate,unknown,AF24541,ios,BG,205.0,1,2025-05-30,2025-05-30,205.0
102006,facebook,unknown,FA33740,android,DK,55.0,1,2025-04-15,2025-04-15,55.0
102007,facebook,unknown,FA93678,ios,SK,15.0,1,2025-03-11,2025-03-11,15.0
102008,twitter,unknown,TW60862,ios,HU,95.0,1,2025-06-05,2025-06-05,95.0
102009,instagram,unknown,IN32554,ios,LT,55.0,1,2025-08-25,2025-08-25,55.0
102010,twitter,unknown,TW17896,ios,PL,135.0,1,2025-12-18,2025-12-18,135.0
102011,twitter,unknown,TW29952,ios,SK,40.0,1,2025-11-23,2025-11-23,40.0
102012,affiliate,unknown,AF38338,android,HR,315.0,1,2025-06-01,2025-06-01,315.0
102013,affiliate,unknown,AF81681,android,IT,450.0,1,2025-09-25,2025-09-25,450.0
102014,facebook,unknown,FA68675,android,CZ,95.0,1,2025-06-08,2025-06-08,95.0
102015,twitter,unknown,TW53202,ios,HU,145.0,1,2025-08-08,2025-08-08,145.0
102016,affiliate,unknown,AF55978,android,CZ,150.0,1,2025-05-23,2025-05-23,150.0
102017,google,unknown,GO67633,android,DE,170.0,1,2025-10-09,2025-10-09,170.0
102018,google,unknown,GO21161,android,IE,120.0,1,2025-10-24,2025-10-24,120.0
102019,affiliate,unknown,AF38198,android,DE,510.0,1,2025-08-28,2025-08-28,510.0
102020,twitter,unknown,TW44095,ios,LU,250.0,1,2025-07-14,2025-07-14,250.0
102021,tiktok,unknown,TI49814,ios,SI,85.0,1,2025-11-23,2025-11-23,85.0
102022,google,unknown,GO22175,android,IT,210.0,1,2025-09-11,2025-09-11,210.0
102023,tiktok,unknown,TI53249,android,AT,45.0,1,2025-10-02,2025-10-02,45.0
102024,google,unknown,GO31733,ios,NL,85.0,1,2025-08-30,2025-08-30,85.0
102025,twitter,unknown,TW43004,ios,CY,125.0,1,2025-05-03,2025-05-03,125.0
102026,facebook,unknown,FA95463,android,FR,145.0,1,2025-06-10,2025-06-10,145.0
102027,instagram,unknown,IN59244,ios,DE,95.0,1,2025-03-07,2025-03-07,95.0
102028,affiliate,unknown,AF84536,ios,SE,520.0,1,2025-08-27,2025-08-27,520.0
102029,twitter,unknown,TW36373,android,LT,150.0,1,2025-03-09,2025-03-09,150.0
102030,facebook,unknown,FA45559,ios,BE,155.0,1,2025-02-13,2025-02-13,155.0
102031,google,unknown,GO97012,android,CY,135.0,1,2025-06-27,2025-06-27,135.0
102032,google,unknown,GO24539,ios,GR,120.0,1,2025-10-02,2025-10-02,120.0
102033,instagram,unknown,IN20689,ios,FI,150.0,1,2025-03-18,2025-03-18,150.0
102034,facebook,unknown,FA35318,android,MT,115.0,1,2025-08-28,2025-08-28,115.0
102035,twitter,unknown,TW91907,android,DK,70.0,1,2025-10-26,2025-10-26,70.0
102036,affiliate,unknown,AF45356,ios,DE,395.0,1,2025-10-08,2025-10-08,395.0
102037,instagram,unknown,IN47768,android,LV,25.0,1,2025-08-08,2025-08-08,25.0
102038,twitter,unknown,TW12616,ios,PL,80.0,1,2025-02-05,2025-02-05,80.0
102039,facebook,unknown,FA68428,android,SK,80.0,1,2025-06-09,2025-06-09,80.0
102040,facebook,unknown,FA24061,android,SI,70.0,1,2025-01-22,2025-01-22,70.0
102041,google,unknown,GO43252,ios,GR,65.0,1,2025-03-03,2025-03-03,65.0
102042,tiktok,unknown,TI75633,android,HR,35.0,1,2025-04-18,2025-04-18,35.0
102043,affiliate,unknown,AF58612,ios,PL,380.0,1,2025-06-20,2025-06-20,380.0
102044,affiliate,unknown,AF58534,ios,SI,255.0,1,2025-04-19,2025-04-19,255.0
102045,facebook,unknown,FA16592,android,FR,50.0,1,2025-02-25,2025-02-25,50.0
102046,google,unknown,GO19085,ios,LU,255.0,1,2025-06-24,2025-06-24,255.0
102047,google,unknown,GO85232,ios,LT,45.0,1,2025-07-29,2025-07-29,45.0
102048,instagram,unknown,IN29734,ios,BE,65.0,1,2025-02-25,2025-02-25,65.0
102049,tiktok,unknown,TI63196,android,SI,75.0,1,2025-03-20,2025-03-20,75.0
102050,instagram,unknown,IN71807,ios,IE,165.0,1,2025-05-02,2025-05-02,165.0
102051,tiktok,unknown,TI36553,android,CY,75.0,1,2025-06-10,2025-06-10,75.0
102052,google,unknown,GO60374,ios,BG,55.0,1,2025-06-10,2025-06-10,55.0
102053,twitter,unknown,TW91666,android,SK,30.0,1,2025-04-25,2025-04-25,30.0
102054,twitter,unknown,TW74079,ios,HU,120.0,1,2025-12-18,2025-12-18,120.0
102055,facebook,unknown,FA92378,android,HU,70.0,1,2025-08-04,2025-08-04,70.0
102056,affiliate,unknown,AF38945,android,CY,325.0,1,2025-04-25,2025-04-25,325.0
102057,tiktok,unknown,TI79372,ios,LU,100.0,1,2025-11-22,2025-11-22,100.0
102058,tiktok,unknown,TI79106,ios,HU,30.0,1,2025-05-04,2025-05-04,30.0
102059,twitter,unknown,TW63054,ios,NL,210.0,1,2025-11-13,2025-11-13,210.0
102060,instagram,unknown,IN38618,ios,BG,55.0,1,2025-12-18,2025-12-18,55.0
102061,tiktok,unknown,TI95593,android,DE,135.0,1,2025-09-14,2025-09-14,135.0
102062,facebook,unknown,FA89832,ios,PT,65.0,1,2025-08-06,2025-08-06,65.0
102063,tiktok,unknown,TI99684,android,GR,25.0,1,2025-06-04,2025-06-04,25.0
102064,instagram,unknown,IN56688,android,DE,100.0,1,2025-01-15,2025-01-15,100.0
102065,twitter,unknown,TW81858,android,PL,165.0,1,2025-07-24,2025-07-24,165.0
102066,google,unknown,GO75801,ios,CZ,125.0,1,2025-08-21,2025-08-21,125.0
102067,twitter,unknown,TW48468,android,SE,150.0,1,2025-01-19,2025-01-19,150.0
102068,twitter,unknown,TW55836,android,CY,15.0,1,2025-02-22,2025-02-22,15.0
102069,facebook,unknown,FA55273,android,SE,190.0,1,2025-02-15,2025-02-15,190.0
102070,instagram,unknown,IN73833,ios,PT,110.0,1,2025-10-04,2025-10-04,110.0
102071,instagram,unknown,IN45143,android,SI,70.0,1,2025-08-20,2025-08-20,70.0
102072,facebook,unknown,FA13013,ios,SK,60.0,1,2025-10-18,2025-10-18,60.0
102073,instagram,unknown,IN52696,ios,NL,55.0,1,2025-07-06,2025-07-06,55.0
102074,google,unknown,GO12811,ios,AT,170.0,1,2025-01-22,2025-01-22,170.0
102075,affiliate,unknown,AF49157,android,ES,215.0,1,2025-10-14,2025-10-14,215.0
102076,google,unknown,GO32498,ios,IT,130.0,1,2025-12-26,2025-12-26,130.0
102077,facebook,unknown,FA49421,android,DE,110.0,1,2025-05-01,2025-05-01,110.0
102078,affiliate,unknown,AF62277,ios,LU,30.0,1,2025-09-19,2025-09-19,30.0
102079,instagram,unknown,IN91691,ios,LU,30.0,1,2025-05-30,2025-05-30,30.0
102080,twitter,unknown,TW50582,android,LV,40.0,1,2025-09-05,2025-09-05,40.0
102081,affiliate,unknown,AF57139,ios,RO,105.0,1,2025-08-31,2025-08-31,105.0
102082,tiktok,unknown,TI87399,ios,MT,55.0,1,2025-07-12,2025-07-12,55.0
102083,google,unknown,GO67487,ios,CZ,60.0,1,2025-03-01,2025-03-01,60.0
102084,google,unknown,GO11746,ios,DK,135.0,1,2025-09-18,2025-09-18,135.0
102085,facebook,unknown,FA58283,android,IT,85.0,1,2025-05-26,2025-05-26,85.0
102086,facebook,unknown,FA96580,ios,HU,95.0,1,2025-11-19,2025-11-19,95.0
102087,affiliate,unknown,AF99609,android,PT,135.0,1,2025-04-20,2025-04-20,135.0
102088,facebook,unknown,FA81014,android,AT,105.0,1,2025-09-18,2025-09-18,105.0
102089,affiliate,unknown,AF65057,android,HU,355.0,1,2025-05-07,2025-05-07,355.0
102090,tiktok,unknown,TI68858,ios,LT,90.0,1,2025-12-07,2025-12-07,90.0
102091,google,unknown,GO75316,ios,LV,35.0,1,2025-03-08,2025-03-08,35.0
102092,instagram,unknown,IN72947,ios,DK,105.0,1,2025-11-18,2025-11-18,105.0
102093,twitter,unknown,TW92690,android,RO,125.0,1,2025-06-28,2025-06-28,125.0
102094,facebook,unknown,FA19372,ios,EE,30.0,1,2025-08-27,2025-08-27,30.0
102095,google,unknown,GO16264,android,LV,90.0,1,2025-03-02,2025-03-02,90.0
102096,affiliate,unknown,AF17269,android,CZ,285.0,1,2025-03-28,2025-03-28,285.0
102097,google,unknown,GO59711,ios,PT,170.0,1,2025-12-30,2025-12-30,170.0
102098,google,unknown,GO35181,android,PL,110.0,1,2025-11-26,2025-11-26,110.0
102099,instagram,unknown,IN20573,android,LT,105.0,1,2025-12-06,2025-12-06,105.0
102100,facebook,unknown,FA25750,android,PL,25.0,1,2025-09-03,2025-09-03,25.0
102101,tiktok,unknown,TI28454,android,SE,140.0,1,2025-09-07,2025-09-07,140.0
102102,twitter,unknown,TW19523,ios,FI,170.0,1,2025-11-06,2025-11-06,170.0
102103,instagram,unknown,IN77155,ios,DE,150.0,1,2025-01-11,2025-01-11,150.0
102104,affiliate,unknown,AF27105,android,CY,40.0,1,2025-03-26,2025-03-26,40.0
102105,affiliate,unknown,AF50392,ios,HU,85.0,1,2025-07-16,2025-07-16,85.0
102106,tiktok,unknown,TI72933,ios,EE,40.0,1,2025-10-06,2025-10-06,40.0
102107,tiktok,unknown,TI50441,ios,FR,30.0,1,2025-01-25,2025-01-25,30.0
102108,tiktok,unknown,TI61078,android,LU,45.0,1,2025-07-24,2025-07-24,45.0
102109,instagram,unknown,IN71108,ios,PL,20.0,1,2025-01-31,2025-01-31,20.0
102110,twitter,unknown,TW97829,ios,LU,210.0,1,2025-03-11,2025-03-11,210.0
102111,instagram,unknown,IN26355,ios,FR,15.0,1,2025-06-20,2025-06-20,15.0
102112,tiktok,unknown,TI40101,ios,SI,25.0,1,2025-09-30,2025-09-30,25.0
102113,affiliate,unknown,AF29656,ios,MT,385.0,1,2025-10-28,2025-10-28,385.0
102114,google,unknown,GO64287,ios,BG,40.0,1,2025-09-18,2025-09-18,40.0
102115,instagram,unknown,IN60098,ios,DE,60.0,1,2025-12-18,2025-12-18,60.0
102116,affiliate,unknown,AF97857,ios,AT,35.0,1,2025-09-29,2025-09-29,35.0
102117,tiktok,unknown,TI75907,android,IE,125.0,1,2025-06-21,2025-06-21,125.0
102118,tiktok,unknown,TI16044,android,SK,25.0,1,2025-09-16,2025-09-16,25.0
102119,instagram,unknown,IN44587,android,SI,110.0,1,2025-06-27,2025-06-27,110.0
102120,facebook,unknown,FA58329,ios,CY,95.0,1,2025-06-18,2025-06-18,95.0
102121,facebook,unknown,FA80470,ios,SI,120.0,1,2025-08-20,2025-08-20,120.0
102122,twitter,unknown,TW52865,android,MT,105.0,1,2025-02-19,2025-02-19,105.0
102123,twitter,unknown,TW74619,ios,EE,55.0,1,2025-07-12,2025-07-12,55.0
102124,affiliate,unknown,AF86903,ios,AT,30.0,1,2025-06-17,2025-06-17,30.0
102125,facebook,unknown,FA27619,android,RO,100.0,1,2025-12-23,2025-12-23,100.0
102126,instagram,unknown,IN40622,android,LT,25.0,1,2025-04-11,2025-04-11,25.0
102127,affiliate,unknown,AF26807,android,PL,225.0,1,2025-02-25,2025-02-25,225.0
102128,instagram,unknown,IN86155,android,HU,15.0,1,2025-01-06,2025-01-06,15.0
102129,tiktok,unknown,TI12743,android,CY,55.0,1,2025-11-04,2025-11-04,55.0
102130,instagram,unknown,IN96055,ios,EE,40.0,1,2025-07-03,2025-07-03,40.0
102131,tiktok,unknown,TI96324,ios,SI,100.0,1,2025-07-31,2025-07-31,100.0
102132,google,unknown,GO35481,ios,IE,225.0,1,2025-06-08,2025-06-08,225.0
102133,affiliate,unknown,AF71727,ios,PT,225.0,1,2025-12-06,2025-12-06,225.0
102134,instagram,unknown,IN48062,ios,BG,85.0,1,2025-04-27,2025-04-27,85.0
102135,tiktok,unknown,TI81376,ios,NL,120.0,1,2025-07-22,2025-07-22,120.0
102136,affiliate,unknown,AF99842,android,DE,300.0,1,2025-07-05,2025-07-05,300.0
102137,instagram,unknown,IN82622,android,IE,155.0,1,2025-02-16,2025-02-16,155.0
102138,facebook,unknown,FA29044,android,NL,25.0,1,2025-02-03,2025-02-03,25.0
102139,affiliate,unknown,AF46426,android,DE,515.0,1,2025-07-05,2025-07-05,515.0
102140,twitter,unknown,TW36019,android,SK,120.0,1,2025-11-24,2025-11-24,120.0
102141,twitter,unknown,TW10661,ios,HR,65.0,1,2025-12-20,2025-12-20,65.0
102142,tiktok,unknown,TI65395,android,SE,35.0,1,2025-02-16,2025-02-16,35.0
102143,instagram,unknown,IN90693,ios,LT,25.0,1,2025-01-15,2025-01-15,25.0
102144,affiliate,unknown,AF91880,android,BE,130.0,1,2025-11-26,2025-11-26,130.0
102145,twitter,unknown,TW99484,android,SI,110.0,1,2025-07-31,2025-07-31,110.0
102146,instagram,unknown,IN17590,ios,FR,25.0,1,2025-03-13,2025-03-13,25.0
102147,tiktok,unknown,TI16742,android,FR,100.0,1,2025-03-13,2025-03-13,100.0
102148,tiktok,unknown,TI82861,android,CZ,50.0,1,2025-07-09,2025-07-09,50.0
102149,google,unknown,GO50034,android,NL,165.0,1,2025-03-17,2025-03-17,165.0
102150,affiliate,unknown,AF57973,ios,LT,250.0,1,2025-12-31,2025-12-31,250.0
102151,tiktok,unknown,TI52460,ios,SE,125.0,1,2025-10-27,2025-10-27,125.0
102152,facebook,unknown,FA99756,android,SK,55.0,1,2025-03-10,2025-03-10,55.0
102153,instagram,unknown,IN11099,ios,SI,25.0,1,2025-09-23,2025-09-23,25.0
102154,tiktok,unknown,TI59815,ios,IE,60.0,1,2025-05-23,2025-05-23,60.0
102155,tiktok,unknown,TI94597,android,AT,90.0,1,2025-10-09,2025-10-09,90.0
102156,tiktok,unknown,TI56831,ios,MT,100.0,1,2025-01-10,2025-01-10,100.0
102157,tiktok,unknown,TI33272,ios,BG,75.0,1,2025-03-26,2025-03-26,75.0
102158,google,unknown,GO10275,android,RO,105.0,1,2025-04-13,2025-04-13,105.0
102159,affiliate,unknown,AF94127,ios,SK,295.0,1,2025-06-11,2025-06-11,295.0
102160,facebook,unknown,FA86826,ios,HR,55.0,1,2025-01-08,2025-01-08,55.0
102161,affiliate,unknown,AF84180,android,GR,230.0,1,2025-08-04,2025-08-04,230.0
102162,twitter,unknown,TW65668,ios,RO,20.0,1,2025-01-16,2025-01-16,20.0
102163,affiliate,unknown,AF28139,android,ES,280.0,1,2025-10-26,2025-10-26,280.0
102164,tiktok,unknown,TI15292,ios,LU,145.0,1,2025-04-28,2025-04-28,145.0
102165,facebook,unknown,FA85604,android,SI,135.0,1,2025-05-18,2025-05-18,135.0
102166,google,unknown,GO19159,ios,MT,200.0,1,2025-12-10,2025-12-10,200.0
102167,instagram,unknown,IN16085,ios,CY,65.0,1,2025-04-28,2025-04-28,65.0
102168,affiliate,unknown,AF85621,ios,BE,55.0,1,2025-01-10,2025-01-10,55.0
102169,google,unknown,GO11640,android,FR,30.0,1,2025-04-05,2025-04-05,30.0
102170,google,unknown,GO56013,android,PL,165.0,1,2025-10-18,2025-10-18,165.0
102171,facebook,unknown,FA21468,ios,CY,30.0,1,2025-11-23,2025-11-23,30.0
102172,facebook,unknown,FA61168,ios,NL,60.0,1,2025-09-07,2025-09-07,60.0
102173,facebook,unknown,FA75718,android,IT,165.0,1,2025-07-16,2025-07-16,165.0
102174,tiktok,unknown,TI78942,android,LU,165.0,1,2025-12-29,2025-12-29,165.0
102175,twitter,unknown,TW56762,ios,LV,130.0,1,2025-09-23,2025-09-23,130.0
102176,instagram,unknown,IN26461,ios,MT,20.0,1,2025-07-23,2025-07-23,20.0
102177,tiktok,unknown,TI69035,android,IE,20.0,1,2025-09-11,2025-09-11,20.0
102178,facebook,unknown,FA90322,android,NL,140.0,1,2025-06-29,2025-06-29,140.0
102179,instagram,unknown,IN95697,ios,LU,80.0,1,2025-11-10,2025-11-10,80.0
102180,twitter,unknown,TW53753,android,PL,140.0,1,2025-09-13,2025-09-13,140.0
102181,facebook,unknown,FA31849,ios,CZ,80.0,1,2025-09-17,2025-09-17,80.0
102182,facebook,unknown,FA69351,ios,PL,145.0,1,2025-12-06,2025-12-06,145.0
102183,facebook,unknown,FA77022,android,CY,25.0,1,2025-12-29,2025-12-29,25.0
102184,affiliate,unknown,AF52779,ios,MT,265.0,1,2025-05-21,2025-05-21,265.0
102185,google,unknown,GO23195,android,BG,75.0,1,2025-06-10,2025-06-10,75.0
102186,facebook,unknown,FA35560,ios,IE,40.0,1,2025-01-14,2025-01-14,40.0
102187,instagram,unknown,IN56083,ios,PT,30.0,1,2025-05-29,2025-05-29,30.0
102188,twitter,unknown,TW63147,android,PT,45.0,1,2025-12-10,2025-12-10,45.0
102189,tiktok,unknown,TI75122,ios,SK,25.0,1,2025-06-05,2025-06-05,25.0
102190,facebook,unknown,FA90664,android,BG,15.0,1,2025-09-22,2025-09-22,15.0
102191,google,unknown,GO56979,android,GR,70.0,1,2025-12-16,2025-12-16,70.0
102192,facebook,unknown,FA30256,android,SI,75.0,1,2025-04-20,2025-04-20,75.0
102193,twitter,unknown,TW85780,android,BG,130.0,1,2025-02-08,2025-02-08,130.0
102194,tiktok,unknown,TI37292,android,CY,25.0,1,2025-07-03,2025-07-03,25.0
102195,affiliate,unknown,AF74811,ios,FI,355.0,1,2025-10-28,2025-10-28,355.0
102196,twitter,unknown,TW28091,android,IE,190.0,1,2025-07-16,2025-07-16,190.0
102197,affiliate,unknown,AF56703,ios,DK,415.0,1,2025-04-07,2025-04-07,415.0
102198,facebook,unknown,FA42340,ios,MT,75.0,1,2025-01-18,2025-01-18,75.0
102199,tiktok,unknown,TI26230,ios,SK,80.0,1,2025-08-12,2025-08-12,80.0
102200,tiktok,unknown,TI24130,android,NL,120.0,1,2025-05-02,2025-05-02,120.0
102201,google,unknown,GO81819,android,LT,135.0,1,2025-09-06,2025-09-06,135.0
102202,instagram,unknown,IN11748,android,NL,60.0,1,2025-07-05,2025-07-05,60.0
102203,twitter,unknown,TW52149,android,SK,100.0,1,2025-10-10,2025-10-10,100.0
102204,tiktok,unknown,TI92729,android,ES,60.0,1,2025-07-20,2025-07-20,60.0
102205,twitter,unknown,TW88751,ios,EE,40.0,1,2025-05-16,2025-05-16,40.0
102206,instagram,unknown,IN43414,android,AT,20.0,1,2025-06-29,2025-06-29,20.0
102207,facebook,unknown,FA76823,ios,IT,40.0,1,2025-09-18,2025-09-18,40.0
102208,affiliate,unknown,AF33131,ios,DK,490.0,1,2025-08-18,2025-08-18,490.0
102209,tiktok,unknown,TI58123,android,BE,10.0,1,2025-12-15,2025-12-15,10.0
102210,google,unknown,GO10201,android,LU,180.0,1,2025-04-16,2025-04-16,180.0
102211,facebook,unknown,FA37445,ios,PL,35.0,1,2025-04-15,2025-04-15,35.0
102212,affiliate,unknown,AF65222,ios,FR,150.0,1,2025-07-07,2025-07-07,150.0
