user_id,ad_source,platform,country,total_revenue,purchase_count,first_purchase_date,last_purchase_date,ltv_usd
101245,instagram,android,MT,16,1,2025-07-02,2025-07-02,16.0
101245,instagram,android,DE,193,1,2025-07-16,2025-07-16,193.0
101245,facebook,android,LU,158,1,2025-09-20,2025-09-20,158.0
101245,instagram,android,NL,57,1,2025-10-20,2025-10-20,57.0
101246,instagram,android,CY,9,1,2025-02-02,2025-02-02,9.0
101246,facebook,ios,GR,9,1,2025-02-12,2025-02-12,9.0
101246,instagram,android,NL,17,1,2025-02-21,2025-02-21,17.0
101246,instagram,android,SI,88,1,2025-04-30,2025-04-30,88.0
101246,instagram,android,MT,29,1,2025-05-08,2025-05-08,29.0
101246,facebook,ios,SI,35,1,2025-05-21,2025-05-21,35.0
101246,facebook,ios,CY,41,1,2025-07-24,2025-07-24,41.0
101246,facebook,ios,DK,270,1,2025-12-05,2025-12-05,270.0
101247,affiliate,ios,DK,11,1,2025-01-02,2025-01-02,11.0
101247,instagram,android,CZ,3,1,2025-01-25,2025-01-25,3.0
101247,affiliate,ios,ES,17,1,2025-02-19,2025-02-19,17.0
101247,affiliate,ios,SK,72,1,2025-04-15,2025-04-15,72.0
101247,instagram,android,MT,33,1,2025-06-25,2025-06-25,33.0
101247,instagram,android,IT,41,1,2025-07-26,2025-07-26,41.0
101247,instagram,android,NL,11,1,2025-08-17,2025-08-17,11.0
101247,affiliate,ios,LT,209,1,2025-10-01,2025-10-01,209.0
101248,affiliate,ios,AT,9,1,2025-01-24,2025-01-24,9.0
101248,affiliate,ios,LT,55,1,2025-02-11,2025-02-11,55.0
101248,instagram,android,BE,27,1,2025-03-11,2025-03-11,27.0
101248,instagram,android,LU,151,2,2025-03-26,2025-10-11,226.5
101248,affiliate,ios,CY,36,1,2025-08-03,2025-08-03,36.0
101248,affiliate,ios,DE,68,1,2025-09-04,2025-09-04,68.0
101248,instagram,android,ES,44,1,2025-12-14,2025-12-14,44.0
101249,google,ios,FR,5,1,2025-01-28,2025-01-28,5.0
101249,twitter,ios,LT,56,1,2025-04-14,2025-04-14,56.0
101249,google,ios,MT,13,1,2025-07-21,2025-07-21,13.0
101249,twitter,ios,EE,116,1,2025-08-31,2025-08-31,116.0
101249,google,ios,GR,56,1,2025-09-10,2025-09-10,56.0
101249,google,ios,PL,15,1,2025-10-03,2025-10-03,15.0
101249,twitter,ios,LV,245,1,2025-11-28,2025-11-28,245.0
101249,twitter,ios,SK,265,1,2025-12-31,2025-12-31,265.0
101250,tiktok,ios,BE,28,1,2025-01-11,2025-01-11,28.0
101250,tiktok,ios,PL,24,1,2025-02-11,2025-02-11,24.0
101250,tiktok,ios,FR,139,2,2025-02-19,2025-07-21,208.5
101250,twitter,android,CY,25,1,2025-05-06,2025-05-06,25.0
101250,twitter,android,BG,119,1,2025-07-14,2025-07-14,119.0
101250,twitter,android,SE,216,1,2025-11-26,2025-11-26,216.0
101250,twitter,android,IT,62,1,2025-12-23,2025-12-23,62.0
101251,instagram,android,LU,12,1,2025-01-13,2025-01-13,12.0
101251,instagram,android,BG,21,1,2025-01-30,2025-01-30,21.0
101251,instagram,android,LT,37,1,2025-02-04,2025-02-04,37.0
101251,instagram,android,DE,48,1,2025-05-29,2025-05-29,48.0
101251,tiktok,ios,EE,27,1,2025-06-09,2025-06-09,27.0
101251,tiktok,ios,LT,36,1,2025-09-04,2025-09-04,36.0
101251,tiktok,ios,BE,236,1,2025-11-04,2025-11-04,236.0
101251,tiktok,ios,ES,30,1,2025-12-04,2025-12-04,30.0
101252,affiliate,android,DE,71,1,2025-03-12,2025-03-12,71.0
101252,google,android,SK,22,1,2025-04-11,2025-04-11,22.0
101252,affiliate,android,HU,17,1,2025-04-14,2025-04-14,17.0
101252,google,android,MT,29,1,2025-04-29,2025-04-29,29.0
101252,google,android,CZ,7,1,2025-08-26,2025-08-26,7.0
101252,affiliate,android,PT,257,1,2025-10-10,2025-10-10,257.0
101252,affiliate,android,LT,113,1,2025-11-04,2025-11-04,113.0
101252,google,android,BE,35,1,2025-11-17,2025-11-17,35.0
101253,affiliate,ios,CY,7,1,2025-01-05,2025-01-05,7.0
101253,google,android,NL,6,1,2025-01-10,2025-01-10,6.0
101253,google,android,SE,36,1,2025-04-21,2025-04-21,36.0
101253,affiliate,ios,BG,60,1,2025-07-16,2025-07-16,60.0
101253,google,android,LU,100,1,2025-08-17,2025-08-17,100.0
101253,affiliate,ios,SI,30,1,2025-11-09,2025-11-09,30.0
101253,google,android,CZ,59,1,2025-11-14,2025-11-14,59.0
101253,affiliate,ios,HU,110,1,2025-12-20,2025-12-20,110.0
101254,affiliate,android,GR,4,1,2025-01-31,2025-01-31,4.0
101254,tiktok,android,HR,105,1,2025-06-07,2025-06-07,105.0
101254,tiktok,android,LT,112,1,2025-08-17,2025-08-17,112.0
101254,affiliate,android,DK,203,1,2025-09-18,2025-09-18,203.0
101254,tiktok,android,PL,131,1,2025-10-04,2025-10-04,131.0
101254,affiliate,android,EE,30,1,2025-12-03,2025-12-03,30.0
101254,affiliate,android,FR,50,1,2025-12-07,2025-12-07,50.0
101254,tiktok,android,MT,55,1,2025-12-28,2025-12-28,55.0
101255,facebook,android,HU,9,1,2025-01-12,2025-01-12,9.0
101255,facebook,android,IE,20,1,2025-01-22,2025-01-22,20.0
101255,tiktok,ios,FR,161,1,2025-07-17,2025-07-17,161.0
101255,facebook,android,FI,80,1,2025-08-15,2025-08-15,80.0
101255,tiktok,ios,DK,276,2,2025-09-10,2025-10-16,414.0
101255,facebook,android,NL,34,1,2025-10-29,2025-10-29,34.0
101255,tiktok,ios,SI,270,1,2025-11-20,2025-11-20,270.0
101256,tiktok,android,GR,6,1,2025-01-02,2025-01-02,6.0
101256,facebook,android,SE,62,1,2025-03-19,2025-03-19,62.0
101256,facebook,android,LT,48,1,2025-05-10,2025-05-10,48.0
101256,tiktok,android,NL,26,1,2025-06-13,2025-06-13,26.0
101256,facebook,android,IT,13,1,2025-07-14,2025-07-14,13.0
101256,facebook,android,SI,67,1,2025-10-22,2025-10-22,67.0
101256,tiktok,android,HR,310,2,2025-12-23,2025-12-31,465.0
101257,instagram,ios,AT,63,1,2025-03-06,2025-03-06,63.0
101257,facebook,android,SK,75,1,2025-03-17,2025-03-17,75.0
101257,facebook,android,SI,30,1,2025-04-03,2025-04-03,30.0
101257,instagram,ios,DK,67,1,2025-07-04,2025-07-04,67.0
101257,instagram,ios,RO,176,1,2025-10-13,2025-10-13,176.0
101257,facebook,android,PL,19,1,2025-10-26,2025-10-26,19.0
101257,instagram,ios,FI,231,1,2025-11-22,2025-11-22,231.0
101257,facebook,android,NL,58,1,2025-11-23,2025-11-23,58.0
101258,twitter,ios,BE,222,2,2025-03-03,2025-10-25,333.0
101258,facebook,android,HR,64,1,2025-04-12,2025-04-12,64.0
101258,twitter,ios,EE,81,1,2025-06-09,2025-06-09,81.0
101258,facebook,android,CY,70,3,2025-09-03,2025-12-24,140.0
101258,twitter,ios,GR,33,1,2025-09-15,2025-09-15,33.0
101259,google,ios,LT,257,2,2025-01-23,2025-12-12,385.5
101259,facebook,android,CY,26,1,2025-05-07,2025-05-07,26.0
101259,google,ios,SE,63,1,2025-05-28,2025-05-28,63.0
101259,facebook,android,FI,154,1,2025-07-04,2025-07-04,154.0
101259,facebook,android,LT,167,1,2025-11-08,2025-11-08,167.0
101259,google,ios,HR,138,1,2025-11-27,2025-11-27,138.0
101259,facebook,android,AT,90,1,2025-12-08,2025-12-08,90.0
101260,instagram,android,LT,24,1,2025-01-02,2025-01-02,24.0
101260,tiktok,ios,ES,7,1,2025-01-04,2025-01-04,7.0
101260,instagram,android,MT,42,1,2025-05-17,2025-05-17,42.0
101260,instagram,android,DE,112,1,2025-08-30,2025-08-30,112.0
101260,instagram,android,HR,104,1,2025-09-27,2025-09-27,104.0
101260,tiktok,ios,DK,133,1,2025-11-13,2025-11-13,133.0
101260,tiktok,ios,CZ,37,1,2025-11-28,2025-11-28,37.0
101260,tiktok,ios,LU,250,1,2025-12-19,2025-12-19,250.0
101261,instagram,android,HU,30,1,2025-03-09,2025-03-09,30.0
101261,instagram,android,PL,39,1,2025-03-10,2025-03-10,39.0
101261,affiliate,android,ES,23,1,2025-03-30,2025-03-30,23.0
101261,affiliate,android,CY,32,1,2025-08-04,2025-08-04,32.0
101261,instagram,android,SK,152,1,2025-08-12,2025-08-12,152.0
101261,affiliate,android,RO,171,1,2025-09-12,2025-09-12,171.0
101261,affiliate,android,HR,171,1,2025-09-23,2025-09-23,171.0
101261,instagram,android,CY,61,1,2025-09-29,2025-09-29,61.0
101262,twitter,android,DE,32,1,2025-04-18,2025-04-18,32.0
101262,tiktok,ios,AT,68,1,2025-05-11,2025-05-11,68.0
101262,tiktok,ios,IE,43,1,2025-05-21,2025-05-21,43.0
101262,twitter,android,NL,37,1,2025-07-14,2025-07-14,37.0
101262,tiktok,ios,GR,45,1,2025-09-03,2025-09-03,45.0
101262,twitter,android,LV,243,1,2025-09-23,2025-09-23,243.0
101262,tiktok,ios,CY,18,1,2025-10-18,2025-10-18,18.0
101262,twitter,android,IT,20,1,2025-11-06,2025-11-06,20.0
101263,twitter,android,GR,6,1,2025-01-06,2025-01-06,6.0
101263,tiktok,ios,LT,21,1,2025-01-13,2025-01-13,21.0
101263,twitter,android,LU,84,1,2025-04-20,2025-04-20,84.0
101263,twitter,android,MT,29,1,2025-06-26,2025-06-26,29.0
101263,tiktok,ios,CZ,39,1,2025-09-06,2025-09-06,39.0
101263,tiktok,ios,MT,41,1,2025-09-12,2025-09-12,41.0
101263,tiktok,ios,EE,255,1,2025-11-24,2025-11-24,255.0
101263,twitter,android,CY,48,1,2025-12-25,2025-12-25,48.0
101264,facebook,android,NL,2,1,2025-01-05,2025-01-05,2.0
101264,google,android,PL,13,1,2025-01-13,2025-01-13,13.0
101264,facebook,android,DE,106,1,2025-04-10,2025-04-10,106.0
101264,google,android,MT,36,1,2025-04-11,2025-04-11,36.0
101264,google,android,AT,30,1,2025-04-13,2025-04-13,30.0
101264,facebook,android,GR,34,1,2025-05-11,2025-05-11,34.0
101264,google,android,IT,48,1,2025-11-20,2025-11-20,48.0
101264,facebook,android,PL,93,1,2025-12-17,2025-12-17,93.0
101265,affiliate,ios,CZ,5,1,2025-01-16,2025-01-16,5.0
101265,affiliate,ios,MT,14,1,2025-01-19,2025-01-19,14.0
101265,facebook,android,DK,32,1,2025-02-20,2025-02-20,32.0
101265,affiliate,ios,LU,69,1,2025-03-28,2025-03-28,69.0
101265,facebook,android,GR,90,2,2025-05-17,2025-10-25,135.0
101265,facebook,android,PT,186,1,2025-07-05,2025-07-05,186.0
101265,affiliate,ios,PL,68,1,2025-09-19,2025-09-19,68.0
101266,twitter,android,GR,4,1,2025-01-13,2025-01-13,4.0
101266,twitter,android,LT,82,1,2025-04-28,2025-04-28,82.0
101266,twitter,android,RO,130,1,2025-05-01,2025-05-01,130.0
101266,facebook,android,NL,51,1,2025-07-03,2025-07-03,51.0
101266,facebook,android,GR,59,1,2025-10-15,2025-10-15,59.0
101266,facebook,android,CZ,48,1,2025-12-13,2025-12-13,48.0
101266,facebook,android,LV,145,1,2025-12-30,2025-12-30,145.0
101266,twitter,android,FR,150,1,2025-12-30,2025-12-30,150.0
101267,facebook,android,IT,3,1,2025-01-01,2025-01-01,3.0
101267,affiliate,ios,BE,30,1,2025-03-31,2025-03-31,30.0
101267,affiliate,ios,CY,19,1,2025-04-17,2025-04-17,19.0
101267,affiliate,ios,FR,135,1,2025-05-14,2025-05-14,135.0
101267,facebook,android,AT,108,1,2025-06-17,2025-06-17,108.0
101267,facebook,android,CY,41,1,2025-08-18,2025-08-18,41.0
101267,affiliate,ios,BG,54,1,2025-09-19,2025-09-19,54.0
101267,facebook,android,DE,119,1,2025-10-03,2025-10-03,119.0
101268,facebook,android,DK,47,1,2025-02-21,2025-02-21,47.0
101268,google,android,BG,15,1,2025-03-26,2025-03-26,15.0
101268,google,android,LU,60,1,2025-04-18,2025-04-18,60.0
101268,facebook,android,HR,123,1,2025-06-11,2025-06-11,123.0
101268,facebook,android,FI,176,1,2025-09-02,2025-09-02,176.0
101268,google,android,SI,372,2,2025-11-15,2025-12-06,558.0
101268,facebook,android,RO,240,1,2025-12-28,2025-12-28,240.0
101269,google,android,CZ,5,1,2025-01-04,2025-01-04,5.0
101269,facebook,android,CY,1,1,2025-01-29,2025-01-29,1.0
101269,facebook,android,GR,6,1,2025-01-29,2025-01-29,6.0
101269,google,android,SI,69,1,2025-03-17,2025-03-17,69.0
101269,facebook,android,EE,64,1,2025-04-21,2025-04-21,64.0
101269,facebook,android,ES,43,1,2025-05-14,2025-05-14,43.0
101269,google,android,FR,233,1,2025-10-18,2025-10-18,233.0
101269,google,android,PL,120,1,2025-12-23,2025-12-23,120.0
101270,affiliate,android,HR,16,1,2025-01-16,2025-01-16,16.0
101270,tiktok,android,LU,33,1,2025-02-25,2025-02-25,33.0
101270,affiliate,android,LU,57,1,2025-03-25,2025-03-25,57.0
101270,tiktok,android,NL,9,1,2025-04-20,2025-04-20,9.0
101270,tiktok,android,SK,140,1,2025-07-22,2025-07-22,140.0
101270,affiliate,android,EE,99,1,2025-09-04,2025-09-04,99.0
101270,affiliate,android,PL,66,1,2025-09-10,2025-09-10,66.0
101270,tiktok,android,SE,243,1,2025-10-10,2025-10-10,243.0
101271,tiktok,android,SK,24,1,2025-01-10,2025-01-10,24.0
101271,tiktok,android,CZ,9,1,2025-02-13,2025-02-13,9.0
101271,tiktok,android,PL,10,1,2025-05-31,2025-05-31,10.0
101271,tiktok,android,HR,48,1,2025-08-09,2025-08-09,48.0
101271,tiktok,android,IT,31,1,2025-09-13,2025-09-13,31.0
101271,tiktok,android,BG,194,1,2025-09-14,2025-09-14,194.0
101271,tiktok,android,GR,55,1,2025-10-04,2025-10-04,55.0
101271,tiktok,android,ES,24,1,2025-12-23,2025-12-23,24.0
101272,twitter,ios,HR,15,1,2025-01-27,2025-01-27,15.0
101272,tiktok,android,SK,39,1,2025-06-22,2025-06-22,39.0
101272,twitter,ios,IE,119,1,2025-07-10,2025-07-10,119.0
101272,twitter,ios,PL,20,1,2025-08-16,2025-08-16,20.0
101272,tiktok,android,FR,158,1,2025-09-16,2025-09-16,158.0
101272,twitter,ios,HU,19,1,2025-10-16,2025-10-16,19.0
101272,tiktok,android,DE,265,1,2025-11-25,2025-11-25,265.0
101272,tiktok,android,PT,245,1,2025-12-26,2025-12-26,245.0
101273,instagram,android,IE,28,1,2025-01-12,2025-01-12,28.0
101273,tiktok,android,HU,11,1,2025-01-26,2025-01-26,11.0
101273,instagram,android,MT,16,1,2025-02-17,2025-02-17,16.0
101273,tiktok,android,SK,42,1,2025-03-15,2025-03-15,42.0
101273,instagram,android,FI,26,1,2025-03-19,2025-03-19,26.0
101273,tiktok,android,PT,75,1,2025-06-15,2025-06-15,75.0
101273,instagram,android,LV,168,1,2025-08-25,2025-08-25,168.0
101273,tiktok,android,EE,29,1,2025-10-16,2025-10-16,29.0
101274,twitter,ios,DK,12,1,2025-04-10,2025-04-10,12.0
101274,twitter,ios,HU,16,1,2025-04-24,2025-04-24,16.0
101274,twitter,ios,AT,30,1,2025-05-21,2025-05-21,30.0
101274,twitter,ios,PL,11,1,2025-07-23,2025-07-23,11.0
101274,tiktok,android,LV,60,1,2025-08-09,2025-08-09,60.0
101274,tiktok,android,AT,212,1,2025-08-13,2025-08-13,212.0
101274,tiktok,android,SK,158,1,2025-09-01,2025-09-01,158.0
101274,tiktok,android,EE,250,1,2025-11-10,2025-11-10,250.0
101275,twitter,ios,FI,116,1,2025-07-29,2025-07-29,116.0
101275,google,android,HR,136,1,2025-08-19,2025-08-19,136.0
101275,google,android,LT,252,2,2025-09-03,2025-12-16,378.0
101275,twitter,ios,HU,36,1,2025-09-24,2025-09-24,36.0
101275,twitter,ios,CZ,8,1,2025-10-18,2025-10-18,8.0
101275,twitter,ios,GR,53,1,2025-11-03,2025-11-03,53.0
101275,google,android,LV,64,1,2025-11-30,2025-11-30,64.0
101276,google,ios,IE,78,1,2025-04-06,2025-04-06,78.0
101276,twitter,ios,ES,15,1,2025-05-19,2025-05-19,15.0
101276,google,ios,BE,147,1,2025-06-01,2025-06-01,147.0
101276,twitter,ios,FI,137,1,2025-07-23,2025-07-23,137.0
101276,twitter,ios,LT,62,1,2025-10-07,2025-10-07,62.0
101276,twitter,ios,RO,257,1,2025-10-12,2025-10-12,257.0
101276,google,ios,CY,43,1,2025-12-13,2025-12-13,43.0
101276,google,ios,AT,225,1,2025-12-28,2025-12-28,225.0
101277,twitter,ios,SI,37,1,2025-02-17,2025-02-17,37.0
101277,twitter,ios,IT,4,1,2025-03-17,2025-03-17,4.0
101277,twitter,android,RO,57,1,2025-03-27,2025-03-27,57.0
101277,twitter,ios,EE,58,1,2025-05-01,2025-05-01,58.0
101277,twitter,android,AT,243,1,2025-09-04,2025-09-04,243.0
101277,twitter,android,GR,54,1,2025-09-27,2025-09-27,54.0
101277,twitter,android,SI,162,1,2025-10-25,2025-10-25,162.0
101277,twitter,ios,BG,175,1,2025-12-30,2025-12-30,175.0
101278,facebook,android,HU,11,1,2025-01-31,2025-01-31,11.0
101278,facebook,android,IE,53,1,2025-07-06,2025-07-06,53.0
101278,twitter,ios,RO,344,2,2025-07-16,2025-12-21,516.0
101278,twitter,ios,SK,113,1,2025-09-07,2025-09-07,113.0
101278,facebook,android,BE,195,1,2025-10-04,2025-10-04,195.0
101278,twitter,ios,DE,95,1,2025-12-06,2025-12-06,95.0
101278,facebook,android,FI,165,1,2025-12-20,2025-12-20,165.0
101279,twitter,ios,CZ,27,1,2025-04-10,2025-04-10,27.0
101279,twitter,ios,DK,30,1,2025-05-02,2025-05-02,30.0
101279,instagram,ios,AT,105,1,2025-05-10,2025-05-10,105.0
101279,instagram,ios,BG,133,1,2025-07-16,2025-07-16,133.0
101279,twitter,ios,SI,220,2,2025-09-25,2025-12-20,330.0
101279,instagram,ios,RO,171,1,2025-10-10,2025-10-10,171.0
101279,instagram,ios,SK,80,1,2025-12-18,2025-12-18,80.0
101280,twitter,ios,LV,18,1,2025-01-30,2025-01-30,18.0
101280,twitter,ios,PL,23,1,2025-05-24,2025-05-24,23.0
101280,twitter,android,PT,63,1,2025-05-26,2025-05-26,63.0
101280,twitter,android,HU,59,1,2025-06-12,2025-06-12,59.0
101280,twitter,ios,FI,39,1,2025-07-05,2025-07-05,39.0
101280,twitter,ios,DK,162,1,2025-09-07,2025-09-07,162.0
101280,twitter,android,NL,67,1,2025-10-23,2025-10-23,67.0
101280,twitter,android,MT,42,1,2025-11-06,2025-11-06,42.0
101281,twitter,ios,HR,138,1,2025-06-13,2025-06-13,138.0
101281,tiktok,android,RO,63,1,2025-07-03,2025-07-03,63.0
101281,tiktok,android,NL,38,1,2025-08-26,2025-08-26,38.0
101281,twitter,ios,BG,216,1,2025-08-29,2025-08-29,216.0
101281,tiktok,android,DK,99,1,2025-09-08,2025-09-08,99.0
101281,tiktok,android,LV,59,1,2025-09-11,2025-09-11,59.0
101281,twitter,ios,PL,35,1,2025-11-01,2025-11-01,35.0
101281,twitter,ios,SE,270,1,2025-12-17,2025-12-17,270.0
101282,twitter,ios,ES,17,1,2025-02-18,2025-02-18,17.0
101282,tiktok,android,PL,46,1,2025-04-14,2025-04-14,46.0
101282,twitter,ios,AT,44,1,2025-08-25,2025-08-25,44.0
101282,twitter,ios,CY,31,1,2025-09-23,2025-09-23,31.0
101282,tiktok,android,IE,216,2,2025-10-05,2025-12-09,324.0
101282,tiktok,android,SI,265,1,2025-11-24,2025-11-24,265.0
101282,twitter,ios,BG,190,1,2025-12-04,2025-12-04,190.0
101283,tiktok,android,SI,54,1,2025-04-13,2025-04-13,54.0
101283,instagram,ios,PT,95,1,2025-05-08,2025-05-08,95.0
101283,instagram,ios,PL,39,1,2025-05-17,2025-05-17,39.0
101283,tiktok,android,HR,35,1,2025-05-29,2025-05-29,35.0
101283,tiktok,android,NL,14,1,2025-08-08,2025-08-08,14.0
101283,tiktok,android,HU,32,1,2025-08-26,2025-08-26,32.0
101283,instagram,ios,CZ,54,1,2025-08-29,2025-08-29,54.0
101283,instagram,ios,IT,66,1,2025-10-29,2025-10-29,66.0
101284,instagram,ios,PT,71,2,2025-02-15,2025-04-27,106.5
101284,twitter,ios,IT,4,1,2025-02-16,2025-02-16,4.0
101284,instagram,ios,GR,3,1,2025-03-10,2025-03-10,3.0
101284,twitter,ios,SK,34,1,2025-04-07,2025-04-07,34.0
101284,instagram,ios,SK,93,1,2025-05-06,2025-05-06,93.0
101284,twitter,ios,DE,144,1,2025-09-01,2025-09-01,144.0
101284,twitter,ios,NL,18,1,2025-11-08,2025-11-08,18.0
101285,google,ios,FR,59,1,2025-03-21,2025-03-21,59.0
101285,google,ios,RO,123,1,2025-05-24,2025-05-24,123.0
101285,instagram,ios,FR,78,1,2025-05-25,2025-05-25,78.0
101285,instagram,ios,RO,68,1,2025-05-31,2025-05-31,68.0
101285,instagram,ios,BG,32,1,2025-07-08,2025-07-08,32.0
101285,instagram,ios,BE,29,1,2025-10-14,2025-10-14,29.0
101285,google,ios,BE,192,1,2025-11-22,2025-11-22,192.0
101285,google,ios,LV,240,1,2025-12-01,2025-12-01,240.0
101286,instagram,android,FR,23,1,2025-01-08,2025-01-08,23.0
101286,instagram,ios,SE,21,1,2025-01-20,2025-01-20,21.0
101286,instagram,android,LT,24,1,2025-01-23,2025-01-23,24.0
101286,instagram,android,LV,53,1,2025-02-01,2025-02-01,53.0
101286,instagram,ios,HR,53,1,2025-02-28,2025-02-28,53.0
101286,instagram,ios,LT,50,1,2025-05-19,2025-05-19,50.0
101286,instagram,android,LU,84,1,2025-06-16,2025-06-16,84.0
101286,instagram,ios,HU,49,1,2025-11-12,2025-11-12,49.0
101287,instagram,android,CY,4,1,2025-02-18,2025-02-18,4.0
101287,instagram,android,BE,40,1,2025-04-12,2025-04-12,40.0
101287,twitter,android,ES,124,2,2025-05-11,2025-11-06,186.0
101287,instagram,android,ES,28,1,2025-05-25,2025-05-25,28.0
101287,twitter,android,NL,51,1,2025-08-16,2025-08-16,51.0
101287,twitter,android,EE,185,1,2025-09-08,2025-09-08,185.0
101287,instagram,android,MT,119,1,2025-10-25,2025-10-25,119.0
101288,twitter,android,DE,21,1,2025-01-09,2025-01-09,21.0
101288,twitter,android,SE,12,1,2025-03-03,2025-03-03,12.0
101288,twitter,android,LV,106,1,2025-04-19,2025-04-19,106.0
101288,twitter,android,FR,104,1,2025-08-03,2025-08-03,104.0
101288,twitter,android,SK,194,1,2025-09-10,2025-09-10,194.0
101288,twitter,android,SI,149,1,2025-09-19,2025-09-19,149.0
101288,twitter,android,NL,81,1,2025-11-23,2025-11-23,81.0
101288,twitter,android,ES,49,1,2025-12-01,2025-12-01,49.0
101289,twitter,android,CY,6,1,2025-01-14,2025-01-14,6.0
101289,tiktok,android,RO,47,1,2025-03-25,2025-03-25,47.0
101289,tiktok,android,HR,89,2,2025-06-15,2025-10-01,133.5
101289,tiktok,android,CY,30,1,2025-08-22,2025-08-22,30.0
101289,twitter,android,EE,50,1,2025-09-06,2025-09-06,50.0
101289,twitter,android,PT,143,1,2025-10-31,2025-10-31,143.0
101289,twitter,android,PL,95,1,2025-12-29,2025-12-29,95.0
101290,tiktok,android,LV,25,1,2025-01-03,2025-01-03,25.0
101290,tiktok,android,PL,4,1,2025-01-06,2025-01-06,4.0
101290,twitter,ios,LV,69,1,2025-03-13,2025-03-13,69.0
101290,tiktok,android,SI,88,1,2025-05-26,2025-05-26,88.0
101290,tiktok,android,AT,42,1,2025-07-11,2025-07-11,42.0
101290,twitter,ios,HR,200,2,2025-09-08,2025-12-29,300.0
101290,twitter,ios,FR,100,1,2025-12-18,2025-12-18,100.0
101291,twitter,android,SI,114,2,2025-01-06,2025-12-24,171.0
101291,facebook,ios,LU,22,1,2025-01-31,2025-01-31,22.0
101291,facebook,ios,PL,10,1,2025-04-02,2025-04-02,10.0
101291,facebook,ios,CZ,48,2,2025-05-23,2025-11-30,72.0
101291,twitter,android,HU,74,1,2025-08-06,2025-08-06,74.0
101291,twitter,android,ES,15,1,2025-09-22,2025-09-22,15.0
101292,facebook,ios,PL,24,1,2025-03-11,2025-03-11,24.0
101292,facebook,ios,IT,23,1,2025-04-26,2025-04-26,23.0
101292,twitter,android,DE,27,1,2025-06-04,2025-06-04,27.0
101292,twitter,android,BE,88,1,2025-07-17,2025-07-17,88.0
101292,facebook,ios,SE,44,1,2025-08-19,2025-08-19,44.0
101292,facebook,ios,ES,29,1,2025-10-17,2025-10-17,29.0
101292,twitter,android,GR,42,1,2025-12-14,2025-12-14,42.0
101292,twitter,android,PL,93,1,2025-12-31,2025-12-31,93.0
101293,affiliate,ios,SI,8,1,2025-01-30,2025-01-30,8.0
101293,twitter,android,SE,38,1,2025-05-07,2025-05-07,38.0
101293,affiliate,ios,EE,74,1,2025-07-15,2025-07-15,74.0
101293,twitter,android,IT,24,1,2025-10-10,2025-10-10,24.0
101293,twitter,android,IE,40,1,2025-11-01,2025-11-01,40.0
101293,affiliate,ios,FI,113,1,2025-11-25,2025-11-25,113.0
101293,affiliate,ios,HR,55,1,2025-12-02,2025-12-02,55.0
101293,twitter,android,SI,70,1,2025-12-24,2025-12-24,70.0
101294,tiktok,ios,PL,49,2,2025-01-19,2025-06-02,73.5
101294,tiktok,ios,SE,51,1,2025-03-04,2025-03-04,51.0
101294,twitter,android,PT,358,2,2025-10-27,2025-12-26,537.0
101294,twitter,android,NL,51,1,2025-10-31,2025-10-31,51.0
101294,tiktok,ios,EE,65,1,2025-12-08,2025-12-08,65.0
101294,twitter,android,PL,133,1,2025-12-23,2025-12-23,133.0
101295,google,ios,LU,27,1,2025-01-02,2025-01-02,27.0
101295,google,ios,EE,45,1,2025-05-30,2025-05-30,45.0
101295,instagram,android,HU,68,1,2025-09-25,2025-09-25,68.0
101295,instagram,android,FR,203,1,2025-09-28,2025-09-28,203.0
101295,google,ios,HU,36,1,2025-10-27,2025-10-27,36.0
101295,google,ios,PL,116,1,2025-11-12,2025-11-12,116.0
101295,instagram,android,PT,255,1,2025-11-30,2025-11-30,255.0
101295,instagram,android,BG,275,1,2025-12-06,2025-12-06,275.0
101296,google,android,SI,48,1,2025-03-09,2025-03-09,48.0
101296,twitter,ios,SE,44,1,2025-03-29,2025-03-29,44.0
101296,twitter,ios,ES,10,1,2025-05-21,2025-05-21,10.0
101296,twitter,ios,SK,66,1,2025-06-19,2025-06-19,66.0
101296,google,android,FI,64,1,2025-08-06,2025-08-06,64.0
101296,google,android,CZ,40,1,2025-08-14,2025-08-14,40.0
101296,google,android,LT,180,1,2025-09-06,2025-09-06,180.0
101296,twitter,ios,LV,62,1,2025-10-27,2025-10-27,62.0
101297,tiktok,ios,IT,33,2,2025-03-19,2025-06-03,49.5
101297,tiktok,ios,FI,36,1,2025-03-21,2025-03-21,36.0
101297,twitter,ios,FR,46,1,2025-04-29,2025-04-29,46.0
101297,twitter,ios,HR,83,1,2025-05-26,2025-05-26,83.0
101297,twitter,ios,LV,112,1,2025-07-25,2025-07-25,112.0
101297,tiktok,ios,BG,122,1,2025-09-22,2025-09-22,122.0
101297,twitter,ios,PL,83,1,2025-12-20,2025-12-20,83.0
101298,instagram,ios,IE,9,1,2025-01-07,2025-01-07,9.0
101298,twitter,ios,SE,77,2,2025-02-05,2025-02-13,115.5
101298,instagram,ios,PT,22,1,2025-04-11,2025-04-11,22.0
101298,instagram,ios,CZ,19,1,2025-05-25,2025-05-25,19.0
101298,instagram,ios,DE,70,1,2025-05-26,2025-05-26,70.0
101298,twitter,ios,PL,67,1,2025-07-30,2025-07-30,67.0
101298,twitter,ios,ES,56,1,2025-11-29,2025-11-29,56.0
