date_start,date_stop,campaign_id,campaign_name,adset_id,adset_name,objective,impressions,clicks,spend,reach,frequency,actions,_fivetran_synced,_fivetran_deleted
2024-01-27,2024-01-27,221002,MOF - Traffic,221002a,Lookalike 2%,LINK_CLICKS,6879,135,259.94,4815,1.89,"[{""action_type"":""purchase"",""value"":""3.39""},{""action_type"":""link_click"",""value"":""135""}]",2024-01-27T07:00:00Z,false
2024-01-27,2024-01-27,221003,BOF - Conversions,221003a,Retargeting 30d,CONVERSIONS,15005,197,533.16,10503,1.61,"[{""action_type"":""purchase"",""value"":""7.4""},{""action_type"":""link_click"",""value"":""197""}]",2024-01-27T07:00:00Z,false
2024-01-27,2024-01-27,221004,BOF - Catalogue,221004a,DPA All Products,PRODUCT_CATALOG_SALES,9400,206,495.34,6580,3.48,"[{""action_type"":""purchase"",""value"":""3.06""},{""action_type"":""link_click"",""value"":""206""}]",2024-01-27T07:00:00Z,false
2024-01-28,2024-01-28,221001,TOF - Awareness,221001a,Broad Audience,BRAND_AWARENESS,3038,41,56.26,2126,1.14,"[{""action_type"":""purchase"",""value"":""1.77""},{""action_type"":""link_click"",""value"":""41""}]",2024-01-28T07:00:00Z,false
2024-01-28,2024-01-28,221002,MOF - Traffic,221002a,Lookalike 2%,LINK_CLICKS,2309,88,60.74,1616,2.61,"[{""action_type"":""purchase"",""value"":""5.34""},{""action_type"":""link_click"",""value"":""88""}]",2024-01-28T07:00:00Z,false
2024-01-28,2024-01-28,221003,BOF - Conversions,221003a,Retargeting 30d,CONVERSIONS,12855,419,1036.32,8998,2.32,"[{""action_type"":""purchase"",""value"":""6.59""},{""action_type"":""link_click"",""value"":""419""}]",2024-01-28T07:00:00Z,false
2024-01-28,2024-01-28,221004,BOF - Catalogue,221004a,DPA All Products,PRODUCT_CATALOG_SALES,3394,65,167.24,2375,2.42,"[{""action_type"":""purchase"",""value"":""3.35""},{""action_type"":""link_click"",""value"":""65""}]",2024-01-28T07:00:00Z,false
2024-01-29,2024-01-29,221001,TOF - Awareness,221001a,Broad Audience,BRAND_AWARENESS,10883,129,86.56,7618,3.25,"[{""action_type"":""purchase"",""value"":""8.45""},{""action_type"":""link_click"",""value"":""129""}]",2024-01-29T07:00:00Z,false
2024-01-29,2024-01-29,221002,MOF - Traffic,221002a,Lookalike 2%,LINK_CLICKS,3078,52,127.71,2154,1.52,"[{""action_type"":""purchase"",""value"":""0.57""},{""action_type"":""link_click"",""value"":""52""}]",2024-01-29T07:00:00Z,false
2024-01-29,2024-01-29,221003,BOF - Conversions,221003a,Retargeting 30d,CONVERSIONS,6724,269,575.45,4706,1.19,"[{""action_type"":""purchase"",""value"":""9.12""},{""action_type"":""link_click"",""value"":""269""}]",2024-01-29T07:00:00Z,false
2024-01-29,2024-01-29,221004,BOF - Catalogue,221004a,DPA All Products,PRODUCT_CATALOG_SALES,7323,238,429.21,5126,2.69,"[{""action_type"":""purchase"",""value"":""14.51""},{""action_type"":""link_click"",""value"":""238""}]",2024-01-29T07:00:00Z,false
2024-01-30,2024-01-30,221001,TOF - Awareness,221001a,Broad Audience,BRAND_AWARENESS,19713,458,1024.96,13799,3.47,"[{""action_type"":""purchase"",""value"":""8.43""},{""action_type"":""link_click"",""value"":""458""}]",2024-01-30T07:00:00Z,false
2024-01-30,2024-01-30,221002,MOF - Traffic,221002a,Lookalike 2%,LINK_CLICKS,4569,137,375.51,3198,2.09,"[{""action_type"":""purchase"",""value"":""1.81""},{""action_type"":""link_click"",""value"":""137""}]",2024-01-30T07:00:00Z,false
2024-01-30,2024-01-30,221003,BOF - Conversions,221003a,Retargeting 30d,CONVERSIONS,4490,106,240.48,3143,1.99,"[{""action_type"":""purchase"",""value"":""7.13""},{""action_type"":""link_click"",""value"":""106""}]",2024-01-30T07:00:00Z,false
2024-01-30,2024-01-30,221004,BOF - Catalogue,221004a,DPA All Products,PRODUCT_CATALOG_SALES,12694,141,159.14,8885,2.23,"[{""action_type"":""purchase"",""value"":""9.81""},{""action_type"":""link_click"",""value"":""141""}]",2024-01-30T07:00:00Z,false
2024-01-31,2024-01-31,221001,TOF - Awareness,221001a,Broad Audience,BRAND_AWARENESS,13659,438,597.21,9561,2.46,"[{""action_type"":""purchase"",""value"":""9.26""},{""action_type"":""link_click"",""value"":""438""}]",2024-01-31T07:00:00Z,false
2024-01-31,2024-01-31,221002,MOF - Traffic,221002a,Lookalike 2%,LINK_CLICKS,14454,194,373.03,10117,2.78,"[{""action_type"":""purchase"",""value"":""11.23""},{""action_type"":""link_click"",""value"":""194""}]",2024-01-31T07:00:00Z,false
2024-01-31,2024-01-31,221003,BOF - Conversions,221003a,Retargeting 30d,CONVERSIONS,4688,97,133.28,3281,1.39,"[{""action_type"":""purchase"",""value"":""5.53""},{""action_type"":""link_click"",""value"":""97""}]",2024-01-31T07:00:00Z,false
2024-01-31,2024-01-31,221004,BOF - Catalogue,221004a,DPA All Products,PRODUCT_CATALOG_SALES,14767,334,248.85,10336,1.77,"[{""action_type"":""purchase"",""value"":""3.44""},{""action_type"":""link_click"",""value"":""334""}]",2024-01-31T07:00:00Z,false
2024-02-01,2024-02-01,221001,TOF - Awareness,221001a,Broad Audience,BRAND_AWARENESS,13793,557,409.47,9655,2.08,"[{""action_type"":""purchase"",""value"":""8.49""},{""action_type"":""link_click"",""value"":""557""}]",2024-02-01T07:00:00Z,false
2024-02-01,2024-02-01,221002,MOF - Traffic,221002a,Lookalike 2%,LINK_CLICKS,18791,494,276.84,13153,1.23,"[{""action_type"":""purchase"",""value"":""15.43""},{""action_type"":""link_click"",""value"":""494""}]",2024-02-01T07:00:00Z,false
2024-02-01,2024-02-01,221003,BOF - Conversions,221003a,Retargeting 30d,CONVERSIONS,12630,562,296.95,8841,2.95,"[{""action_type"":""purchase"",""value"":""19.57""},{""action_type"":""link_click"",""value"":""562""}]",2024-02-01T07:00:00Z,false
2024-02-01,2024-02-01,221004,BOF - Catalogue,221004a,DPA All Products,PRODUCT_CATALOG_SALES,9954,327,291.04,6967,1.35,"[{""action_type"":""purchase"",""value"":""10.74""},{""action_type"":""link_click"",""value"":""327""}]",2024-02-01T07:00:00Z,false
2024-02-02,2024-02-02,221001,TOF - Awareness,221001a,Broad Audience,BRAND_AWARENESS,11867,246,205.57,8306,1.69,"[{""action_type"":""purchase"",""value"":""4.93""},{""action_type"":""link_click"",""value"":""246""}]",2024-02-02T07:00:00Z,false
2024-02-02,2024-02-02,221002,MOF - Traffic,221002a,Lookalike 2%,LINK_CLICKS,11822,347,234.89,8275,1.62,"[{""action_type"":""purchase"",""value"":""8.71""},{""action_type"":""link_click"",""value"":""347""}]",2024-02-02T07:00:00Z,false
2024-02-02,2024-02-02,221003,BOF - Conversions,221003a,Retargeting 30d,CONVERSIONS,18246,615,584.1,12772,1.76,"[{""action_type"":""purchase"",""value"":""10.1""},{""action_type"":""link_click"",""value"":""615""}]",2024-02-02T07:00:00Z,false
2024-02-02,2024-02-02,221004,BOF - Catalogue,221004a,DPA All Products,PRODUCT_CATALOG_SALES,14966,348,670.4,10476,1.82,"[{""action_type"":""purchase"",""value"":""20.27""},{""action_type"":""link_click"",""value"":""348""}]",2024-02-02T07:00:00Z,false
2024-02-03,2024-02-03,221001,TOF - Awareness,221001a,Broad Audience,BRAND_AWARENESS,12968,353,845.13,9077,2.49,"[{""action_type"":""purchase"",""value"":""17.32""},{""action_type"":""link_click"",""value"":""353""}]",2024-02-03T07:00:00Z,false
2024-02-03,2024-02-03,221002,MOF - Traffic,221002a,Lookalike 2%,LINK_CLICKS,11844,270,723.26,8290,1.79,"[{""action_type"":""purchase"",""value"":""5.95""},{""action_type"":""link_click"",""value"":""270""}]",2024-02-03T07:00:00Z,false
2024-02-03,2024-02-03,221003,BOF - Conversions,221003a,Retargeting 30d,CONVERSIONS,15049,733,857.85,10534,2.23,"[{""action_type"":""purchase"",""value"":""37.89""},{""action_type"":""link_click"",""value"":""733""}]",2024-02-03T07:00:00Z,false
2024-02-03,2024-02-03,221004,BOF - Catalogue,221004a,DPA All Products,PRODUCT_CATALOG_SALES,9943,229,262.13,6960,1.91,"[{""action_type"":""purchase"",""value"":""13.09""},{""action_type"":""link_click"",""value"":""229""}]",2024-02-03T07:00:00Z,false
2024-02-04,2024-02-04,221001,TOF - Awareness,221001a,Broad Audience,BRAND_AWARENESS,8547,287,503.67,5982,2.38,"[{""action_type"":""purchase"",""value"":""14.61""},{""action_type"":""link_click"",""value"":""287""}]",2024-02-04T07:00:00Z,false
2024-02-04,2024-02-04,221002,MOF - Traffic,221002a,Lookalike 2%,LINK_CLICKS,17126,817,802.45,11988,3.08,"[{""action_type"":""purchase"",""value"":""47.27""},{""action_type"":""link_click"",""value"":""817""}]",2024-02-04T07:00:00Z,false
2024-02-04,2024-02-04,221003,BOF - Conversions,221003a,Retargeting 30d,CONVERSIONS,4266,182,424.06,2986,2.25,"[{""action_type"":""purchase"",""value"":""6.29""},{""action_type"":""link_click"",""value"":""182""}]",2024-02-04T07:00:00Z,false
2024-02-04,2024-02-04,221004,BOF - Catalogue,221004a,DPA All Products,PRODUCT_CATALOG_SALES,11923,234,471.49,8346,2.97,"[{""action_type"":""purchase"",""value"":""12.38""},{""action_type"":""link_click"",""value"":""234""}]",2024-02-04T07:00:00Z,false
2024-02-05,2024-02-05,221001,TOF - Awareness,221001a,Broad Audience,BRAND_AWARENESS,4423,123,230.66,3096,2.34,"[{""action_type"":""purchase"",""value"":""5.53""},{""action_type"":""link_click"",""value"":""123""}]",2024-02-05T07:00:00Z,false
2024-02-05,2024-02-05,221002,MOF - Traffic,221002a,Lookalike 2%,LINK_CLICKS,15706,498,1154.69,10994,3.24,"[{""action_type"":""purchase"",""value"":""15.72""},{""action_type"":""link_click"",""value"":""498""}]",2024-02-05T07:00:00Z,false
2024-02-05,2024-02-05,221003,BOF - Conversions,221003a,Retargeting 30d,CONVERSIONS,19593,661,1720.66,13715,1.62,"[{""action_type"":""purchase"",""value"":""10.95""},{""action_type"":""link_click"",""value"":""661""}]",2024-02-05T07:00:00Z,false
2024-02-05,2024-02-05,221004,BOF - Catalogue,221004a,DPA All Products,PRODUCT_CATALOG_SALES,13632,227,433.38,9542,2.61,"[{""action_type"":""purchase"",""value"":""9.94""},{""action_type"":""link_click"",""value"":""227""}]",2024-02-05T07:00:00Z,false
2024-02-06,2024-02-06,221001,TOF - Awareness,221001a,Broad Audience,BRAND_AWARENESS,15094,734,926.8,10565,1.26,"[{""action_type"":""purchase"",""value"":""42.41""},{""action_type"":""link_click"",""value"":""734""}]",2024-02-06T07:00:00Z,false
2024-02-06,2024-02-06,221002,MOF - Traffic,221002a,Lookalike 2%,LINK_CLICKS,5231,106,177.5,3661,2.45,"[{""action_type"":""purchase"",""value"":""4.36""},{""action_type"":""link_click"",""value"":""106""}]",2024-02-06T07:00:00Z,false
2024-02-06,2024-02-06,221003,BOF - Conversions,221003a,Retargeting 30d,CONVERSIONS,9242,257,359.7,6469,2.47,"[{""action_type"":""purchase"",""value"":""14.48""},{""action_type"":""link_click"",""value"":""257""}]",2024-02-06T07:00:00Z,false
2024-02-06,2024-02-06,221004,BOF - Catalogue,221004a,DPA All Products,PRODUCT_CATALOG_SALES,18399,294,821.65,12879,1.74,"[{""action_type"":""purchase"",""value"":""11.46""},{""action_type"":""link_click"",""value"":""294""}]",2024-02-06T07:00:00Z,false
2024-02-07,2024-02-07,221001,TOF - Awareness,221001a,Broad Audience,BRAND_AWARENESS,4813,70,186.45,3369,1.78,"[{""action_type"":""purchase"",""value"":""1.3""},{""action_type"":""link_click"",""value"":""70""}]",2024-02-07T07:00:00Z,false
2024-02-07,2024-02-07,221002,MOF - Traffic,221002a,Lookalike 2%,LINK_CLICKS,16920,699,1187.3,11844,1.24,"[{""action_type"":""purchase"",""value"":""21.6""},{""action_type"":""link_click"",""value"":""699""}]",2024-02-07T07:00:00Z,false
2024-02-07,2024-02-07,221003,BOF - Conversions,221003a,Retargeting 30d,CONVERSIONS,16825,382,454.81,11777,1.29,"[{""action_type"":""purchase"",""value"":""22.39""},{""action_type"":""link_click"",""value"":""382""}]",2024-02-07T07:00:00Z,false
2024-02-07,2024-02-07,221004,BOF - Catalogue,221004a,DPA All Products,PRODUCT_CATALOG_SALES,13241,475,977.27,9268,3.46,"[{""action_type"":""purchase"",""value"":""9.43""},{""action_type"":""link_click"",""value"":""475""}]",2024-02-07T07:00:00Z,false
2024-02-08,2024-02-08,221001,TOF - Awareness,221001a,Broad Audience,BRAND_AWARENESS,9992,306,541.43,6994,2.07,"[{""action_type"":""purchase"",""value"":""9.14""},{""action_type"":""link_click"",""value"":""306""}]",2024-02-08T07:00:00Z,false
2024-02-08,2024-02-08,221002,MOF - Traffic,221002a,Lookalike 2%,LINK_CLICKS,17140,330,472.43,11998,2.6,"[{""action_type"":""purchase"",""value"":""6.95""},{""action_type"":""link_click"",""value"":""330""}]",2024-02-08T07:00:00Z,false
2024-02-08,2024-02-08,221003,BOF - Conversions,221003a,Retargeting 30d,CONVERSIONS,16160,417,915.73,11312,2.12,"[{""action_type"":""purchase"",""value"":""26.27""},{""action_type"":""link_click"",""value"":""417""}]",2024-02-08T07:00:00Z,false
2024-02-08,2024-02-08,221004,BOF - Catalogue,221004a,DPA All Products,PRODUCT_CATALOG_SALES,16075,410,869.57,11252,2.88,"[{""action_type"":""purchase"",""value"":""9.16""},{""action_type"":""link_click"",""value"":""410""}]",2024-02-08T07:00:00Z,false
2024-02-09,2024-02-09,221001,TOF - Awareness,221001a,Broad Audience,BRAND_AWARENESS,4050,134,313.41,2835,1.91,"[{""action_type"":""purchase"",""value"":""5.66""},{""action_type"":""link_click"",""value"":""134""}]",2024-02-09T07:00:00Z,false
2024-02-09,2024-02-09,221002,MOF - Traffic,221002a,Lookalike 2%,LINK_CLICKS,8457,239,263.72,5919,2.32,"[{""action_type"":""purchase"",""value"":""14.76""},{""action_type"":""link_click"",""value"":""239""}]",2024-02-09T07:00:00Z,false
2024-02-09,2024-02-09,221003,BOF - Conversions,221003a,Retargeting 30d,CONVERSIONS,12269,415,790.99,8588,1.87,"[{""action_type"":""purchase"",""value"":""18.77""},{""action_type"":""link_click"",""value"":""415""}]",2024-02-09T07:00:00Z,false
2024-02-09,2024-02-09,221004,BOF - Catalogue,221004a,DPA All Products,PRODUCT_CATALOG_SALES,17003,589,1396.87,11902,1.74,"[{""action_type"":""purchase"",""value"":""30.84""},{""action_type"":""link_click"",""value"":""589""}]",2024-02-09T07:00:00Z,false
2024-02-10,2024-02-10,221001,TOF - Awareness,221001a,Broad Audience,BRAND_AWARENESS,4777,176,214.78,3343,1.29,"[{""action_type"":""purchase"",""value"":""4.28""},{""action_type"":""link_click"",""value"":""176""}]",2024-02-10T07:00:00Z,false
2024-02-10,2024-02-10,221002,MOF - Traffic,221002a,Lookalike 2%,LINK_CLICKS,14232,537,899.42,9962,1.34,"[{""action_type"":""purchase"",""value"":""18.85""},{""action_type"":""link_click"",""value"":""537""}]",2024-02-10T07:00:00Z,false
2024-02-10,2024-02-10,221003,BOF - Conversions,221003a,Retargeting 30d,CONVERSIONS,14573,392,634.78,10201,3.3,"[{""action_type"":""purchase"",""value"":""16.56""},{""action_type"":""link_click"",""value"":""392""}]",2024-02-10T07:00:00Z,false
2024-02-10,2024-02-10,221004,BOF - Catalogue,221004a,DPA All Products,PRODUCT_CATALOG_SALES,7676,247,401.67,5373,1.79,"[{""action_type"":""purchase"",""value"":""4.55""},{""action_type"":""link_click"",""value"":""247""}]",2024-02-10T07:00:00Z,false
2024-02-11,2024-02-11,221001,TOF - Awareness,221001a,Broad Audience,BRAND_AWARENESS,16778,583,1452.08,11744,2.21,"[{""action_type"":""purchase"",""value"":""39.13""},{""action_type"":""link_click"",""value"":""583""}]",2024-02-11T07:00:00Z,false
2024-02-11,2024-02-11,221002,MOF - Traffic,221002a,Lookalike 2%,LINK_CLICKS,8393,357,969.9,5875,2.24,"[{""action_type"":""purchase"",""value"":""14.4""},{""action_type"":""link_click"",""value"":""357""}]",2024-02-11T07:00:00Z,false
2024-02-11,2024-02-11,221003,BOF - Conversions,221003a,Retargeting 30d,CONVERSIONS,18112,482,1172.1,12678,1.21,"[{""action_type"":""purchase"",""value"":""18.95""},{""action_type"":""link_click"",""value"":""482""}]",2024-02-11T07:00:00Z,false
2024-02-11,2024-02-11,221004,BOF - Catalogue,221004a,DPA All Products,PRODUCT_CATALOG_SALES,3011,125,125.9,2107,1.56,"[{""action_type"":""purchase"",""value"":""1.5""},{""action_type"":""link_click"",""value"":""125""}]",2024-02-11T07:00:00Z,false
2024-02-12,2024-02-12,221001,TOF - Awareness,221001a,Broad Audience,BRAND_AWARENESS,11459,191,296.4,8021,2.91,"[{""action_type"":""purchase"",""value"":""10.42""},{""action_type"":""link_click"",""value"":""191""}]",2024-02-12T07:00:00Z,false
2024-02-12,2024-02-12,221002,MOF - Traffic,221002a,Lookalike 2%,LINK_CLICKS,18738,272,207.45,13116,3.06,"[{""action_type"":""purchase"",""value"":""15.37""},{""action_type"":""link_click"",""value"":""272""}]",2024-02-12T07:00:00Z,false
2024-02-12,2024-02-12,221003,BOF - Conversions,221003a,Retargeting 30d,CONVERSIONS,14021,444,994.83,9814,2.1,"[{""action_type"":""purchase"",""value"":""24.69""},{""action_type"":""link_click"",""value"":""444""}]",2024-02-12T07:00:00Z,false
2024-02-12,2024-02-12,221004,BOF - Catalogue,221004a,DPA All Products,PRODUCT_CATALOG_SALES,9161,454,333.94,6412,2.88,"[{""action_type"":""purchase"",""value"":""27.15""},{""action_type"":""link_click"",""value"":""454""}]",2024-02-12T07:00:00Z,false
2024-02-13,2024-02-13,221001,TOF - Awareness,221001a,Broad Audience,BRAND_AWARENESS,11755,528,303.14,8228,3.16,"[{""action_type"":""purchase"",""value"":""13.61""},{""action_type"":""link_click"",""value"":""528""}]",2024-02-13T07:00:00Z,false
2024-02-13,2024-02-13,221002,MOF - Traffic,221002a,Lookalike 2%,LINK_CLICKS,4850,133,370.55,3395,1.59,"[{""action_type"":""purchase"",""value"":""7.52""},{""action_type"":""link_click"",""value"":""133""}]",2024-02-13T07:00:00Z,false
2024-02-13,2024-02-13,221003,BOF - Conversions,221003a,Retargeting 30d,CONVERSIONS,13489,599,1140.26,9442,2.54,"[{""action_type"":""purchase"",""value"":""21.38""},{""action_type"":""link_click"",""value"":""599""}]",2024-02-13T07:00:00Z,false
2024-02-13,2024-02-13,221004,BOF - Catalogue,221004a,DPA All Products,PRODUCT_CATALOG_SALES,8770,373,877.49,6139,2.33,"[{""action_type"":""purchase"",""value"":""16.49""},{""action_type"":""link_click"",""value"":""373""}]",2024-02-13T07:00:00Z,false
2024-02-14,2024-02-14,221001,TOF - Awareness,221001a,Broad Audience,BRAND_AWARENESS,19654,328,902.56,13757,2.43,"[{""action_type"":""purchase"",""value"":""9.04""},{""action_type"":""link_click"",""value"":""328""}]",2024-02-14T07:00:00Z,false
2024-02-14,2024-02-14,221002,MOF - Traffic,221002a,Lookalike 2%,LINK_CLICKS,18856,931,1920.08,13199,3.41,"[{""action_type"":""purchase"",""value"":""14.63""},{""action_type"":""link_click"",""value"":""931""}]",2024-02-14T07:00:00Z,false
2024-02-14,2024-02-14,221003,BOF - Conversions,221003a,Retargeting 30d,CONVERSIONS,15487,724,2014.69,10840,1.32,"[{""action_type"":""purchase"",""value"":""44.9""},{""action_type"":""link_click"",""value"":""724""}]",2024-02-14T07:00:00Z,false
2024-02-14,2024-02-14,221004,BOF - Catalogue,221004a,DPA All Products,PRODUCT_CATALOG_SALES,6348,126,269.16,4443,2.9,"[{""action_type"":""purchase"",""value"":""7.52""},{""action_type"":""link_click"",""value"":""126""}]",2024-02-14T07:00:00Z,false
2024-02-15,2024-02-15,221001,TOF - Awareness,221001a,Broad Audience,BRAND_AWARENESS,14868,439,802.53,10407,2.04,"[{""action_type"":""purchase"",""value"":""11.47""},{""action_type"":""link_click"",""value"":""439""}]",2024-02-15T07:00:00Z,false
2024-02-15,2024-02-15,221002,MOF - Traffic,221002a,Lookalike 2%,LINK_CLICKS,16810,218,507.41,11767,2.01,"[{""action_type"":""purchase"",""value"":""12.24""},{""action_type"":""link_click"",""value"":""218""}]",2024-02-15T07:00:00Z,false
2024-02-15,2024-02-15,221003,BOF - Conversions,221003a,Retargeting 30d,CONVERSIONS,11116,420,1057.49,7781,2.22,"[{""action_type"":""purchase"",""value"":""15.66""},{""action_type"":""link_click"",""value"":""420""}]",2024-02-15T07:00:00Z,false
2024-02-15,2024-02-15,221004,BOF - Catalogue,221004a,DPA All Products,PRODUCT_CATALOG_SALES,2081,93,227.71,1456,3.43,"[{""action_type"":""purchase"",""value"":""1.45""},{""action_type"":""link_click"",""value"":""93""}]",2024-02-15T07:00:00Z,false
2024-02-16,2024-02-16,221001,TOF - Awareness,221001a,Broad Audience,BRAND_AWARENESS,13738,604,1407.36,9616,3.42,"[{""action_type"":""purchase"",""value"":""20.45""},{""action_type"":""link_click"",""value"":""604""}]",2024-02-16T07:00:00Z,false
2024-02-16,2024-02-16,221002,MOF - Traffic,221002a,Lookalike 2%,LINK_CLICKS,8941,266,330.53,6258,2.37,"[{""action_type"":""purchase"",""value"":""7.19""},{""action_type"":""link_click"",""value"":""266""}]",2024-02-16T07:00:00Z,false
2024-02-16,2024-02-16,221003,BOF - Conversions,221003a,Retargeting 30d,CONVERSIONS,6279,204,329.72,4395,2.71,"[{""action_type"":""purchase"",""value"":""6.25""},{""action_type"":""link_click"",""value"":""204""}]",2024-02-16T07:00:00Z,false
2024-02-16,2024-02-16,221004,BOF - Catalogue,221004a,DPA All Products,PRODUCT_CATALOG_SALES,3586,42,81.49,2510,1.04,"[{""action_type"":""purchase"",""value"":""2.53""},{""action_type"":""link_click"",""value"":""42""}]",2024-02-16T07:00:00Z,false
2024-02-17,2024-02-17,221001,TOF - Awareness,221001a,Broad Audience,BRAND_AWARENESS,7176,198,99.31,5023,1.51,"[{""action_type"":""purchase"",""value"":""13.36""},{""action_type"":""link_click"",""value"":""198""}]",2024-02-17T07:00:00Z,false
2024-02-17,2024-02-17,221002,MOF - Traffic,221002a,Lookalike 2%,LINK_CLICKS,6322,286,341.57,4425,3.19,"[{""action_type"":""purchase"",""value"":""17.87""},{""action_type"":""link_click"",""value"":""286""}]",2024-02-17T07:00:00Z,false
2024-02-17,2024-02-17,221003,BOF - Conversions,221003a,Retargeting 30d,CONVERSIONS,5058,183,196.89,3540,3.26,"[{""action_type"":""purchase"",""value"":""5.91""},{""action_type"":""link_click"",""value"":""183""}]",2024-02-17T07:00:00Z,false
2024-02-17,2024-02-17,221004,BOF - Catalogue,221004a,DPA All Products,PRODUCT_CATALOG_SALES,7423,89,172.56,5196,2.89,"[{""action_type"":""purchase"",""value"":""4.77""},{""action_type"":""link_click"",""value"":""89""}]",2024-02-17T07:00:00Z,false
2024-02-18,2024-02-18,221001,TOF - Awareness,221001a,Broad Audience,BRAND_AWARENESS,16065,581,1230.85,11245,2.19,"[{""action_type"":""purchase"",""value"":""5.85""},{""action_type"":""link_click"",""value"":""581""}]",2024-02-18T07:00:00Z,false
2024-02-18,2024-02-18,221002,MOF - Traffic,221002a,Lookalike 2%,LINK_CLICKS,6348,214,362.67,4443,1.02,"[{""action_type"":""purchase"",""value"":""7.85""},{""action_type"":""link_click"",""value"":""214""}]",2024-02-18T07:00:00Z,false
2024-02-18,2024-02-18,221003,BOF - Conversions,221003a,Retargeting 30d,CONVERSIONS,13258,565,1566.61,9280,1.33,"[{""action_type"":""purchase"",""value"":""19.97""},{""action_type"":""link_click"",""value"":""565""}]",2024-02-18T07:00:00Z,false
2024-02-18,2024-02-18,221004,BOF - Catalogue,221004a,DPA All Products,PRODUCT_CATALOG_SALES,4320,82,57.85,3024,1.26,"[{""action_type"":""purchase"",""value"":""4.79""},{""action_type"":""link_click"",""value"":""82""}]",2024-02-18T07:00:00Z,false
2024-02-19,2024-02-19,221001,TOF - Awareness,221001a,Broad Audience,BRAND_AWARENESS,14044,635,517.78,9830,2.88,"[{""action_type"":""purchase"",""value"":""35.82""},{""action_type"":""link_click"",""value"":""635""}]",2024-02-19T07:00:00Z,false
2024-02-19,2024-02-19,221002,MOF - Traffic,221002a,Lookalike 2%,LINK_CLICKS,6362,226,464.98,4453,2.41,"[{""action_type"":""purchase"",""value"":""3.19""},{""action_type"":""link_click"",""value"":""226""}]",2024-02-19T07:00:00Z,false
2024-02-19,2024-02-19,221003,BOF - Conversions,221003a,Retargeting 30d,CONVERSIONS,7377,203,438.8,5163,1.38,"[{""action_type"":""purchase"",""value"":""9.68""},{""action_type"":""link_click"",""value"":""203""}]",2024-02-19T07:00:00Z,false
2024-02-19,2024-02-19,221004,BOF - Catalogue,221004a,DPA All Products,PRODUCT_CATALOG_SALES,15490,536,813.37,10843,3.24,"[{""action_type"":""purchase"",""value"":""12.35""},{""action_type"":""link_click"",""value"":""536""}]",2024-02-19T07:00:00Z,false
2024-02-20,2024-02-20,221001,TOF - Awareness,221001a,Broad Audience,BRAND_AWARENESS,6587,264,489.99,4610,3.41,"[{""action_type"":""purchase"",""value"":""8.72""},{""action_type"":""link_click"",""value"":""264""}]",2024-02-20T07:00:00Z,false
2024-02-20,2024-02-20,221002,MOF - Traffic,221002a,Lookalike 2%,LINK_CLICKS,12305,512,547.79,8613,1.62,"[{""action_type"":""purchase"",""value"":""24.92""},{""action_type"":""link_click"",""value"":""512""}]",2024-02-20T07:00:00Z,false
2024-02-20,2024-02-20,221003,BOF - Conversions,221003a,Retargeting 30d,CONVERSIONS,11336,466,973.05,7935,2.65,"[{""action_type"":""purchase"",""value"":""28.37""},{""action_type"":""link_click"",""value"":""466""}]",2024-02-20T07:00:00Z,false
2024-02-20,2024-02-20,221004,BOF - Catalogue,221004a,DPA All Products,PRODUCT_CATALOG_SALES,11884,216,409.52,8318,1.98,"[{""action_type"":""purchase"",""value"":""4.6""},{""action_type"":""link_click"",""value"":""216""}]",2024-02-20T07:00:00Z,false
2024-02-21,2024-02-21,221001,TOF - Awareness,221001a,Broad Audience,BRAND_AWARENESS,3788,156,362.81,2651,1.96,"[{""action_type"":""purchase"",""value"":""3.8""},{""action_type"":""link_click"",""value"":""156""}]",2024-02-21T07:00:00Z,false
2024-02-21,2024-02-21,221002,MOF - Traffic,221002a,Lookalike 2%,LINK_CLICKS,9899,296,552.35,6929,3.44,"[{""action_type"":""purchase"",""value"":""12.34""},{""action_type"":""link_click"",""value"":""296""}]",2024-02-21T07:00:00Z,false
2024-02-21,2024-02-21,221003,BOF - Conversions,221003a,Retargeting 30d,CONVERSIONS,13832,655,526.33,9682,2.42,"[{""action_type"":""purchase"",""value"":""40.38""},{""action_type"":""link_click"",""value"":""655""}]",2024-02-21T07:00:00Z,false
2024-02-21,2024-02-21,221004,BOF - Catalogue,221004a,DPA All Products,PRODUCT_CATALOG_SALES,13973,445,399.33,9781,3.47,"[{""action_type"":""purchase"",""value"":""17.03""},{""action_type"":""link_click"",""value"":""445""}]",2024-02-21T07:00:00Z,false
2024-02-22,2024-02-22,221001,TOF - Awareness,221001a,Broad Audience,BRAND_AWARENESS,4391,46,30.14,3073,1.1,"[{""action_type"":""purchase"",""value"":""1.18""},{""action_type"":""link_click"",""value"":""46""}]",2024-02-22T07:00:00Z,false
2024-02-22,2024-02-22,221002,MOF - Traffic,221002a,Lookalike 2%,LINK_CLICKS,3981,190,268.92,2786,2.78,"[{""action_type"":""purchase"",""value"":""5.17""},{""action_type"":""link_click"",""value"":""190""}]",2024-02-22T07:00:00Z,false
2024-02-22,2024-02-22,221003,BOF - Conversions,221003a,Retargeting 30d,CONVERSIONS,15612,420,598.6,10928,2.34,"[{""action_type"":""purchase"",""value"":""20.34""},{""action_type"":""link_click"",""value"":""420""}]",2024-02-22T07:00:00Z,false
