user_id,purchase_date,platform,ad_source,purchase_amount,country
u_11308,2025-04-20,ios,instagram,48.95,FR
u_10814,2025-04-20,android,google_ads,23.86,DE
u_10729,2025-04-20,ios,facebook,70.06,SE
u_11504,2025-04-20,ios,facebook,45.41,FR
u_11505,2025-04-20,android,tiktok,36.49,IE
u_11506,2025-04-20,ios,tiktok,62.09,NL
u_11507,2025-04-20,android,google_ads,26.17,IE
u_11508,2025-04-20,android,facebook,41.38,SE
u_11509,2025-04-20,android,facebook,46.81,SE
u_11510,2025-04-20,ios,facebook,56.23,DE
u_11511,2025-04-20,ios,facebook,69.1,IT
u_11512,2025-04-20,android,tiktok,27.47,IT
u_11513,2025-04-20,ios,facebook,66.66,IE
u_11514,2025-04-20,ios,google_ads,53.79,NL
u_11515,2025-04-20,android,twitter,67.89,PT
u_11516,2025-04-20,android,facebook,34.44,IE
u_10357,2025-04-21,ios,google_ads,82.36,ES
u_10422,2025-04-21,ios,twitter,66.22,PT
u_11454,2025-04-21,android,google_ads,48.18,NL
u_10310,2025-04-21,ios,instagram,13.1,NL
u_10666,2025-04-21,ios,instagram,47.55,FR
u_11098,2025-04-21,android,twitter,29.35,SE
u_10209,2025-04-21,ios,instagram,36.01,PT
u_11169,2025-04-21,ios,google_ads,31.97,FR
u_11517,2025-04-21,ios,tiktok,26.92,PT
u_11518,2025-04-21,android,google_ads,37.87,IE
u_11519,2025-04-21,ios,instagram,28.24,ES
u_11520,2025-04-21,ios,tiktok,80.06,DE
u_11521,2025-04-21,ios,instagram,30.46,DE
u_11522,2025-04-21,android,google_ads,29.45,DE
u_11523,2025-04-21,ios,tiktok,24.66,IT
u_11524,2025-04-21,android,google_ads,35.78,PL
u_11525,2025-04-21,ios,google_ads,29.04,IE
u_11526,2025-04-21,ios,facebook,41.45,PT
u_11527,2025-04-21,android,facebook,6.99,BE
u_11528,2025-04-21,ios,facebook,28.3,IT
u_11529,2025-04-21,android,facebook,8.52,PL
u_11530,2025-04-21,ios,twitter,35.92,BE
u_11531,2025-04-21,android,instagram,41.73,PL
u_11532,2025-04-21,android,instagram,46.53,NL
u_11533,2025-04-21,ios,facebook,15.92,FR
u_10518,2025-04-22,ios,google_ads,36.33,IE
u_10019,2025-04-22,android,instagram,56.51,FR
u_10161,2025-04-22,android,google_ads,72.45,BE
u_10388,2025-04-22,ios,facebook,36.59,DE
u_10231,2025-04-22,android,twitter,50.97,PT
u_11081,2025-04-22,android,google_ads,52.07,FR
u_10952,2025-04-22,ios,google_ads,50.94,IT
u_11534,2025-04-22,android,tiktok,35.29,FR
u_11535,2025-04-22,ios,facebook,33.48,NL
u_11536,2025-04-22,ios,google_ads,10.28,DE
u_11537,2025-04-22,ios,google_ads,6.99,DE
u_11538,2025-04-22,ios,facebook,36.69,DE
u_11539,2025-04-22,ios,instagram,51.73,PL
u_11540,2025-04-22,ios,instagram,67.09,DE
u_11541,2025-04-22,ios,tiktok,52.61,SE
u_11542,2025-04-22,ios,tiktok,73.61,PT
u_11543,2025-04-22,android,tiktok,20.22,FR
u_11544,2025-04-22,android,instagram,80.85,BE
u_11545,2025-04-22,ios,google_ads,53.82,SE
u_11546,2025-04-22,ios,facebook,15.9,IE
u_11547,2025-04-22,android,facebook,74.06,IT
u_11422,2025-04-23,android,google_ads,35.94,PL
u_11235,2025-04-23,android,google_ads,73.14,ES
u_11268,2025-04-23,android,google_ads,7.25,DE
u_10999,2025-04-23,android,tiktok,51.94,DE
u_10700,2025-04-23,android,google_ads,35.83,PT
u_11548,2025-04-23,ios,google_ads,42.67,ES
u_11549,2025-04-23,ios,twitter,48.21,ES
u_11550,2025-04-23,ios,tiktok,18.75,BE
u_11551,2025-04-23,ios,facebook,65.76,SE
u_11552,2025-04-23,android,tiktok,52.66,DE
u_11553,2025-04-23,android,facebook,71.66,DE
u_11554,2025-04-23,ios,instagram,38.39,ES
u_11555,2025-04-23,ios,instagram,47.19,NL
u_11556,2025-04-23,android,facebook,6.99,IT
u_11557,2025-04-23,ios,google_ads,31.2,DE
u_10247,2025-04-24,ios,google_ads,18.36,FR
u_10723,2025-04-24,android,facebook,34.45,DE
u_10481,2025-04-24,ios,google_ads,45.22,FR
u_10517,2025-04-24,ios,google_ads,57.26,NL
u_10874,2025-04-24,android,google_ads,39.15,BE
u_10972,2025-04-24,ios,google_ads,34.9,NL
u_11142,2025-04-24,android,instagram,27.79,DE
u_11558,2025-04-24,ios,twitter,45.98,ES
u_11559,2025-04-24,ios,tiktok,37.52,DE
u_11560,2025-04-24,ios,instagram,60.25,DE
u_11561,2025-04-24,ios,facebook,17.41,FR
u_11562,2025-04-24,ios,facebook,54.15,PL
u_11563,2025-04-24,ios,google_ads,60.09,IT
u_11564,2025-04-24,android,google_ads,52.5,DE
u_11565,2025-04-24,ios,facebook,56.45,ES
u_11566,2025-04-24,ios,google_ads,43.97,PL
u_11567,2025-04-24,android,facebook,64.7,SE
u_11568,2025-04-24,android,twitter,49.88,SE
u_11569,2025-04-24,ios,instagram,14.65,PT
u_11570,2025-04-24,android,tiktok,52.67,FR
u_11571,2025-04-24,android,facebook,70.49,SE
u_10134,2025-04-25,ios,facebook,14.52,SE
u_11219,2025-04-25,ios,instagram,78.41,IT
u_10503,2025-04-25,android,google_ads,30.1,IT
u_10250,2025-04-25,ios,instagram,57.89,ES
u_10017,2025-04-25,android,tiktok,56.27,NL
u_10095,2025-04-25,android,google_ads,33.47,PL
u_11545,2025-04-25,ios,google_ads,57.13,SE
u_10558,2025-04-25,ios,tiktok,62.93,PL
u_11572,2025-04-25,ios,google_ads,49.62,NL
u_11573,2025-04-25,android,google_ads,44.38,NL
u_11574,2025-04-25,android,facebook,48.98,DE
u_11575,2025-04-25,android,google_ads,52.18,DE
u_11576,2025-04-25,ios,facebook,73.74,BE
u_11577,2025-04-25,ios,instagram,70.14,PL
u_11578,2025-04-25,ios,facebook,45.03,BE
u_11579,2025-04-25,android,instagram,52.73,DE
u_11580,2025-04-25,ios,instagram,46.86,PT
u_11581,2025-04-25,android,facebook,31.08,DE
u_11582,2025-04-25,ios,tiktok,37.75,DE
u_11583,2025-04-25,android,tiktok,38.6,ES
u_11584,2025-04-25,ios,facebook,66.63,IE
u_11585,2025-04-25,ios,tiktok,65.58,IT
u_11586,2025-04-25,android,instagram,65.92,ES
u_11587,2025-04-25,android,tiktok,19.89,BE
u_11588,2025-04-25,android,google_ads,42.62,IE
u_11498,2025-04-26,android,instagram,42.85,NL
u_10189,2025-04-26,android,facebook,21.72,FR
u_10966,2025-04-26,ios,instagram,55.38,FR
u_10032,2025-04-26,android,google_ads,55.23,BE
u_10221,2025-04-26,android,google_ads,6.09,BE
u_10477,2025-04-26,ios,google_ads,25.95,IT
u_11589,2025-04-26,android,google_ads,24.42,IT
u_11590,2025-04-26,android,instagram,62.45,FR
u_11591,2025-04-26,ios,google_ads,54.78,PT
u_11592,2025-04-26,ios,google_ads,14.24,FR
u_11593,2025-04-26,android,google_ads,36.04,DE
u_11594,2025-04-26,ios,twitter,35.62,DE
u_11595,2025-04-26,ios,facebook,62.33,PT
u_11596,2025-04-26,android,google_ads,46.23,PT
u_11597,2025-04-26,android,instagram,25.84,FR
u_11598,2025-04-26,android,instagram,31.04,IT
u_11599,2025-04-26,android,instagram,47.55,PL
u_11600,2025-04-26,ios,tiktok,56.81,NL
u_11601,2025-04-26,android,google_ads,31.81,NL
u_10988,2025-04-27,ios,instagram,37.98,SE
u_11044,2025-04-27,ios,facebook,48.99,IT
u_10766,2025-04-27,android,facebook,47.53,PL
u_11275,2025-04-27,ios,instagram,61.38,SE
u_10322,2025-04-27,ios,instagram,38.25,FR
u_11044,2025-04-27,ios,facebook,60.46,IT
u_10294,2025-04-27,ios,google_ads,34.0,PL
u_10663,2025-04-27,android,tiktok,19.56,FR
u_10770,2025-04-27,android,google_ads,20.83,DE
u_11602,2025-04-27,android,twitter,52.66,DE
u_11603,2025-04-27,ios,instagram,64.95,SE
u_11604,2025-04-27,ios,google_ads,37.61,NL
u_11605,2025-04-27,android,google_ads,51.71,ES
u_11606,2025-04-27,android,google_ads,42.84,IE
u_11607,2025-04-27,android,instagram,37.47,PL
u_11608,2025-04-27,android,google_ads,26.71,NL
u_11609,2025-04-27,ios,google_ads,34.58,PL
u_11610,2025-04-27,ios,tiktok,49.56,ES
u_11611,2025-04-27,android,instagram,18.98,DE
u_11612,2025-04-27,android,instagram,41.73,FR
u_11613,2025-04-27,android,google_ads,23.35,DE
u_11614,2025-04-27,ios,facebook,31.66,DE
u_11615,2025-04-27,ios,tiktok,53.73,ES
u_11616,2025-04-27,ios,twitter,95.12,PL
u_11617,2025-04-27,ios,instagram,60.0,PL
u_11618,2025-04-27,ios,instagram,45.12,IE
u_11619,2025-04-27,ios,tiktok,35.3,BE
u_11388,2025-04-28,android,google_ads,14.03,FR
u_11253,2025-04-28,android,google_ads,111.8,FR
u_11182,2025-04-28,android,instagram,33.45,IT
u_11195,2025-04-28,android,tiktok,29.04,PT
u_10351,2025-04-28,android,google_ads,27.76,DE
u_10896,2025-04-28,ios,google_ads,17.9,NL
u_11620,2025-04-28,android,facebook,16.29,IE
u_11621,2025-04-28,android,google_ads,56.89,DE
u_11622,2025-04-28,android,facebook,21.43,DE
u_11623,2025-04-28,ios,twitter,39.07,PL
u_11624,2025-04-28,android,google_ads,74.22,IT
u_11625,2025-04-28,ios,tiktok,42.05,PL
u_11626,2025-04-28,ios,tiktok,43.9,DE
u_11627,2025-04-28,android,tiktok,46.1,IE
u_11628,2025-04-28,android,instagram,17.2,FR
u_11629,2025-04-28,ios,facebook,49.01,IE
u_11630,2025-04-28,ios,google_ads,33.71,IE
u_11631,2025-04-28,android,twitter,30.79,FR
u_11632,2025-04-28,ios,instagram,15.06,BE
u_11633,2025-04-28,android,instagram,47.31,IT
u_10529,2025-04-29,android,tiktok,29.28,IT
u_11170,2025-04-29,android,tiktok,80.2,ES
u_11557,2025-04-29,ios,google_ads,40.06,DE
u_10235,2025-04-29,android,instagram,36.36,NL
u_11528,2025-04-29,ios,facebook,23.53,IT
u_11589,2025-04-29,android,google_ads,32.53,IT
u_11634,2025-04-29,android,facebook,24.41,BE
u_11635,2025-04-29,android,google_ads,60.07,NL
u_11636,2025-04-29,ios,twitter,40.1,BE
u_11637,2025-04-29,android,tiktok,24.78,DE
u_11638,2025-04-29,android,tiktok,22.86,PL
u_11639,2025-04-29,ios,facebook,32.73,PL
u_11640,2025-04-29,ios,google_ads,23.03,PT
u_11641,2025-04-29,ios,tiktok,29.53,PL
u_11642,2025-04-29,ios,facebook,10.45,SE
u_11643,2025-04-29,android,facebook,37.71,IT
u_11644,2025-04-29,android,instagram,44.03,FR
u_11645,2025-04-29,android,facebook,39.28,ES
u_11646,2025-04-29,android,tiktok,36.63,PL
u_10423,2025-04-30,android,google_ads,13.97,PL
u_10566,2025-04-30,android,facebook,20.42,DE
u_11535,2025-04-30,ios,facebook,51.81,NL
u_11124,2025-04-30,android,google_ads,23.7,DE
u_11346,2025-04-30,ios,instagram,29.99,ES
u_10375,2025-04-30,android,facebook,9.21,IT
u_11647,2025-04-30,android,instagram,11.05,SE
u_11648,2025-04-30,android,google_ads,42.11,DE
u_11649,2025-04-30,android,instagram,56.39,FR
u_11650,2025-04-30,ios,twitter,46.63,IT
u_11651,2025-04-30,ios,facebook,70.28,NL
u_11652,2025-04-30,android,twitter,40.25,SE
u_11653,2025-04-30,ios,tiktok,16.39,NL
u_11654,2025-04-30,android,twitter,72.28,FR
u_11655,2025-04-30,ios,facebook,68.57,PT
u_11656,2025-04-30,android,instagram,34.66,BE
u_11657,2025-04-30,android,instagram,42.59,ES
u_11658,2025-04-30,ios,google_ads,26.55,ES
u_11659,2025-04-30,android,tiktok,58.71,FR
u_11660,2025-04-30,android,instagram,41.54,IE
u_10569,2025-05-01,ios,tiktok,54.11,ES
u_11165,2025-05-01,android,tiktok,24.38,PL
u_11458,2025-05-01,android,twitter,13.46,SE
u_10778,2025-05-01,ios,google_ads,23.41,DE
u_10372,2025-05-01,android,google_ads,33.21,IE
u_10146,2025-05-01,ios,twitter,54.44,IT
u_10360,2025-05-01,ios,google_ads,26.88,DE
u_10903,2025-05-01,ios,instagram,62.27,ES
u_11661,2025-05-01,ios,google_ads,40.13,NL
u_11662,2025-05-01,ios,google_ads,10.72,SE
u_11663,2025-05-01,ios,twitter,64.72,IT
u_11664,2025-05-01,ios,twitter,44.6,ES
u_11665,2025-05-01,ios,instagram,72.92,DE
u_11666,2025-05-01,ios,tiktok,9.62,BE
u_11667,2025-05-01,ios,google_ads,22.11,PT
u_11668,2025-05-01,ios,instagram,39.21,BE
u_11669,2025-05-01,android,google_ads,53.22,PL
u_11670,2025-05-01,android,google_ads,53.16,IT
u_11671,2025-05-01,android,google_ads,66.1,ES
u_11672,2025-05-01,android,google_ads,47.32,PT
u_11673,2025-05-01,android,google_ads,41.22,IT
u_11674,2025-05-01,android,google_ads,52.38,ES
u_11675,2025-05-01,ios,twitter,69.37,PL
u_11676,2025-05-01,ios,tiktok,35.74,NL
u_11677,2025-05-01,ios,instagram,17.59,PL
u_11678,2025-05-01,ios,twitter,49.38,DE
u_10138,2025-05-02,android,google_ads,34.66,FR
u_10100,2025-05-02,ios,facebook,50.81,BE
u_10014,2025-05-02,android,tiktok,28.1,PL
u_11003,2025-05-02,android,twitter,20.95,PT
u_10685,2025-05-02,ios,google_ads,58.12,FR
u_10539,2025-05-02,android,google_ads,26.53,IE
u_11125,2025-05-02,android,tiktok,23.18,BE
u_11679,2025-05-02,ios,facebook,62.7,BE
u_11680,2025-05-02,android,facebook,33.18,FR
u_11681,2025-05-02,android,tiktok,50.24,DE
u_11682,2025-05-02,android,facebook,6.99,ES
u_11683,2025-05-02,android,instagram,11.19,DE
u_11684,2025-05-02,ios,google_ads,35.82,PL
u_11685,2025-05-02,ios,tiktok,42.83,DE
u_11686,2025-05-02,ios,google_ads,28.54,PL
u_11687,2025-05-02,ios,instagram,41.74,PT
u_11688,2025-05-02,ios,twitter,33.14,FR
u_11689,2025-05-02,ios,facebook,31.0,DE
u_11690,2025-05-02,android,facebook,30.34,SE
u_11691,2025-05-02,android,instagram,61.12,FR
u_11692,2025-05-02,ios,facebook,40.94,SE
u_11693,2025-05-02,ios,twitter,58.27,FR
u_10841,2025-05-03,ios,google_ads,20.78,FR
u_11543,2025-05-03,android,tiktok,22.94,FR
u_11267,2025-05-03,ios,twitter,34.13,PL
u_10250,2025-05-03,ios,instagram,54.92,ES
u_11694,2025-05-03,ios,tiktok,30.41,SE
u_11695,2025-05-03,android,google_ads,49.63,IT
u_11696,2025-05-03,ios,facebook,55.93,PL
u_11697,2025-05-03,android,tiktok,30.66,PT
u_11698,2025-05-03,android,facebook,26.17,ES
u_11699,2025-05-03,android,tiktok,43.58,FR
u_11700,2025-05-03,android,tiktok,6.99,FR
u_11701,2025-05-03,ios,instagram,54.59,BE
u_11702,2025-05-03,android,google_ads,53.23,DE
u_11703,2025-05-03,android,facebook,32.68,NL
u_11310,2025-05-04,android,instagram,21.07,PL
u_11183,2025-05-04,android,facebook,50.77,BE
u_10205,2025-05-04,android,tiktok,101.94,FR
u_11704,2025-05-04,android,google_ads,63.06,NL
u_11705,2025-05-04,android,facebook,64.37,NL
u_11706,2025-05-04,android,twitter,41.28,DE
u_11707,2025-05-04,android,facebook,51.11,DE
u_11708,2025-05-04,android,instagram,58.56,IT
u_11709,2025-05-04,android,google_ads,8.14,ES
u_11710,2025-05-04,ios,google_ads,42.28,IE
u_11711,2025-05-04,android,google_ads,42.74,ES
u_11522,2025-05-05,android,google_ads,33.66,DE
u_10274,2025-05-05,android,instagram,36.63,PT
u_11592,2025-05-05,ios,google_ads,11.33,FR
u_11178,2025-05-05,android,instagram,62.75,DE
u_10426,2025-05-05,android,google_ads,49.4,BE
u_10487,2025-05-05,android,twitter,45.15,PT
u_11712,2025-05-05,android,google_ads,46.17,DE
u_11713,2025-05-05,ios,tiktok,45.97,SE
u_11714,2025-05-05,ios,twitter,45.67,BE
u_11715,2025-05-05,android,tiktok,45.69,DE
u_11716,2025-05-05,ios,tiktok,26.2,ES
u_11717,2025-05-05,ios,facebook,41.01,IT
u_11718,2025-05-05,android,facebook,28.35,NL
u_11719,2025-05-05,ios,facebook,67.47,PT
u_11720,2025-05-05,ios,tiktok,33.84,SE
u_11721,2025-05-05,android,google_ads,28.01,SE
u_11722,2025-05-05,ios,google_ads,18.43,DE
u_11723,2025-05-05,android,google_ads,32.99,DE
u_11724,2025-05-05,ios,tiktok,40.94,IE
u_11725,2025-05-05,ios,facebook,53.75,BE
u_10946,2025-05-06,ios,google_ads,37.48,NL
u_11390,2025-05-06,android,twitter,5.3,IE
u_10492,2025-05-06,android,instagram,30.59,PL
u_10128,2025-05-06,android,facebook,24.67,BE
u_10307,2025-05-06,android,instagram,53.45,IT
u_11155,2025-05-06,ios,facebook,37.4,DE
u_11726,2025-05-06,ios,instagram,37.82,BE
u_11727,2025-05-06,android,tiktok,49.26,PT
u_11728,2025-05-06,android,google_ads,40.43,FR
u_11729,2025-05-06,android,instagram,61.2,FR
u_11730,2025-05-06,ios,google_ads,22.35,ES
u_11731,2025-05-06,android,instagram,48.33,SE
u_11732,2025-05-06,ios,facebook,52.42,BE
u_11733,2025-05-06,ios,twitter,49.0,ES
u_11734,2025-05-06,ios,tiktok,12.89,PL
u_11735,2025-05-06,android,instagram,43.86,DE
u_11736,2025-05-06,ios,tiktok,28.38,DE
u_11737,2025-05-06,android,tiktok,38.96,NL
u_11738,2025-05-06,android,google_ads,48.38,DE
u_11025,2025-05-07,ios,google_ads,69.72,BE
u_11147,2025-05-07,ios,instagram,36.45,IE
u_10302,2025-05-07,android,instagram,25.3,DE
u_10368,2025-05-07,android,google_ads,44.72,FR
u_10696,2025-05-07,android,instagram,6.88,PL
u_11739,2025-05-07,ios,instagram,34.54,FR
u_11740,2025-05-07,android,google_ads,50.39,FR
u_11741,2025-05-07,android,facebook,54.25,PT
u_11742,2025-05-07,android,facebook,66.38,SE
u_11743,2025-05-07,android,tiktok,32.67,SE
u_11744,2025-05-07,ios,google_ads,29.21,ES
u_11745,2025-05-07,ios,facebook,64.91,FR
u_11746,2025-05-07,android,facebook,24.87,IT
u_11747,2025-05-07,android,google_ads,42.38,ES
u_11748,2025-05-07,android,tiktok,6.99,IE
u_11749,2025-05-07,ios,facebook,63.95,SE
u_10950,2025-05-08,ios,google_ads,12.01,PL
u_10308,2025-05-08,ios,twitter,31.26,SE
u_10282,2025-05-08,ios,tiktok,42.19,IT
u_10380,2025-05-08,android,twitter,43.82,DE
u_11750,2025-05-08,ios,tiktok,47.21,FR
u_11751,2025-05-08,android,google_ads,44.62,IE
u_11752,2025-05-08,android,google_ads,53.34,IE
u_11753,2025-05-08,ios,google_ads,30.06,ES
u_11754,2025-05-08,android,google_ads,41.07,FR
u_11755,2025-05-08,android,tiktok,63.82,SE
u_11756,2025-05-08,android,facebook,37.54,PT
u_11757,2025-05-08,ios,tiktok,29.13,NL
u_11009,2025-05-09,android,google_ads,46.16,DE
u_10988,2025-05-09,ios,instagram,37.05,SE
u_10468,2025-05-09,android,tiktok,18.22,DE
u_10614,2025-05-09,android,google_ads,113.95,SE
u_10745,2025-05-09,android,google_ads,23.14,ES
u_10225,2025-05-09,ios,tiktok,14.79,FR
u_11758,2025-05-09,android,facebook,51.17,FR
u_11759,2025-05-09,android,facebook,69.9,ES
u_11760,2025-05-09,ios,instagram,32.09,FR
u_11761,2025-05-09,android,instagram,40.49,IE
u_11762,2025-05-09,ios,twitter,31.23,DE
u_11763,2025-05-09,android,instagram,50.82,NL
u_11764,2025-05-09,ios,instagram,47.94,PT
u_11765,2025-05-09,android,facebook,61.32,SE
u_11766,2025-05-09,android,google_ads,57.16,ES
u_11767,2025-05-09,ios,facebook,21.5,PT
u_11768,2025-05-09,ios,instagram,12.81,FR
u_11769,2025-05-09,android,twitter,38.39,PL
u_10551,2025-05-10,ios,instagram,46.32,DE
u_11369,2025-05-10,ios,instagram,34.24,DE
u_11597,2025-05-10,android,instagram,24.76,FR
u_10911,2025-05-10,ios,tiktok,93.39,ES
u_11638,2025-05-10,android,tiktok,18.97,PL
u_10757,2025-05-10,android,google_ads,64.62,FR
u_11770,2025-05-10,ios,google_ads,50.25,NL
u_11771,2025-05-10,ios,instagram,30.39,ES
u_11772,2025-05-10,ios,google_ads,66.13,DE
u_11773,2025-05-10,android,facebook,31.8,PT
u_11774,2025-05-10,ios,instagram,67.59,ES
u_11775,2025-05-10,android,google_ads,50.45,IT
u_11776,2025-05-10,ios,google_ads,40.42,PT
u_11777,2025-05-10,ios,facebook,20.55,ES
u_11778,2025-05-10,android,tiktok,70.67,ES
u_11779,2025-05-10,android,google_ads,31.07,IT
u_11780,2025-05-10,ios,facebook,35.84,FR
u_11781,2025-05-10,android,google_ads,53.58,PT
u_10764,2025-05-11,ios,google_ads,40.71,BE
u_10914,2025-05-11,ios,google_ads,34.84,IE
u_11097,2025-05-11,ios,google_ads,8.39,ES
u_10265,2025-05-11,android,google_ads,36.41,IT
u_10462,2025-05-11,ios,instagram,43.87,IT
u_11017,2025-05-11,ios,tiktok,25.79,FR
u_11031,2025-05-11,ios,facebook,34.56,IT
u_11782,2025-05-11,ios,facebook,23.0,BE
u_11783,2025-05-11,android,tiktok,14.18,ES
u_11784,2025-05-11,android,facebook,70.05,SE
u_11785,2025-05-11,android,tiktok,51.23,BE
u_11786,2025-05-11,android,tiktok,51.4,IT
u_11787,2025-05-11,ios,google_ads,46.52,ES
u_11788,2025-05-11,ios,twitter,21.76,SE
u_11789,2025-05-11,ios,google_ads,60.48,FR
u_11790,2025-05-11,android,facebook,34.3,BE
u_11791,2025-05-11,ios,twitter,39.79,PL
u_11792,2025-05-11,ios,instagram,74.55,FR
u_11793,2025-05-11,ios,tiktok,48.7,IE
u_11794,2025-05-11,android,facebook,44.67,NL
u_11795,2025-05-11,android,twitter,64.54,NL
u_11796,2025-05-11,android,google_ads,42.94,ES
u_11797,2025-05-11,ios,google_ads,37.77,PT
u_11439,2025-05-12,android,google_ads,35.14,ES
u_10616,2025-05-12,ios,facebook,47.2,IE
u_10502,2025-05-12,ios,google_ads,15.04,PT
u_10933,2025-05-12,ios,facebook,42.38,IT
u_10358,2025-05-12,android,google_ads,66.89,IT
u_11503,2025-05-12,android,twitter,41.01,PT
u_11798,2025-05-12,android,instagram,6.99,SE
u_11799,2025-05-12,android,facebook,77.23,DE
u_11800,2025-05-12,android,instagram,13.07,FR
u_11801,2025-05-12,android,tiktok,64.29,SE
u_11802,2025-05-12,ios,facebook,65.81,ES
u_11803,2025-05-12,android,twitter,62.35,FR
u_11804,2025-05-12,android,google_ads,47.21,NL
u_11805,2025-05-12,android,google_ads,49.79,ES
u_11806,2025-05-12,ios,tiktok,43.37,DE
u_11807,2025-05-12,android,facebook,64.33,PL
u_11808,2025-05-12,android,facebook,21.62,PT
u_11809,2025-05-12,ios,instagram,46.27,FR
u_11810,2025-05-12,android,tiktok,11.54,IT
u_11811,2025-05-12,ios,google_ads,74.97,ES
u_11011,2025-05-13,android,twitter,16.29,SE
u_10111,2025-05-13,ios,instagram,13.18,ES
u_11084,2025-05-13,android,tiktok,16.33,ES
u_10192,2025-05-13,android,google_ads,23.72,DE
u_11068,2025-05-13,ios,google_ads,13.51,NL
u_10386,2025-05-13,ios,google_ads,65.88,IT
u_10906,2025-05-13,ios,twitter,28.49,DE
u_10663,2025-05-13,android,tiktok,18.98,FR
u_11812,2025-05-13,ios,google_ads,83.84,DE
u_11813,2025-05-13,android,tiktok,27.38,PL
u_11814,2025-05-13,ios,instagram,55.25,ES
u_11815,2025-05-13,ios,google_ads,40.35,ES
u_11816,2025-05-13,android,instagram,42.41,SE
u_11817,2025-05-13,ios,facebook,34.71,NL
u_11818,2025-05-13,ios,facebook,55.13,BE
u_11819,2025-05-13,android,google_ads,36.3,FR
u_11820,2025-05-13,ios,instagram,58.0,NL
u_11821,2025-05-13,ios,twitter,32.91,PL
u_11822,2025-05-13,ios,facebook,29.97,IT
u_11823,2025-05-13,android,google_ads,74.75,FR
u_11824,2025-05-13,android,facebook,62.28,BE
u_11825,2025-05-13,ios,tiktok,28.38,DE
u_11826,2025-05-13,ios,twitter,10.7,FR
u_11827,2025-05-13,ios,instagram,59.87,IT
u_10029,2025-05-14,ios,facebook,40.29,PT
u_11045,2025-05-14,ios,instagram,57.7,ES
u_11155,2025-05-14,ios,facebook,28.76,DE
u_11218,2025-05-14,android,google_ads,4.99,DE
u_10474,2025-05-14,android,instagram,26.42,SE
u_10218,2025-05-14,ios,twitter,12.25,IE
u_11565,2025-05-14,ios,facebook,58.17,ES
u_11828,2025-05-14,ios,instagram,6.99,PL
u_11829,2025-05-14,android,google_ads,71.76,IE
u_11830,2025-05-14,ios,facebook,20.72,NL
u_11831,2025-05-14,ios,instagram,57.33,BE
u_11832,2025-05-14,android,facebook,44.49,FR
u_11833,2025-05-14,android,google_ads,73.45,IT
u_11834,2025-05-14,ios,facebook,6.99,ES
u_11835,2025-05-14,android,facebook,40.3,NL
u_11836,2025-05-14,android,google_ads,83.76,FR
u_11837,2025-05-14,android,instagram,76.85,DE
u_11838,2025-05-14,android,google_ads,36.11,PT
u_11839,2025-05-14,ios,instagram,37.43,PL
u_11840,2025-05-14,android,google_ads,38.9,FR
u_11841,2025-05-14,ios,instagram,30.93,FR
u_11842,2025-05-14,android,google_ads,39.02,NL
u_10082,2025-05-15,ios,google_ads,7.41,ES
u_10212,2025-05-15,android,instagram,32.82,DE
u_10551,2025-05-15,ios,instagram,47.43,DE
u_11462,2025-05-15,ios,facebook,56.85,BE
u_11305,2025-05-15,android,instagram,89.98,ES
u_10757,2025-05-15,android,google_ads,59.26,FR
u_11843,2025-05-15,ios,instagram,57.06,BE
u_11844,2025-05-15,ios,tiktok,51.99,DE
u_11845,2025-05-15,ios,instagram,45.71,PT
u_11846,2025-05-15,android,tiktok,45.49,IE
u_11847,2025-05-15,android,instagram,53.24,PL
u_11848,2025-05-15,android,google_ads,49.47,FR
u_11849,2025-05-15,ios,instagram,36.07,FR
u_11850,2025-05-15,ios,tiktok,20.34,IT
u_11851,2025-05-15,android,google_ads,53.31,IT
u_11852,2025-05-15,ios,facebook,24.81,IE
u_11853,2025-05-15,android,twitter,65.81,DE
u_11854,2025-05-15,ios,google_ads,43.19,PL
u_11855,2025-05-15,android,instagram,57.72,BE
u_11856,2025-05-15,ios,tiktok,66.99,FR
u_11298,2025-05-16,ios,google_ads,16.75,DE
u_11548,2025-05-16,ios,google_ads,54.37,ES
u_10105,2025-05-16,android,tiktok,45.29,SE
u_11809,2025-05-16,ios,instagram,57.29,FR
u_11661,2025-05-16,ios,google_ads,47.89,NL
u_10022,2025-05-16,ios,tiktok,72.37,ES
u_11226,2025-05-16,android,facebook,46.11,PL
u_11399,2025-05-16,ios,google_ads,68.68,BE
u_11426,2025-05-16,ios,google_ads,35.16,PL
u_11857,2025-05-16,ios,google_ads,48.92,PT
u_11858,2025-05-16,ios,google_ads,32.12,BE
u_11859,2025-05-16,android,twitter,17.13,ES
u_11860,2025-05-16,android,facebook,22.62,IE
u_11861,2025-05-16,ios,facebook,6.99,IT
u_11862,2025-05-16,android,google_ads,60.36,ES
u_11863,2025-05-16,ios,google_ads,40.08,FR
u_11864,2025-05-16,android,facebook,38.44,PT
u_11865,2025-05-16,ios,instagram,57.42,NL
u_11866,2025-05-16,android,tiktok,28.91,NL
u_11867,2025-05-16,ios,google_ads,6.99,BE
u_11868,2025-05-16,android,google_ads,38.42,PL
u_11869,2025-05-16,ios,google_ads,44.07,IT
u_11870,2025-05-16,android,google_ads,80.58,IT
u_11871,2025-05-16,android,google_ads,35.85,SE
