user_id,purchase_date,platform,ad_source,campaign_id,purchase_amount,country
101602,2025-11-21,android,affiliate,TI26352,90.00,MT
101603,2025-11-14,ios,facebook,FA81545,270.00,LU
101604,2025-11-14,ios,facebook,TW67911,300.00,CZ
101605,2025-11-17,ios,facebook,AF03492,230.00,PT
101606,2025-11-19,android,facebook,IN42938,220.00,CY
101607,2025-11-17,ios,tiktok,IN86965,390.00,FR
101608,2025-11-18,ios,tiktok,TI47259,120.00,BG
101609,2025-11-22,ios,tiktok,GO63547,180.00,CY
101610,2025-11-20,android,affiliate,GO97579,130.00,CY
101611,2025-11-24,android,google,AF64322,300.00,SK
101612,2025-11-24,ios,google,AF92737,80.00,IT
101613,2025-11-22,android,google,FA63383,220.00,IE
101614,2025-11-22,ios,facebook,FA14737,210.00,PL
101615,2025-11-23,ios,facebook,TW81238,140.00,LT
101616,2025-11-24,ios,tiktok,GO61196,80.00,CY
101617,2025-11-12,ios,tiktok,AF48600,140.00,DE
101618,2025-11-14,ios,tiktok,TI41017,170.00,SE
101619,2025-11-23,ios,tiktok,IN43539,190.00,RO
101620,2025-11-13,android,twitter,FA56586,90.00,GR
101621,2025-11-12,android,twitter,TW04083,330.00,GR
101622,2025-11-15,android,tiktok,TW72823,170.00,EE
101623,2025-11-13,android,tiktok,AF56710,400.00,PT
101624,2025-11-12,ios,google,GO54857,210.00,FI
101625,2025-11-17,ios,google,AF07926,400.00,HU
101626,2025-11-21,android,twitter,FA25450,280.00,MT
101627,2025-11-20,android,twitter,GO72734,90.00,AT
101628,2025-11-22,android,twitter,TI63045,140.00,FR
101629,2025-11-13,android,instagram,AF64796,200.00,SK
101630,2025-11-20,android,instagram,IN79603,210.00,SE
101631,2025-11-18,ios,affiliate,GO93369,190.00,MT
101632,2025-11-25,android,instagram,AF90071,350.00,IE
101633,2025-11-24,android,instagram,AF72077,120.00,AT
101634,2025-11-23,android,instagram,IN86963,210.00,IE
101635,2025-11-18,ios,affiliate,TW91164,210.00,IE
101636,2025-11-14,ios,affiliate,AF81220,320.00,GR
101637,2025-11-15,ios,affiliate,GO81664,210.00,LV
101638,2025-11-12,ios,affiliate,AF19585,330.00,EE
101639,2025-11-22,ios,tiktok,GO44624,230.00,DK
101640,2025-11-23,ios,tiktok,TW43978,250.00,AT
101641,2025-11-15,ios,tiktok,TW97789,240.00,HR
101642,2025-11-24,ios,tiktok,GO37837,60.00,SE
101643,2025-11-23,ios,tiktok,TW23710,400.00,IE
101644,2025-11-20,ios,tiktok,GO29746,350.00,LU
101645,2025-11-24,ios,tiktok,GO57628,90.00,BE
101646,2025-11-16,ios,tiktok,AF33069,210.00,EE
101647,2025-11-13,android,google,TI43913,160.00,HR
101648,2025-11-16,android,google,FA92433,140.00,SE
101649,2025-11-14,android,google,FA59516,380.00,NL
101650,2025-11-20,ios,facebook,GO64771,170.00,HU
101651,2025-11-17,android,instagram,GO01330,180.00,ES
101652,2025-11-25,android,instagram,GO63519,60.00,MT
101653,2025-11-25,ios,tiktok,TI81132,130.00,FR
101654,2025-11-16,ios,tiktok,AF07220,140.00,FR
101655,2025-11-14,android,facebook,IN20619,210.00,HU
101656,2025-11-25,android,facebook,IN56762,110.00,ES
101657,2025-11-13,android,facebook,FA77492,130.00,DE
101658,2025-11-12,android,facebook,GO99348,130.00,CY
101659,2025-11-24,android,google,GO74108,230.00,BE
101660,2025-11-22,android,google,FA94625,90.00,FR
101661,2025-11-17,android,instagram,GO37736,270.00,EE
101662,2025-11-22,android,instagram,FA30886,380.00,HR
101663,2025-11-15,ios,facebook,AF86792,400.00,BE
101664,2025-11-13,ios,facebook,TI30894,390.00,HU
101665,2025-11-15,ios,facebook,IN69883,310.00,BG
101666,2025-11-14,ios,facebook,IN63495,380.00,RO
101667,2025-11-16,android,google,TW53859,230.00,NL
101668,2025-11-14,android,google,FA38358,60.00,CY
101669,2025-11-24,android,google,GO23187,250.00,BE
101670,2025-11-18,android,google,IN19790,140.00,HU
101671,2025-11-19,ios,facebook,GO32823,300.00,HR
101672,2025-11-14,ios,facebook,GO96853,250.00,CY
101673,2025-11-15,ios,facebook,IN11284,150.00,LV
101674,2025-11-22,android,google,AF38330,260.00,PT
101675,2025-11-23,android,google,GO43029,390.00,BG
101676,2025-11-20,android,google,TI75749,320.00,LT
101677,2025-11-14,ios,facebook,TW39930,300.00,PT
101678,2025-11-18,ios,facebook,GO89936,250.00,SI
101679,2025-11-12,android,affiliate,FA36397,150.00,BG
101680,2025-11-18,android,affiliate,TW75375,260.00,EE
101681,2025-11-18,android,affiliate,FA62863,220.00,HR
101682,2025-11-21,ios,twitter,AF31780,100.00,HU
101683,2025-11-17,ios,twitter,FA83436,200.00,HR
101684,2025-11-25,ios,twitter,TI16371,270.00,LT
101685,2025-11-14,ios,twitter,AF79131,190.00,GR
101686,2025-11-23,ios,twitter,AF61342,320.00,BE
101687,2025-11-20,android,facebook,GO84204,140.00,LV
101688,2025-11-18,android,facebook,GO28464,190.00,FR
101689,2025-11-21,android,facebook,GO03601,140.00,DE
101690,2025-11-15,ios,tiktok,TW87487,100.00,NL
101691,2025-11-12,ios,tiktok,TW14348,100.00,GR
101692,2025-11-22,android,facebook,IN37257,210.00,HR
101693,2025-11-15,android,facebook,TW91708,150.00,SK
101694,2025-11-19,android,facebook,GO36798,250.00,FI
101695,2025-11-21,android,facebook,AF57437,300.00,MT
101696,2025-11-15,android,facebook,IN09842,60.00,CZ
101697,2025-11-16,ios,facebook,TW39724,100.00,HU
101698,2025-11-19,ios,google,FA46483,80.00,SK
101699,2025-11-25,android,tiktok,FA48414,200.00,MT
101700,2025-11-17,android,tiktok,AF26433,160.00,CY
101701,2025-11-25,ios,tiktok,FA32481,330.00,IE
101702,2025-11-24,android,google,TW10357,280.00,ES
101703,2025-11-17,android,google,TW95666,330.00,AT
101704,2025-11-15,ios,affiliate,GO92461,390.00,MT
101705,2025-11-12,ios,instagram,GO37902,260.00,PT
101706,2025-11-25,ios,instagram,FA89395,180.00,PL
101707,2025-11-19,android,instagram,IN73184,270.00,HR
101708,2025-11-17,android,instagram,GO76973,80.00,LT
101709,2025-11-23,ios,facebook,GO67367,200.00,IT
101710,2025-11-25,ios,facebook,TW36924,110.00,BG
101711,2025-11-22,ios,google,TI25571,120.00,LV
101712,2025-11-13,ios,google,FA01137,60.00,ES
101713,2025-11-12,ios,google,TI72004,260.00,CY
101714,2025-11-23,android,facebook,TW67340,340.00,NL
101715,2025-11-21,android,facebook,TI51360,330.00,DK
101716,2025-11-20,android,twitter,AF97660,370.00,MT
101717,2025-11-25,ios,tiktok,TI94767,130.00,HU
101718,2025-11-21,android,twitter,TW87627,160.00,HU
101719,2025-11-20,ios,twitter,IN30063,370.00,SE
101720,2025-11-20,android,google,GO79201,350.00,LT
101721,2025-11-16,android,google,TI92192,60.00,BE
101722,2025-11-21,android,facebook,FA74735,330.00,HR
101723,2025-11-15,android,facebook,GO70136,170.00,IE
101724,2025-11-13,ios,affiliate,GO44356,180.00,MT
101725,2025-11-12,ios,affiliate,TW92365,160.00,RO
101726,2025-11-23,ios,affiliate,GO29850,240.00,IT
101727,2025-11-25,android,instagram,TW95620,230.00,GR
101728,2025-11-13,android,instagram,GO80387,130.00,ES
101729,2025-11-22,android,instagram,TW85022,300.00,FI
101730,2025-11-14,ios,twitter,GO33893,310.00,LT
101731,2025-11-16,ios,twitter,TI22917,330.00,PT
101732,2025-11-19,ios,twitter,FA83614,240.00,LV
101733,2025-11-25,ios,twitter,IN18730,130.00,CY
101734,2025-11-21,ios,affiliate,FA37839,80.00,ES
101735,2025-11-13,android,facebook,FA39548,240.00,IT
101736,2025-11-21,android,facebook,TI51360,310.00,DE
101737,2025-11-14,ios,tiktok,IN98307,120.00,LT
101738,2025-11-24,ios,tiktok,IN26028,150.00,LU
101739,2025-11-13,ios,tiktok,TW95676,120.00,MT
101740,2025-11-14,ios,tiktok,GO38421,370.00,DE
101741,2025-11-17,ios,tiktok,IN66446,220.00,IT
101742,2025-11-18,ios,tiktok,IN40785,380.00,HR
101743,2025-11-23,ios,affiliate,FA04062,190.00,GR
101744,2025-11-16,android,twitter,GO47137,200.00,SE
101745,2025-11-16,ios,facebook,GO07268,270.00,SE
101746,2025-11-17,ios,facebook,FA44208,380.00,MT
101747,2025-11-22,ios,facebook,TI47760,320.00,EE
101748,2025-11-18,ios,facebook,GO60703,210.00,PL
101749,2025-11-25,android,facebook,TW91772,220.00,HU
101750,2025-11-16,ios,tiktok,AF02591,390.00,CZ
101751,2025-11-25,android,affiliate,IN51247,110.00,HU
101752,2025-11-14,android,affiliate,TI69054,140.00,GR
101753,2025-11-25,android,affiliate,TI00425,70.00,BG
101754,2025-11-20,android,affiliate,AF12301,350.00,CY
101755,2025-11-17,android,facebook,IN90611,290.00,LV
101756,2025-11-18,android,facebook,GO85070,150.00,SK
101757,2025-11-18,ios,tiktok,TW61413,390.00,LV
101758,2025-11-13,ios,tiktok,TI75959,100.00,ES
101759,2025-11-17,ios,tiktok,IN41002,170.00,DK
101760,2025-11-19,ios,affiliate,FA79688,230.00,CY
101761,2025-11-22,ios,affiliate,AF90220,180.00,IE
101762,2025-11-18,android,instagram,FA91887,250.00,ES
101763,2025-11-14,android,instagram,TI48345,340.00,PL
101764,2025-11-21,ios,twitter,FA34869,340.00,IT
101765,2025-11-19,ios,twitter,GO79566,140.00,LV
101766,2025-11-22,android,google,TI20555,170.00,GR
101767,2025-11-19,ios,instagram,TW55458,140.00,AT
101768,2025-11-22,ios,instagram,GO78248,360.00,FI
101769,2025-11-15,ios,instagram,IN32129,260.00,RO
101770,2025-11-22,ios,instagram,GO97416,190.00,FR
101771,2025-11-13,ios,instagram,GO27821,290.00,LU
101772,2025-11-22,android,tiktok,AF67601,200.00,IT
101773,2025-11-19,android,tiktok,TW02657,90.00,SK
101774,2025-11-17,android,tiktok,AF28706,160.00,FI
101775,2025-11-19,ios,twitter,GO36274,170.00,SI
101776,2025-11-13,ios,twitter,TI77344,180.00,HU
101777,2025-11-17,ios,twitter,IN29795,390.00,LT
101778,2025-11-21,ios,twitter,TW65824,100.00,NL
101779,2025-11-19,ios,affiliate,FA08793,250.00,PT
101780,2025-11-22,ios,affiliate,GO29196,320.00,AT
101781,2025-11-25,ios,affiliate,IN08090,160.00,ES
101782,2025-11-13,ios,affiliate,TW62271,310.00,CY
101783,2025-11-25,ios,affiliate,TW04805,130.00,ES
101784,2025-11-18,android,twitter,GO48557,150.00,PT
101785,2025-11-19,android,twitter,TI40319,200.00,AT
101786,2025-11-24,android,twitter,TI51552,360.00,MT
101787,2025-11-12,ios,tiktok,AF49737,180.00,SI
101788,2025-11-19,ios,google,IN88096,220.00,RO
101789,2025-11-24,ios,google,IN30047,340.00,SE
101790,2025-11-14,ios,tiktok,AF83548,110.00,BG
101791,2025-11-18,ios,tiktok,IN08426,360.00,BE
101792,2025-11-24,ios,twitter,TW85737,260.00,SI
101793,2025-11-15,ios,twitter,IN64632,170.00,CZ
101794,2025-11-14,ios,twitter,FA48362,270.00,EE
101795,2025-11-12,android,tiktok,AF46466,240.00,BG
101796,2025-11-16,ios,tiktok,TW45715,70.00,DK
101797,2025-11-12,ios,tiktok,GO74617,110.00,CZ
101798,2025-11-20,ios,tiktok,AF91961,270.00,NL
101799,2025-11-24,ios,twitter,GO17799,80.00,CY
101800,2025-11-14,ios,twitter,GO61541,190.00,DE
101801,2025-11-13,ios,twitter,AF77698,200.00,SI
101802,2025-11-14,ios,twitter,AF42702,210.00,HR
101803,2025-11-17,ios,twitter,TI80955,110.00,HU
101804,2025-11-16,ios,twitter,TI26740,240.00,SE
101805,2025-11-17,android,affiliate,IN26007,300.00,BE
101806,2025-11-23,android,affiliate,IN44083,130.00,FI
101807,2025-11-24,ios,twitter,AF73971,190.00,SE
101808,2025-11-19,android,twitter,TI92212,130.00,AT
101809,2025-11-18,android,twitter,IN47361,100.00,SK
101810,2025-11-14,ios,facebook,IN06411,330.00,LU
101811,2025-11-20,ios,facebook,TW31337,270.00,DE
101812,2025-11-23,ios,facebook,TW86574,70.00,SE
101813,2025-11-15,android,instagram,IN63147,350.00,PT
101814,2025-11-19,android,instagram,GO42640,220.00,GR
101815,2025-11-22,ios,affiliate,GO98409,120.00,GR
101816,2025-11-17,ios,affiliate,FA09404,370.00,SK
101817,2025-11-25,ios,facebook,TW88889,200.00,SI
101818,2025-11-17,ios,facebook,AF77388,70.00,NL
101819,2025-11-16,android,facebook,TI17355,390.00,LU
101820,2025-11-22,android,facebook,TW62848,370.00,PL
101821,2025-11-17,android,facebook,FA02585,370.00,HU
101822,2025-11-17,android,facebook,AF98174,350.00,FR
101823,2025-11-25,ios,instagram,TW67803,240.00,BE
101824,2025-11-16,ios,instagram,TI01709,110.00,DK
101825,2025-11-15,android,facebook,TW34462,120.00,PT
101826,2025-11-21,android,facebook,TW46345,120.00,DK
101827,2025-11-18,ios,tiktok,TW90122,70.00,NL
101828,2025-11-16,ios,tiktok,TW09367,280.00,HR
101829,2025-11-21,android,google,GO64395,390.00,FR
101830,2025-11-16,android,tiktok,GO58633,230.00,LV
101831,2025-11-20,android,tiktok,TI06473,320.00,LU
101832,2025-11-16,android,tiktok,FA27072,290.00,LV
101833,2025-11-14,android,tiktok,IN60489,400.00,NL
101834,2025-11-17,ios,google,TW82065,350.00,SI
101835,2025-11-20,ios,google,FA12555,400.00,LU
101836,2025-11-14,android,google,IN27726,270.00,ES
101837,2025-11-22,android,google,IN79207,140.00,BE
101838,2025-11-17,ios,tiktok,IN91623,60.00,LU
101839,2025-11-23,ios,tiktok,TW97440,80.00,FR
101840,2025-11-20,ios,tiktok,IN54780,270.00,FR
101841,2025-11-15,ios,tiktok,TI03950,360.00,BG
101842,2025-11-23,ios,instagram,IN62982,130.00,SK
101843,2025-11-18,ios,instagram,TI71452,330.00,LU
101844,2025-11-14,ios,instagram,GO68130,60.00,ES
101845,2025-11-13,ios,instagram,AF84185,130.00,CY
101846,2025-11-16,ios,instagram,IN00442,380.00,DK
101847,2025-11-20,android,tiktok,AF64921,320.00,GR
101848,2025-11-14,android,tiktok,AF12201,240.00,CZ
101849,2025-11-15,android,tiktok,TI04329,120.00,EE
101850,2025-11-13,android,tiktok,IN66888,140.00,ES
101851,2025-11-12,android,tiktok,TI39933,220.00,IT
101852,2025-11-16,ios,google,TW15840,60.00,SK
101853,2025-11-18,ios,google,GO05912,200.00,SK
101854,2025-11-17,ios,google,IN75843,60.00,MT
101855,2025-11-20,ios,google,FA16852,300.00,AT
101856,2025-11-22,ios,google,TW54899,200.00,ES
101857,2025-11-17,android,facebook,TI60541,120.00,PT
101858,2025-11-16,android,facebook,IN10958,70.00,LU
101859,2025-11-19,ios,twitter,AF10832,60.00,BG
101860,2025-11-14,ios,twitter,FA55689,270.00,IT
101861,2025-11-18,ios,affiliate,FA01758,190.00,HR
101862,2025-11-13,ios,affiliate,GO26743,380.00,IE
101863,2025-11-14,ios,affiliate,TW05837,140.00,DK
101864,2025-11-15,ios,affiliate,IN32568,380.00,BE
101865,2025-11-20,ios,affiliate,TW92485,160.00,RO
101866,2025-11-25,ios,google,AF40741,340.00,PL
101867,2025-11-23,ios,google,TW53244,280.00,AT
101868,2025-11-13,ios,google,TW70344,300.00,RO
101869,2025-11-16,ios,google,FA27647,310.00,GR
101870,2025-11-12,android,tiktok,TW82721,330.00,LT
101871,2025-11-13,android,tiktok,IN53261,170.00,CZ
101872,2025-11-23,ios,affiliate,IN16878,70.00,BE
101873,2025-11-13,ios,affiliate,IN58989,250.00,IE
101874,2025-11-12,ios,affiliate,TI37031,290.00,CZ
101875,2025-11-17,ios,affiliate,GO10690,140.00,BG
101876,2025-11-21,ios,affiliate,FA59752,60.00,LT
101877,2025-11-22,ios,affiliate,GO61902,300.00,PL
101878,2025-11-25,ios,affiliate,TI27559,390.00,MT
101879,2025-11-22,ios,affiliate,AF15631,120.00,IT
101880,2025-11-22,ios,google,AF59854,390.00,BG
101881,2025-11-20,ios,google,FA26313,300.00,LV
101882,2025-11-20,ios,affiliate,IN05799,220.00,CZ
101883,2025-11-19,ios,affiliate,IN34226,230.00,EE
101884,2025-11-17,android,google,AF68393,380.00,GR
101885,2025-11-14,android,google,TW77897,160.00,MT
101886,2025-11-18,android,google,IN20866,160.00,GR
101887,2025-11-20,android,twitter,AF94972,180.00,ES
101888,2025-11-23,android,twitter,TI48116,330.00,LV
101889,2025-11-12,ios,affiliate,FA15230,300.00,CY
101890,2025-11-18,android,instagram,TW45847,290.00,NL
101891,2025-11-22,android,instagram,FA08971,250.00,DK
101892,2025-11-13,android,twitter,TI65083,340.00,EE
101893,2025-11-22,android,tiktok,GO68496,190.00,SK
101894,2025-11-16,android,tiktok,GO98190,350.00,HR
101895,2025-11-13,android,affiliate,TW15250,360.00,PT
101896,2025-11-20,android,affiliate,FA42689,130.00,RO
101897,2025-11-19,android,twitter,GO01928,360.00,PT
101898,2025-11-15,android,twitter,TW73422,390.00,LT
101899,2025-11-14,android,facebook,AF51497,120.00,SK
101900,2025-11-18,android,facebook,AF68879,330.00,MT
101901,2025-11-14,android,tiktok,GO93356,140.00,LT
101902,2025-11-18,android,facebook,TI71859,300.00,FI
101903,2025-11-12,android,facebook,TI21456,170.00,AT
101904,2025-11-21,android,facebook,IN07928,280.00,SK
101905,2025-11-17,android,tiktok,GO12312,350.00,LU
101906,2025-11-13,android,tiktok,IN99109,90.00,DE
101907,2025-11-12,android,twitter,FA50965,150.00,NL
101908,2025-11-12,android,twitter,FA57914,230.00,SE
101909,2025-11-13,android,twitter,TW76572,110.00,DK
101910,2025-11-13,android,twitter,IN87220,120.00,ES
101911,2025-11-15,android,twitter,GO59005,250.00,FI
101912,2025-11-17,ios,google,AF69790,100.00,CY
101913,2025-11-17,android,facebook,GO47726,60.00,DE
101914,2025-11-13,android,facebook,TW75164,170.00,LU
101915,2025-11-18,android,facebook,TW11003,320.00,LU
101916,2025-11-23,android,twitter,TW30227,100.00,FR
101917,2025-11-21,android,twitter,FA14368,160.00,SK
101918,2025-11-16,android,twitter,IN28785,380.00,PL
101919,2025-11-22,ios,instagram,GO64979,310.00,CZ
101920,2025-11-17,android,affiliate,TW76906,390.00,IT
101921,2025-11-13,android,affiliate,FA86580,110.00,BG
101922,2025-11-17,android,instagram,IN20595,80.00,LT
101923,2025-11-22,android,instagram,TI28543,110.00,FR
101924,2025-11-21,ios,affiliate,TI43292,210.00,NL
101925,2025-11-25,ios,affiliate,GO72446,210.00,PT
101926,2025-11-12,ios,affiliate,TI45035,290.00,BG
101927,2025-11-18,ios,affiliate,GO30498,320.00,HR
101928,2025-11-18,ios,affiliate,TW03972,120.00,IT
101929,2025-11-24,ios,tiktok,IN19906,170.00,PT
101930,2025-11-14,ios,tiktok,IN47245,340.00,LT
101931,2025-11-14,ios,tiktok,AF89028,370.00,IE
101932,2025-11-13,android,tiktok,AF21137,180.00,NL
101933,2025-11-15,android,tiktok,GO67852,80.00,PT
101934,2025-11-23,ios,tiktok,IN25070,350.00,SE
101935,2025-11-18,ios,tiktok,TI34340,100.00,HU
101936,2025-11-23,ios,tiktok,AF34123,170.00,SK
101937,2025-11-17,ios,tiktok,FA59525,260.00,ES
101938,2025-11-24,ios,tiktok,TW02472,290.00,MT
101939,2025-11-12,ios,tiktok,TW15052,240.00,FI
101940,2025-11-17,ios,google,TI06152,290.00,FR
101941,2025-11-17,ios,google,TW97000,310.00,AT
101942,2025-11-12,ios,google,IN24348,270.00,LT
101943,2025-11-12,ios,google,TI07277,70.00,HU
101944,2025-11-20,android,tiktok,FA49872,190.00,HU
101945,2025-11-18,ios,google,TW81278,300.00,HU
101946,2025-11-20,ios,google,GO09913,340.00,RO
101947,2025-11-16,ios,google,IN15878,340.00,FR
101948,2025-11-17,ios,google,FA33398,360.00,RO
101949,2025-11-13,ios,instagram,AF23325,130.00,EE
101950,2025-11-13,ios,instagram,TI41274,200.00,SI
101951,2025-11-22,ios,instagram,TI27197,180.00,HU
101952,2025-11-20,ios,instagram,FA88623,400.00,LU
101953,2025-11-22,ios,instagram,GO13636,370.00,LV
101954,2025-11-22,ios,instagram,IN17002,220.00,BG
101955,2025-11-12,android,affiliate,FA85666,120.00,HU
101956,2025-11-19,android,affiliate,AF73253,350.00,BG
101957,2025-11-14,android,instagram,GO61736,260.00,PL
101958,2025-11-18,android,instagram,AF76737,170.00,BG
101959,2025-11-21,android,instagram,AF57781,130.00,DE
101960,2025-11-15,android,instagram,FA37962,300.00,FI
101961,2025-11-17,android,affiliate,AF91614,360.00,LV
101962,2025-11-24,android,affiliate,TI84911,380.00,SE
101963,2025-11-24,android,affiliate,TI67932,90.00,AT
101964,2025-11-12,android,affiliate,AF45340,160.00,BG
101965,2025-11-22,android,affiliate,IN73469,380.00,LU
101966,2025-11-15,android,instagram,IN79603,140.00,LV
101967,2025-11-18,android,instagram,FA82535,70.00,SI
101968,2025-11-13,android,tiktok,TI17541,160.00,AT
101969,2025-11-16,android,tiktok,GO22584,60.00,PL
101970,2025-11-23,android,tiktok,GO28927,80.00,LU
101971,2025-11-22,android,affiliate,FA73242,170.00,LV
101972,2025-11-17,android,affiliate,AF73057,150.00,SI
101973,2025-11-17,android,affiliate,IN65127,330.00,CZ
101974,2025-11-17,ios,facebook,IN67085,360.00,HU
101975,2025-11-20,ios,facebook,FA71191,370.00,HR
101976,2025-11-22,ios,facebook,IN27110,370.00,GR
101977,2025-11-20,android,google,FA83369,230.00,IT
101978,2025-11-19,android,google,FA77193,220.00,AT
101979,2025-11-18,android,google,TW30102,400.00,SE
101980,2025-11-18,ios,tiktok,IN44783,210.00,DK
101981,2025-11-24,ios,tiktok,TW18259,200.00,ES
101982,2025-11-21,android,twitter,GO36692,300.00,AT
101983,2025-11-19,ios,google,AF97888,180.00,FI
101984,2025-11-15,ios,google,GO85444,60.00,SI
101985,2025-11-22,ios,google,IN13616,260.00,LT
101986,2025-11-23,ios,tiktok,TW73753,270.00,LU
101987,2025-11-13,ios,tiktok,FA00023,120.00,FR
101988,2025-11-22,ios,tiktok,IN19726,270.00,PT
101989,2025-11-24,ios,tiktok,AF89572,160.00,GR
101990,2025-11-24,ios,tiktok,TI44363,200.00,ES
101991,2025-11-25,android,affiliate,IN00921,320.00,FR
101992,2025-11-12,android,affiliate,TI36371,120.00,FR
101993,2025-11-22,ios,affiliate,GO71452,110.00,IE
101994,2025-11-12,ios,affiliate,AF72116,380.00,AT
101995,2025-11-19,ios,affiliate,AF89456,160.00,FR
101996,2025-11-20,android,facebook,AF36442,400.00,ES
101997,2025-11-25,android,facebook,TW99988,310.00,MT
101998,2025-11-12,android,facebook,IN01086,380.00,LT
101999,2025-11-21,ios,tiktok,GO42940,370.00,PT
102000,2025-11-24,ios,google,TW32399,230.00,CZ
102001,2025-11-19,ios,google,AF91895,70.00,LV
102002,2025-11-24,ios,google,FA53774,200.00,DE
102003,2025-11-21,ios,google,AF43939,220.00,AT
102004,2025-11-13,android,instagram,AF57619,380.00,CY
102005,2025-11-18,ios,instagram,GO70681,90.00,SI
102006,2025-11-12,ios,instagram,GO14723,160.00,BG
102007,2025-11-17,ios,instagram,AF21118,100.00,IE
102008,2025-11-24,android,google,FA71203,160.00,IE
102009,2025-11-21,android,google,TW36505,230.00,NL
102010,2025-11-15,ios,facebook,AF10400,310.00,SE
102011,2025-11-18,ios,facebook,FA97091,330.00,RO
102012,2025-11-21,android,twitter,TW48309,90.00,DE
102013,2025-11-21,android,facebook,IN05144,250.00,FR
102014,2025-11-14,android,google,GO52262,250.00,SE
102015,2025-11-13,android,google,GO09014,390.00,RO
102016,2025-11-15,android,instagram,IN63436,340.00,FI
102017,2025-11-22,android,instagram,GO72204,280.00,IT
102018,2025-11-21,android,instagram,AF42721,70.00,IT
102019,2025-11-17,android,instagram,FA97965,350.00,PT
102020,2025-11-22,android,instagram,FA44687,280.00,GR
102021,2025-11-21,android,instagram,IN51000,60.00,LU
102022,2025-11-19,android,tiktok,IN38018,240.00,FR
102023,2025-11-23,android,tiktok,IN52745,70.00,GR
102024,2025-11-19,android,facebook,GO40543,220.00,BG
102025,2025-11-24,android,instagram,AF23777,190.00,BE
102026,2025-11-13,android,instagram,GO27413,90.00,IE
102027,2025-11-19,ios,tiktok,FA25305,210.00,IE
102028,2025-11-23,ios,tiktok,AF72612,250.00,RO
102029,2025-11-25,ios,tiktok,AF61508,200.00,GR
102030,2025-11-16,ios,tiktok,TW86025,230.00,EE
102031,2025-11-15,ios,tiktok,TW34142,320.00,IT
102032,2025-11-22,android,google,GO66901,260.00,CZ
102033,2025-11-12,android,google,GO69037,90.00,GR
102034,2025-11-17,android,google,AF36215,60.00,PT
102035,2025-11-22,android,tiktok,FA35035,80.00,EE
102036,2025-11-23,ios,affiliate,TW49087,180.00,SI
102037,2025-11-18,ios,affiliate,TW94918,160.00,IE
102038,2025-11-16,ios,affiliate,IN91083,310.00,IE
102039,2025-11-12,android,tiktok,AF66172,350.00,NL
102040,2025-11-13,ios,twitter,TI50115,300.00,HU
102041,2025-11-16,ios,twitter,GO25587,90.00,SE
102042,2025-11-16,ios,twitter,TW26906,180.00,ES
102043,2025-11-15,android,facebook,GO59067,100.00,PL
102044,2025-11-22,android,facebook,GO47682,320.00,SI
102045,2025-11-16,android,facebook,TI58551,280.00,SK
102046,2025-11-20,ios,google,AF65077,120.00,PT
102047,2025-11-21,ios,google,IN45069,140.00,LV
102048,2025-11-16,android,google,FA58484,360.00,CZ
102049,2025-11-22,android,google,TI41770,120.00,LV
102050,2025-11-24,android,google,TW13440,330.00,HU
102051,2025-11-16,android,google,IN47589,60.00,HR
102052,2025-11-14,ios,twitter,FA31754,360.00,LV
102053,2025-11-18,android,google,AF68557,220.00,ES
102054,2025-11-14,android,google,FA80238,400.00,LV
102055,2025-11-21,ios,google,IN93869,150.00,FI
102056,2025-11-17,ios,google,IN88343,390.00,FR
102057,2025-11-12,ios,google,GO32808,270.00,EE
102058,2025-11-22,ios,google,TW46177,390.00,SE
102059,2025-11-13,ios,google,GO43579,320.00,CY
102060,2025-11-16,ios,google,AF68047,240.00,CY
102061,2025-11-17,android,tiktok,IN43935,70.00,FI
102062,2025-11-23,ios,facebook,IN52745,380.00,LT
102063,2025-11-25,ios,facebook,GO58787,300.00,LT
102064,2025-11-18,ios,twitter,FA28743,370.00,BE
102065,2025-11-15,ios,twitter,GO11869,370.00,LT
102066,2025-11-14,ios,facebook,TI23710,100.00,CZ
102067,2025-11-21,ios,facebook,IN47356,310.00,ES
102068,2025-11-18,ios,facebook,TI78535,100.00,FI
102069,2025-11-12,ios,instagram,TW62680,240.00,MT
102070,2025-11-18,ios,instagram,TI05878,400.00,SK
102071,2025-11-15,android,google,FA64328,320.00,BG
102072,2025-11-12,android,google,AF74701,330.00,PT
102073,2025-11-20,android,google,TW73997,300.00,PT
102074,2025-11-19,android,twitter,TW00742,180.00,LT
102075,2025-11-14,ios,tiktok,AF42305,160.00,GR
102076,2025-11-14,android,google,TW30611,250.00,SE
102077,2025-11-21,android,google,AF28448,130.00,LU
102078,2025-11-14,android,google,GO94643,400.00,SK
102079,2025-11-18,android,google,IN24849,90.00,MT
102080,2025-11-15,android,google,FA54123,270.00,NL
102081,2025-11-15,android,google,IN59425,340.00,IE
102082,2025-11-12,android,tiktok,TI30308,120.00,BG
102083,2025-11-19,android,tiktok,FA28628,390.00,NL
102084,2025-11-20,android,facebook,AF46828,60.00,BG
102085,2025-11-15,android,facebook,GO16869,300.00,GR
102086,2025-11-19,ios,affiliate,TI71683,330.00,FI
102087,2025-11-19,ios,affiliate,TW22191,320.00,LV
102088,2025-11-22,android,affiliate,FA37547,320.00,BG
102089,2025-11-15,android,affiliate,TW79285,200.00,SI
102090,2025-11-13,android,affiliate,GO05053,160.00,BE
