date_day,ad_source,campaign_name,country,platform,spend_usd,impressions,clicks,installs,conversions
2025-09-26,facebook,fb_retargeting,PT,android,159.89,"7,719",241,56,5
2025-05-30,google,google_display_retargeting,SI,android,81.89,"4,923",195,53,14
2025-08-11,facebook,fb_app_install,DE,ios,197.83,"7,447",165,47,5
2025-08-16,affiliate,aff_summer,DK,android,80.9,"6,313",102,18,2
2025-05-13,twitter,x_awareness,EE,ios,117.87,"14,825",427,33,5
2025-02-02,tiktok,tt_spark_ads,NL,ios,141.91,"8,402",315,43,3
2025-06-29,twitter,x_web_conversions,HR,android,192.2,"12,742",127,27,4
2025-03-24,affiliate,aff_winter,MT,android,45.48,"6,527",109,6,1
2025-12-03,affiliate,aff_autumn,DE,android,52.01,"8,026",83,9,1
2025-04-21,instagram,ig_retargeting,BE,android,324.57,"13,823",369,86,20
2025-02-07,tiktok,tt_app_installs,FI,android,80.7,"5,558",104,33,4
2025-07-17,facebook,fb_app_install,IT,ios,139.83,"5,766",182,56,6
2025-05-13,twitter,x_awareness,MT,android,13.01,"4,290",84,13,1
2025-12-09,instagram,ig_app_install,FR,ios,192.35,"8,421",364,87,10
2025-05-16,affiliate,aff_winter,IT,android,20.75,"7,965",39,7,0
2025-01-04,instagram,ig_story_launch,BE,ios,72.29,"11,558",389,84,8
2025-10-02,google,google_search_brand,BG,android,190.83,"8,511",475,62,13
2025-12-09,facebook,fb_brand_awareness,SK,android,247.45,"11,630",278,56,6
2025-12-08,google,google_pmax_2025,SI,android,313.62,"13,279",740,197,49
2025-10-12,tiktok,tt_app_installs,LU,android,28.15,"6,259",287,57,5
2025-08-16,tiktok,tt_app_installs,HU,android,150.64,"7,588",202,21,4
2025-10-21,affiliate,aff_autumn,LV,ios,58.88,"4,978",104,6,0
2025-12-27,google,google_search_brand,AT,ios,276.08,"8,006",214,51,11
2025-09-16,facebook,fb_app_install,CY,ios,187.55,"15,807",343,86,25
2025-08-22,google,google_youtube_video,EE,ios,122.65,"9,436",548,58,10
2025-05-03,facebook,fb_retargeting,SK,android,89.1,"10,976",135,33,4
2025-07-02,twitter,x_app_installs,RO,ios,22.36,"4,577",72,7,0
2025-08-01,google,google_search_brand,HR,ios,137.85,"7,727",193,27,7
2025-08-21,google,google_search_brand,FI,android,288.7,"15,340",730,192,41
2025-01-26,affiliate,aff_autumn,FI,ios,114.12,"12,676",192,19,3
2025-12-07,instagram,ig_story_launch,HR,ios,349.44,"15,754",640,172,16
2025-11-06,google,google_display_retargeting,SI,android,168.45,"20,174",782,218,67
2025-04-30,affiliate,aff_autumn,PT,ios,169.51,"19,430",315,50,9
2025-08-12,twitter,x_web_conversions,MT,android,77.75,"9,611",139,10,2
2025-12-09,affiliate,aff_autumn,FI,android,57.79,"6,418",39,6,1
2025-11-03,affiliate,aff_autumn,EE,ios,41.03,"4,299",42,6,0
2025-08-10,google,google_pmax_2025,RO,ios,171.16,"14,294",774,95,7
2025-02-20,google,google_display_retargeting,PT,ios,208.1,"8,315",176,23,4
2025-09-15,affiliate,aff_winter,BG,android,78.39,"14,202",301,19,3
2025-04-28,facebook,fb_retargeting,AT,ios,173.42,"17,526",212,63,10
2025-07-17,tiktok,tt_creator_push,DK,android,109.2,"5,977",225,46,3
2025-12-30,facebook,fb_conversion_2025,DK,android,109.48,"8,252",164,43,12
2025-01-21,google,google_youtube_video,PL,ios,251.74,"7,815",353,32,5
2025-01-23,twitter,x_app_installs,CY,ios,134.21,"8,134",212,27,4
2025-04-05,google,google_youtube_video,IT,ios,152.9,"8,484",198,20,3
2025-07-10,tiktok,tt_conversion_2025,BG,android,68.12,"8,084",199,41,4
2025-06-04,tiktok,tt_conversion_2025,PT,android,101.3,"5,426",144,28,1
2025-03-30,twitter,x_app_installs,CY,android,74.01,"9,589",262,58,10
2025-12-12,facebook,fb_app_install,EE,ios,228.22,"14,032",227,53,5
2025-02-17,tiktok,tt_conversion_2025,FI,ios,40.16,"6,914",190,54,10
2025-09-06,tiktok,tt_creator_push,GR,android,121.25,"6,084",109,18,3
2025-03-31,facebook,fb_app_install,GR,android,160.8,"8,653",97,25,7
2025-04-28,instagram,ig_retargeting,HU,android,189.68,"9,447",326,82,12
2025-01-24,twitter,x_awareness,BE,android,330.81,"22,653",368,51,8
2025-06-08,google,google_pmax_2025,HR,ios,161.56,"9,804",612,81,9
2025-12-12,affiliate,aff_autumn,SK,android,278.31,"21,126",119,20,2
2025-07-13,instagram,ig_reels_push,DK,android,253.29,"12,737",416,109,9
2025-06-23,instagram,ig_reels_push,LT,android,191.02,"10,040",307,82,14
2025-07-02,twitter,x_retargeting,HR,ios,92.8,"10,616",131,16,1
2025-04-21,affiliate,aff_spring,HR,ios,21.68,"8,694",122,13,2
2025-09-17,facebook,fb_app_install,BE,android,131.46,"7,741",99,24,1
2025-03-23,instagram,ig_app_install,LU,ios,50.29,"2,533",82,11,1
2025-04-04,google,google_display_retargeting,NL,android,428.14,"17,948",1044,218,68
2025-03-21,tiktok,tt_creator_push,HR,ios,89.42,"5,891",116,19,3
2025-11-29,affiliate,aff_summer,LV,ios,40.13,"6,440",143,11,1
2025-12-10,instagram,ig_retargeting,GR,android,120.88,"8,789",102,24,5
2025-08-27,affiliate,aff_summer,SK,ios,19.47,"7,854",125,17,1
2025-07-09,facebook,fb_retargeting,LT,android,64.95,"4,010",57,18,3
2025-12-31,affiliate,aff_summer,RO,ios,25.27,"8,035",57,8,1
2025-01-10,instagram,ig_reels_push,PT,ios,157.54,"9,702",217,60,4
2025-02-12,instagram,ig_retargeting,DE,android,226.38,"16,131",643,141,16
2025-01-08,instagram,ig_app_install,PT,android,54.98,"9,172",304,50,7
2025-05-08,tiktok,tt_spark_ads,AT,ios,44.27,"5,527",261,46,5
2025-06-27,google,google_search_brand,CZ,ios,453.13,"14,395",930,126,15
2025-02-02,twitter,x_awareness,LV,ios,133.91,"11,872",167,20,4
2025-01-31,tiktok,tt_conversion_2025,LV,ios,178.78,"11,078",589,60,4
2025-07-13,facebook,fb_app_install,MT,android,329.07,"12,045",359,54,7
2025-02-28,instagram,ig_retargeting,SI,ios,295.49,"12,497",256,29,4
2025-05-23,facebook,fb_app_install,FR,android,105.05,"11,116",149,30,3
2025-07-11,tiktok,tt_creator_push,SK,android,44.7,"7,824",119,27,3
2025-01-16,twitter,x_awareness,PT,android,180.09,"14,869",239,28,5
2025-02-27,google,google_pmax_2025,IT,ios,56.89,"1,795",100,22,3
2025-04-13,google,google_pmax_2025,RO,android,152.51,"5,105",242,41,4
2025-01-06,twitter,x_retargeting,HR,android,28.09,"8,552",231,46,6
2025-03-22,affiliate,aff_winter,CY,android,54.62,"8,275",130,19,1
2025-01-30,instagram,ig_retargeting,GR,android,29.86,"3,613",118,31,5
2025-04-05,facebook,fb_retargeting,MT,android,52.4,"7,241",239,39,11
2025-12-14,google,google_display_retargeting,SK,ios,231.19,"8,413",449,123,27
2025-10-19,instagram,ig_story_launch,PL,ios,18.08,"3,122",95,24,4
2025-11-20,google,google_youtube_video,LT,ios,58.92,"5,174",320,30,9
2025-05-30,google,google_pmax_2025,DE,android,87.03,"5,805",332,64,12
2025-09-30,twitter,x_retargeting,FI,android,60.9,"5,900",84,12,2
2025-08-28,instagram,ig_app_install,MT,android,253.84,"10,996",390,111,22
2025-05-08,twitter,x_app_installs,IE,android,84.91,"10,525",76,7,1
2025-03-30,twitter,x_awareness,FR,ios,148.99,"9,135",70,5,1
2025-09-16,facebook,fb_brand_awareness,PT,ios,44.44,"6,698",222,53,3
2025-08-01,tiktok,tt_conversion_2025,LT,android,279.15,"14,507",383,104,7
2025-05-29,twitter,x_web_conversions,FR,android,85.06,"7,801",204,44,7
2025-10-22,google,google_search_brand,ES,android,33.28,"4,154",197,22,7
2025-02-04,facebook,fb_brand_awareness,BE,ios,59.2,"3,426",35,12,2
2025-02-09,google,google_search_brand,BE,android,122.62,"7,899",451,60,12
2025-12-20,google,google_search_brand,IE,android,267.46,"8,969",266,72,8
2025-03-02,affiliate,aff_winter,BE,android,195.28,"14,239",162,22,4
2025-11-24,instagram,ig_reels_push,FR,ios,181.2,"8,849",146,32,2
2025-03-18,facebook,fb_conversion_2025,CY,ios,213.36,"8,245",168,28,5
2025-04-04,tiktok,tt_app_installs,FR,ios,148.55,"7,254",384,45,7
2025-05-02,facebook,fb_brand_awareness,GR,ios,205.63,"9,112",158,42,3
2025-12-05,affiliate,aff_autumn,IE,android,158.22,"12,674",202,15,2
2025-08-24,facebook,fb_conversion_2025,FR,android,137.7,"7,508",80,18,5
2025-02-12,instagram,ig_story_launch,PT,android,139.02,"8,313",188,52,4
2025-04-12,twitter,x_web_conversions,PT,ios,40.97,"4,943",130,28,1
2025-06-14,google,google_display_retargeting,IE,ios,489.93,"18,658",1050,101,18
2025-04-08,google,google_pmax_2025,BG,android,173.37,"6,264",161,36,10
2025-03-28,twitter,x_retargeting,LU,ios,242.57,"17,507",521,99,12
2025-12-09,tiktok,tt_creator_push,HR,ios,46.95,"4,505",156,39,8
2025-05-03,twitter,x_retargeting,RO,android,22.3,"3,463",100,11,2
2025-07-14,twitter,x_awareness,IT,android,46.3,"8,532",199,21,1
2025-12-09,tiktok,tt_creator_push,IE,android,226.77,"14,725",418,42,4
2025-12-09,tiktok,tt_app_installs,LU,ios,47.31,"4,879",254,51,5
2025-04-15,tiktok,tt_app_installs,SI,ios,52.78,"5,346",108,27,3
2025-01-29,twitter,x_awareness,ES,ios,34.55,"4,794",125,24,4
2025-09-26,twitter,x_awareness,CY,android,48.79,"7,554",89,11,2
2025-12-14,facebook,fb_brand_awareness,CY,android,66.95,"4,856",76,20,2
2025-09-13,affiliate,aff_winter,IT,android,28.17,"11,746",112,14,2
2025-06-24,facebook,fb_app_install,BE,android,238.12,"22,354",724,248,64
2025-04-22,affiliate,aff_winter,DE,ios,95.75,"11,094",217,18,2
2025-04-06,google,google_youtube_video,RO,android,248.42,"8,621",175,22,5
2025-03-24,facebook,fb_app_install,SK,ios,166.6,"7,355",193,57,13
2025-06-24,affiliate,aff_spring,LT,ios,78.76,"14,225",63,4,0
2025-11-05,twitter,x_retargeting,CY,ios,71.8,"12,396",284,59,8
2025-12-15,affiliate,aff_spring,FR,android,63.53,"11,216",247,17,1
2025-05-29,affiliate,aff_winter,ES,android,90.2,"8,235",43,5,0
2025-10-27,twitter,x_web_conversions,HR,ios,109.05,"9,005",150,28,5
2025-06-12,facebook,fb_retargeting,NL,ios,205.41,"21,388",271,51,12
2025-08-13,twitter,x_app_installs,EE,ios,108.02,"12,435",97,14,1
2025-12-10,facebook,fb_brand_awareness,AT,android,73.9,"3,124",64,17,2
2025-05-15,tiktok,tt_app_installs,HR,android,218.09,"11,402",529,97,7
2025-03-25,tiktok,tt_creator_push,CZ,ios,32.27,"6,715",271,61,11
2025-09-08,twitter,x_awareness,SE,android,157.74,"15,379",300,38,6
2025-05-10,affiliate,aff_winter,IE,ios,81.93,"13,420",81,10,2
2025-03-01,affiliate,aff_winter,CZ,ios,127.84,"12,353",183,24,1
2025-02-11,affiliate,aff_spring,CZ,ios,170.94,"18,504",235,37,3
2025-06-10,tiktok,tt_creator_push,FR,android,119.02,"5,669",206,61,14
2025-03-02,affiliate,aff_winter,MT,android,173.49,"14,111",267,23,4
2025-05-10,google,google_pmax_2025,HU,android,480.15,"14,671",812,204,62
2025-06-09,affiliate,aff_winter,IT,android,30.14,"6,284",75,7,1
2025-12-02,tiktok,tt_conversion_2025,AT,android,471.8,"22,274",743,156,29
2025-02-12,tiktok,tt_app_installs,MT,android,154.49,"12,109",662,199,29
2025-06-02,facebook,fb_conversion_2025,BE,android,213.21,"9,152",97,24,6
2025-01-29,facebook,fb_conversion_2025,CY,android,94.06,"4,898",80,26,3
2025-04-03,affiliate,aff_autumn,FI,ios,31.44,"6,882",40,2,0
2025-08-21,instagram,ig_reels_push,LT,ios,25.19,"3,438",75,14,1
2025-05-20,google,google_youtube_video,LT,ios,100.59,"2,961",158,33,6
2025-10-03,instagram,ig_retargeting,GR,android,48.87,"6,377",76,22,5
2025-04-13,tiktok,tt_conversion_2025,FI,android,142.65,"15,593",513,78,9
2025-08-13,tiktok,tt_app_installs,SE,android,244.05,"14,218",712,113,14
2025-11-27,tiktok,tt_creator_push,NL,ios,219.3,"14,179",525,131,24
2025-01-19,twitter,x_awareness,CY,android,26.93,"3,774",23,2,0
2025-02-18,twitter,x_awareness,MT,android,36.66,"4,611",72,7,1
2025-02-26,facebook,fb_app_install,AT,ios,40.91,"3,145",77,23,2
2025-07-17,instagram,ig_app_install,PT,ios,126.19,"6,652",132,25,3
2025-08-07,tiktok,tt_creator_push,DE,ios,291.21,"13,925",341,108,23
2025-05-30,affiliate,aff_spring,HR,ios,67.59,"6,955",148,10,1
2025-08-13,affiliate,aff_autumn,SI,android,33.7,"12,801",163,21,3
2025-03-02,facebook,fb_app_install,NL,android,23.26,"2,651",81,15,1
2025-03-03,facebook,fb_app_install,SK,ios,221.81,"9,925",105,15,4
2025-05-22,tiktok,tt_spark_ads,NL,ios,51.93,"8,279",205,42,3
2025-12-28,instagram,ig_reels_push,HR,android,35.29,"6,360",170,45,6
2025-12-19,tiktok,tt_conversion_2025,PL,ios,118.27,"11,908",349,42,7
2025-02-21,instagram,ig_reels_push,LV,android,54.28,"5,146",107,30,5
2025-12-17,affiliate,aff_summer,EE,ios,34.34,"4,615",34,5,1
2025-05-04,affiliate,aff_spring,IE,ios,72.55,"12,332",183,11,1
2025-04-25,facebook,fb_app_install,PL,ios,120.97,"10,285",216,73,17
2025-06-19,instagram,ig_app_install,ES,ios,106.47,"10,946",424,58,13
2025-02-06,facebook,fb_conversion_2025,SI,android,100.88,"10,679",367,82,9
2025-04-05,twitter,x_app_installs,DE,ios,44.28,"5,224",98,21,3
2025-07-02,affiliate,aff_autumn,DK,ios,85.1,"7,317",145,21,1
2025-11-19,twitter,x_retargeting,LT,android,129.01,"8,644",193,25,5
2025-03-01,google,google_display_retargeting,ES,ios,261.72,"8,945",271,44,6
2025-03-04,tiktok,tt_creator_push,PL,android,82.87,"6,764",149,36,5
2025-11-20,facebook,fb_app_install,CY,android,220.56,"8,912",228,35,7
2025-04-27,facebook,fb_app_install,LV,ios,101.42,"8,828",122,18,4
2025-06-19,facebook,fb_conversion_2025,AT,ios,95.72,"8,611",147,27,8
2025-02-23,google,google_pmax_2025,HU,android,148.58,"4,901",246,37,6
2025-07-25,facebook,fb_retargeting,FR,ios,179.2,"6,961",128,26,3
2025-02-21,twitter,x_web_conversions,LT,android,95.45,"11,106",245,34,5
2025-07-04,tiktok,tt_app_installs,LU,ios,82.61,"11,727",619,64,14
2025-03-18,twitter,x_retargeting,FI,ios,85.48,"10,412",154,26,3
2025-02-24,facebook,fb_conversion_2025,IE,android,133.04,"7,565",225,69,12
2025-08-28,instagram,ig_reels_push,SI,ios,207.36,"14,790",555,133,27
2025-03-14,instagram,ig_retargeting,LU,android,51.57,"6,606",263,47,10
2025-12-12,affiliate,aff_winter,EE,android,111.35,"8,120",85,13,2
2025-07-30,facebook,fb_app_install,GR,ios,128.62,"8,799",219,54,3
2025-12-03,tiktok,tt_app_installs,LU,android,127.41,"6,931",337,73,18
2025-08-14,instagram,ig_reels_push,SK,ios,100.33,"4,683",183,28,3
2025-07-05,facebook,fb_app_install,LV,ios,153.8,"7,551",158,31,9
2025-01-26,affiliate,aff_summer,IE,android,84.78,"9,907",94,17,3
2025-11-27,google,google_display_retargeting,AT,ios,295.49,"10,572",709,199,58
2025-10-03,facebook,fb_retargeting,LU,android,62.54,"7,155",186,35,4
2025-01-01,affiliate,aff_winter,LU,android,122.48,"9,854",42,7,1
2025-07-26,facebook,fb_brand_awareness,SI,android,67.61,"3,363",58,18,1
2025-07-18,affiliate,aff_spring,IE,android,56.66,"4,078",30,2,0
2025-08-19,twitter,x_web_conversions,HR,android,35.82,"8,758",168,17,2
2025-05-11,facebook,fb_conversion_2025,GR,ios,273.07,"9,817",177,38,7
2025-01-12,google,google_youtube_video,BE,ios,97.54,"6,046",413,54,16
2025-02-17,instagram,ig_app_install,MT,ios,110.67,"14,650",178,51,8
2025-09-12,instagram,ig_story_launch,SK,ios,163.23,"7,339",221,33,6
2025-07-02,facebook,fb_retargeting,SE,ios,138.37,"9,195",253,69,10
2025-06-29,facebook,fb_app_install,CY,android,81.73,"6,689",225,49,12
2025-09-26,instagram,ig_reels_push,BE,android,191.42,"9,658",178,39,2
2025-06-22,google,google_display_retargeting,FR,ios,403.85,"13,122",423,117,9
2025-12-21,twitter,x_retargeting,LV,ios,64.03,"10,587",255,46,2
2025-06-10,affiliate,aff_winter,BG,android,22.55,"8,218",156,20,3
2025-08-27,twitter,x_web_conversions,LV,android,101.2,"9,473",109,15,3
2025-07-02,instagram,ig_story_launch,RO,android,51.33,"4,976",169,38,5
2025-12-04,google,google_pmax_2025,PL,ios,28.15,"2,700",137,35,7
2025-12-01,twitter,x_awareness,DE,ios,107.02,"6,049",51,5,1
2025-11-01,facebook,fb_conversion_2025,IE,android,105.65,"4,139",49,17,5
2025-07-27,google,google_search_brand,DK,ios,451.4,"13,110",406,38,6
2025-04-21,twitter,x_web_conversions,FR,ios,96.4,"14,919",397,74,16
2025-02-18,facebook,fb_conversion_2025,SK,ios,401.06,"15,145",286,51,14
2025-10-12,facebook,fb_retargeting,RO,android,67.66,"8,106",71,23,5
2025-08-26,affiliate,aff_autumn,HR,ios,95.39,"11,486",75,7,1
2025-01-23,tiktok,tt_app_installs,FI,android,66.59,"5,967",221,28,5
2025-06-01,twitter,x_retargeting,FR,ios,129.81,"7,427",168,30,2
2025-06-25,facebook,fb_conversion_2025,NL,android,174.5,"16,388",157,23,4
2025-01-12,tiktok,tt_app_installs,HU,android,97.26,"6,714",152,35,8
2025-04-23,tiktok,tt_app_installs,EE,ios,85.75,"6,586",310,46,3
2025-03-12,tiktok,tt_conversion_2025,PT,android,246.1,"13,932",201,39,4
2025-04-24,twitter,x_app_installs,PT,android,70.47,"7,838",108,16,3
2025-01-17,facebook,fb_conversion_2025,AT,android,167.63,"7,283",110,25,7
2025-04-14,google,google_display_retargeting,SI,ios,268.94,"8,223",544,48,5
2025-04-25,google,google_youtube_video,IE,ios,194.37,"6,282",257,71,15
2025-05-27,facebook,fb_brand_awareness,SK,android,124.45,"4,779",93,31,5
2025-02-18,twitter,x_retargeting,IE,android,64.55,"5,105",60,12,2
2025-12-27,instagram,ig_story_launch,IT,ios,61.18,"6,289",199,44,12
2025-10-06,instagram,ig_app_install,FI,android,177.66,"10,704",275,62,10
2025-05-28,facebook,fb_retargeting,SI,android,176.39,"13,348",223,27,7
2025-04-30,google,google_youtube_video,BE,android,304.03,"11,737",647,152,25
2025-03-19,google,google_pmax_2025,PT,android,139.78,"5,972",216,42,11
2025-01-26,affiliate,aff_winter,HR,android,128.28,"10,158",245,40,1
2025-10-07,twitter,x_awareness,SE,android,184.82,"12,110",297,23,3
2025-12-01,instagram,ig_story_launch,IT,ios,28.77,"4,035",76,9,1
2025-06-23,tiktok,tt_app_installs,IT,ios,181.03,"9,230",334,63,13
2025-02-24,google,google_youtube_video,PL,ios,292.55,"8,620",398,98,24
2025-06-04,tiktok,tt_app_installs,MT,ios,242.5,"12,542",410,47,11
2025-10-17,google,google_pmax_2025,BG,android,466.47,"14,502",634,104,14
2025-09-06,instagram,ig_reels_push,SI,android,52.17,"5,418",54,8,1
2025-05-17,google,google_youtube_video,CY,ios,60.53,"7,016",305,51,14
2025-05-01,affiliate,aff_spring,CY,ios,47.89,"9,667",144,20,1
2025-04-18,instagram,ig_app_install,PL,ios,115.44,"10,612",421,126,23
2025-04-12,instagram,ig_story_launch,MT,android,118.04,"5,856",112,29,7
2025-06-30,facebook,fb_retargeting,BE,android,170.42,"13,645",194,46,7
2025-10-01,google,google_search_brand,PT,android,231.78,"7,158",449,73,22
2025-09-02,twitter,x_app_installs,NL,ios,42.44,"11,233",120,25,5
2025-08-05,google,google_search_brand,BG,android,298.1,"16,725",477,50,3
2025-09-04,facebook,fb_app_install,EE,ios,64.96,"4,486",136,38,6
2025-04-05,google,google_pmax_2025,SE,android,79.79,"6,114",147,21,4
2025-12-30,facebook,fb_brand_awareness,FR,ios,43.45,"5,139",127,30,4
2025-03-17,facebook,fb_conversion_2025,NL,android,81.86,"3,008",47,10,1
2025-08-10,google,google_youtube_video,PL,android,180.69,"10,749",250,55,11
2025-01-08,tiktok,tt_spark_ads,NL,ios,249.59,"21,119",683,135,20
2025-01-19,instagram,ig_reels_push,BE,android,120.99,"9,640",302,33,7
2025-12-25,instagram,ig_app_install,HR,ios,169.76,"8,395",112,29,4
2025-09-04,google,google_pmax_2025,DK,android,131.65,"7,218",367,89,16
2025-08-28,twitter,x_app_installs,PT,ios,72.57,"11,327",299,30,6
2025-12-19,tiktok,tt_app_installs,BG,ios,48.01,"8,495",321,82,19
2025-04-11,twitter,x_retargeting,LU,ios,133.33,"11,167",289,29,4
2025-04-12,twitter,x_app_installs,NL,android,70.11,"5,117",35,7,1
2025-12-03,affiliate,aff_autumn,DE,android,98.99,"8,953",121,21,1
2025-11-19,instagram,ig_reels_push,EE,android,118.35,"5,363",217,50,7
2025-02-24,instagram,ig_reels_push,EE,android,84.23,"8,732",384,91,7
2025-07-17,google,google_search_brand,RO,ios,383.51,"12,442",278,35,11
2025-03-03,tiktok,tt_creator_push,GR,ios,129.01,"9,574",317,46,9
2025-09-21,google,google_search_brand,GR,android,175.04,"12,689",784,76,15
2025-06-13,twitter,x_web_conversions,IT,android,67.48,"3,841",36,6,1
2025-09-26,instagram,ig_retargeting,LU,ios,64.7,"11,790",253,39,7
2025-07-17,tiktok,tt_conversion_2025,NL,android,96.64,"7,444",240,64,13
2025-08-08,google,google_pmax_2025,DE,ios,169.74,"5,202",187,43,11
2025-03-24,facebook,fb_brand_awareness,IE,ios,170.47,"8,151",160,20,1
2025-11-27,twitter,x_retargeting,PL,ios,149.17,"9,335",226,46,7
2025-12-27,instagram,ig_story_launch,AT,ios,151.44,"8,271",309,57,9
2025-01-07,facebook,fb_brand_awareness,FI,android,247.88,"13,700",442,147,10
2025-11-21,affiliate,aff_winter,CY,ios,38.47,"4,285",85,10,1
2025-04-24,tiktok,tt_app_installs,RO,ios,344.74,"21,497",872,147,20
2025-12-25,facebook,fb_retargeting,LT,android,171.6,"7,722",257,58,17
2025-02-22,tiktok,tt_spark_ads,CY,android,52.3,"6,948",293,34,2
2025-07-22,affiliate,aff_spring,RO,android,212.53,"19,107",277,40,2
2025-02-01,facebook,fb_conversion_2025,SE,android,43.43,"5,178",110,33,3
2025-03-23,twitter,x_app_installs,SK,ios,39.09,"12,671",362,77,12
2025-01-17,facebook,fb_conversion_2025,IT,android,209.51,"8,681",95,17,4
2025-06-17,affiliate,aff_autumn,SK,android,79.23,"7,576",172,24,1
2025-01-20,google,google_youtube_video,RO,ios,503.26,"19,549",1357,150,32
2025-02-01,affiliate,aff_spring,SK,ios,17.64,"8,422",102,18,1
2025-06-13,instagram,ig_app_install,MT,android,46.09,"6,759",78,20,3
2025-04-14,affiliate,aff_autumn,HU,android,54.53,"7,574",39,6,1
2025-05-29,tiktok,tt_conversion_2025,LT,android,68.99,"13,825",227,27,1
2025-11-10,facebook,fb_retargeting,FR,android,133.44,"10,257",87,19,2
2025-11-29,google,google_search_brand,MT,android,141.69,"5,826",364,88,21
2025-01-31,google,google_pmax_2025,HU,android,193.79,"10,327",330,83,18
2025-10-30,instagram,ig_retargeting,BE,ios,310.5,"13,788",365,86,15
2025-10-06,tiktok,tt_spark_ads,MT,android,221.31,"10,308",534,56,10
2025-10-09,facebook,fb_conversion_2025,FR,ios,145.31,"6,599",166,42,6
2025-08-11,facebook,fb_conversion_2025,FI,android,65.46,"2,829",74,15,3
2025-12-14,tiktok,tt_conversion_2025,CZ,android,114.54,"11,243",352,103,23
2025-02-22,google,google_search_brand,EE,android,252.85,"8,272",280,26,7
2025-07-06,instagram,ig_app_install,DK,ios,144.25,"11,002",437,68,17
2025-09-02,facebook,fb_app_install,LU,ios,148.62,"7,381",237,30,6
2025-12-06,facebook,fb_brand_awareness,SE,ios,136.28,"5,540",72,16,4
2025-02-27,google,google_display_retargeting,FR,android,249.35,"8,440",431,85,10
2025-03-24,affiliate,aff_autumn,LT,ios,48.54,"4,552",81,5,0
2025-12-25,tiktok,tt_spark_ads,HR,ios,17,"3,729",68,12,3
2025-07-16,tiktok,tt_creator_push,LV,android,212.52,"11,791",644,119,21
2025-08-18,facebook,fb_retargeting,FI,ios,85.44,"9,948",326,106,29
2025-03-06,google,google_search_brand,SK,ios,357.07,"11,844",642,97,24
2025-04-23,affiliate,aff_winter,DE,ios,24.34,"8,688",135,19,2
2025-12-27,twitter,x_awareness,FI,android,60.99,"5,162",133,16,1
2025-07-05,affiliate,aff_winter,RO,android,84.01,"17,433",308,41,2
2025-05-12,facebook,fb_brand_awareness,HR,android,226.24,"14,196",176,57,15
2025-05-03,instagram,ig_app_install,PL,ios,83.38,"12,740",408,44,3
2025-11-15,instagram,ig_retargeting,MT,android,152,"8,447",285,66,10
2025-05-31,instagram,ig_retargeting,FI,android,70.2,"3,199",41,6,1
2025-09-02,instagram,ig_story_launch,SE,ios,230.42,"11,193",155,41,9
2025-11-07,affiliate,aff_autumn,FR,ios,50.37,"7,437",82,10,2
2025-04-09,instagram,ig_app_install,LT,ios,148.34,"10,588",367,91,22
2025-08-05,facebook,fb_brand_awareness,BG,android,431.55,"18,623",205,64,14
2025-06-17,twitter,x_web_conversions,RO,ios,50.67,"6,772",187,39,5
2025-04-20,facebook,fb_brand_awareness,RO,android,106.51,"7,132",244,61,5
2025-07-31,twitter,x_retargeting,PL,ios,299.03,"18,298",259,37,5
2025-10-18,affiliate,aff_summer,LV,ios,77.23,"5,815",109,14,1
2025-08-14,google,google_display_retargeting,FR,android,372.08,"11,897",623,53,13
2025-12-05,tiktok,tt_creator_push,NL,android,57.72,"4,268",166,38,9
2025-11-07,twitter,x_retargeting,FR,ios,159.09,"11,085",210,24,2
2025-03-28,instagram,ig_app_install,SI,android,218.68,"9,675",201,40,8
2025-11-05,tiktok,tt_creator_push,DE,ios,226.37,"10,972",268,62,15
2025-01-21,affiliate,aff_autumn,HR,ios,107.48,"13,662",166,23,1
2025-01-17,tiktok,tt_spark_ads,PT,ios,161.82,"10,065",246,36,5
2025-08-08,google,google_youtube_video,RO,ios,264.65,"8,567",323,28,8
2025-09-02,tiktok,tt_creator_push,NL,android,107.16,"8,683",260,52,7
2025-03-24,affiliate,aff_spring,AT,android,56.43,"5,088",122,18,3
2025-01-10,google,google_display_retargeting,ES,android,197.78,"8,038",494,67,14
2025-05-04,facebook,fb_conversion_2025,FI,android,205.77,"9,220",213,63,14
2025-06-07,tiktok,tt_creator_push,ES,android,231.77,"12,190",417,82,9
2025-08-21,tiktok,tt_creator_push,FI,ios,258.77,"12,388",495,132,21
2025-10-02,google,google_youtube_video,SK,ios,533.61,"19,204",513,116,30
2025-05-24,google,google_search_brand,FR,android,113.11,"7,222",222,58,14
2025-12-02,tiktok,tt_conversion_2025,MT,ios,36.17,"4,650",172,49,5
2025-01-06,twitter,x_web_conversions,SI,ios,70.61,"4,519",58,9,1
2025-05-25,twitter,x_awareness,CY,ios,147.15,"11,863",257,52,7
2025-04-26,affiliate,aff_winter,ES,android,102.64,"9,376",53,4,1
2025-04-02,facebook,fb_conversion_2025,GR,ios,184.24,"8,002",122,37,11
2025-06-03,affiliate,aff_winter,LT,ios,13.59,"4,492",75,9,1
2025-11-30,google,google_display_retargeting,CZ,android,150.37,"7,449",350,47,14
2025-10-22,affiliate,aff_spring,FR,ios,22.35,"3,247",22,2,0
2025-09-16,google,google_pmax_2025,IE,ios,360.97,"15,073",763,201,18
