date,campaign_id,campaign_name,ad_group_id,ad_group_name,impressions,clicks,cost_micros,conversions,view_through_conversions,_fivetran_synced,_fivetran_deleted
2024-02-24,111001,Brand - Search,ag_111001a,Brand Keywords,11437,508,598118150,29.12,9,2024-02-24T06:00:00Z,false
2024-02-24,111002,Competitor - Search,ag_111002a,Competitor Terms,8871,239,342716460,8.81,12,2024-02-24T06:00:00Z,false
2024-02-24,111003,Product - Search,ag_111003a,Product Keywords,8232,347,1167074841,15.55,17,2024-02-24T06:00:00Z,false
2024-02-24,111004,Remarketing - Display,ag_111004a,All Visitors,7666,423,1168248889,22.96,20,2024-02-24T06:00:00Z,false
2024-02-25,111001,Brand - Search,ag_111001a,Brand Keywords,2422,169,416122105,9.62,8,2024-02-25T06:00:00Z,false
2024-02-25,111002,Competitor - Search,ag_111002a,Competitor Terms,1336,82,113703508,2.64,7,2024-02-25T06:00:00Z,false
2024-02-25,111003,Product - Search,ag_111003a,Product Keywords,6742,175,463983925,6.51,20,2024-02-25T06:00:00Z,false
2024-02-25,111004,Remarketing - Display,ag_111004a,All Visitors,6676,157,242546142,9.17,14,2024-02-25T06:00:00Z,false
2024-02-26,111001,Brand - Search,ag_111001a,Brand Keywords,2301,137,346966482,5.46,0,2024-02-26T06:00:00Z,false
2024-02-26,111002,Competitor - Search,ag_111002a,Competitor Terms,1628,109,158882326,1.78,18,2024-02-26T06:00:00Z,false
2024-02-26,111003,Product - Search,ag_111003a,Product Keywords,4162,100,286592491,2.04,6,2024-02-26T06:00:00Z,false
2024-02-26,111004,Remarketing - Display,ag_111004a,All Visitors,4617,183,219306520,10.07,0,2024-02-26T06:00:00Z,false
2024-02-27,111001,Brand - Search,ag_111001a,Brand Keywords,5342,381,453640525,6.29,8,2024-02-27T06:00:00Z,false
2024-02-27,111002,Competitor - Search,ag_111002a,Competitor Terms,3658,97,304522701,1.61,11,2024-02-27T06:00:00Z,false
2024-02-27,111003,Product - Search,ag_111003a,Product Keywords,4698,259,218235711,6.03,4,2024-02-27T06:00:00Z,false
2024-02-27,111004,Remarketing - Display,ag_111004a,All Visitors,7697,396,1114065312,13.39,11,2024-02-27T06:00:00Z,false
2024-02-28,111001,Brand - Search,ag_111001a,Brand Keywords,9208,512,1034452292,10.79,19,2024-02-28T06:00:00Z,false
2024-02-28,111002,Competitor - Search,ag_111002a,Competitor Terms,1510,96,312348437,4.12,9,2024-02-28T06:00:00Z,false
2024-02-28,111003,Product - Search,ag_111003a,Product Keywords,8304,486,429675869,29.13,12,2024-02-28T06:00:00Z,false
2024-02-28,111004,Remarketing - Display,ag_111004a,All Visitors,7784,476,1010893531,26.41,2,2024-02-28T06:00:00Z,false
2024-02-29,111001,Brand - Search,ag_111001a,Brand Keywords,2123,83,99641610,1.35,19,2024-02-29T06:00:00Z,false
2024-02-29,111002,Competitor - Search,ag_111002a,Competitor Terms,11172,615,1674529718,17.86,19,2024-02-29T06:00:00Z,false
2024-02-29,111003,Product - Search,ag_111003a,Product Keywords,9492,357,772900680,11.25,3,2024-02-29T06:00:00Z,false
2024-02-29,111004,Remarketing - Display,ag_111004a,All Visitors,11526,680,1955815572,31.31,6,2024-02-29T06:00:00Z,false
2024-03-01,111001,Brand - Search,ag_111001a,Brand Keywords,7846,369,522848148,9.94,14,2024-03-01T06:00:00Z,false
2024-03-01,111002,Competitor - Search,ag_111002a,Competitor Terms,7332,329,347664751,10.31,8,2024-03-01T06:00:00Z,false
2024-03-01,111003,Product - Search,ag_111003a,Product Keywords,6932,535,1420112985,18.04,2,2024-03-01T06:00:00Z,false
2024-03-01,111004,Remarketing - Display,ag_111004a,All Visitors,2198,56,59400542,2.63,4,2024-03-01T06:00:00Z,false
2024-03-02,111001,Brand - Search,ag_111001a,Brand Keywords,9915,233,788212550,8.87,3,2024-03-02T06:00:00Z,false
2024-03-02,111002,Competitor - Search,ag_111002a,Competitor Terms,7530,310,804890015,14.73,1,2024-03-02T06:00:00Z,false
2024-03-02,111003,Product - Search,ag_111003a,Product Keywords,5512,308,538828968,11.98,6,2024-03-02T06:00:00Z,false
2024-03-02,111004,Remarketing - Display,ag_111004a,All Visitors,3335,198,278281307,3.05,17,2024-03-02T06:00:00Z,false
2024-03-03,111001,Brand - Search,ag_111001a,Brand Keywords,6822,183,284040553,3.9,13,2024-03-03T06:00:00Z,false
2024-03-03,111002,Competitor - Search,ag_111002a,Competitor Terms,9990,783,2356636223,31.85,20,2024-03-03T06:00:00Z,false
2024-03-03,111003,Product - Search,ag_111003a,Product Keywords,9921,214,708024903,11.02,8,2024-03-03T06:00:00Z,false
2024-03-03,111004,Remarketing - Display,ag_111004a,All Visitors,1274,39,105194180,0.99,10,2024-03-03T06:00:00Z,false
2024-03-04,111001,Brand - Search,ag_111001a,Brand Keywords,6551,133,418767697,5.1,12,2024-03-04T06:00:00Z,false
2024-03-04,111002,Competitor - Search,ag_111002a,Competitor Terms,1940,55,138026043,0.63,16,2024-03-04T06:00:00Z,false
2024-03-04,111003,Product - Search,ag_111003a,Product Keywords,4324,184,372571228,3.29,9,2024-03-04T06:00:00Z,false
2024-03-04,111004,Remarketing - Display,ag_111004a,All Visitors,6114,407,949328559,5.8,1,2024-03-04T06:00:00Z,false
2024-03-05,111001,Brand - Search,ag_111001a,Brand Keywords,3349,98,241879982,4.28,8,2024-03-05T06:00:00Z,false
2024-03-05,111002,Competitor - Search,ag_111002a,Competitor Terms,8059,481,1015528856,15.44,8,2024-03-05T06:00:00Z,false
2024-03-05,111003,Product - Search,ag_111003a,Product Keywords,4331,282,312260650,8.88,9,2024-03-05T06:00:00Z,false
2024-03-05,111004,Remarketing - Display,ag_111004a,All Visitors,11911,723,1528355797,31.35,1,2024-03-05T06:00:00Z,false
2024-03-06,111001,Brand - Search,ag_111001a,Brand Keywords,4412,192,464290057,1.99,9,2024-03-06T06:00:00Z,false
2024-03-06,111002,Competitor - Search,ag_111002a,Competitor Terms,4260,281,804568871,6.88,3,2024-03-06T06:00:00Z,false
2024-03-06,111003,Product - Search,ag_111003a,Product Keywords,926,46,90287352,0.76,17,2024-03-06T06:00:00Z,false
2024-03-06,111004,Remarketing - Display,ag_111004a,All Visitors,4570,228,695412847,11.47,2,2024-03-06T06:00:00Z,false
2024-03-07,111001,Brand - Search,ag_111001a,Brand Keywords,7305,523,478135023,5.72,2,2024-03-07T06:00:00Z,false
2024-03-07,111002,Competitor - Search,ag_111002a,Competitor Terms,5929,323,758461861,14.69,13,2024-03-07T06:00:00Z,false
2024-03-07,111003,Product - Search,ag_111003a,Product Keywords,5543,149,127590593,3.91,19,2024-03-07T06:00:00Z,false
2024-03-07,111004,Remarketing - Display,ag_111004a,All Visitors,8338,583,1914209566,8.4,3,2024-03-07T06:00:00Z,false
2024-03-08,111001,Brand - Search,ag_111001a,Brand Keywords,4786,220,413867190,3.07,9,2024-03-08T06:00:00Z,false
2024-03-08,111002,Competitor - Search,ag_111002a,Competitor Terms,6362,211,612663449,2.92,20,2024-03-08T06:00:00Z,false
2024-03-08,111003,Product - Search,ag_111003a,Product Keywords,2668,138,182648520,6.74,11,2024-03-08T06:00:00Z,false
2024-03-08,111004,Remarketing - Display,ag_111004a,All Visitors,11374,783,1125895973,13.56,6,2024-03-08T06:00:00Z,false
2024-03-09,111001,Brand - Search,ag_111001a,Brand Keywords,3642,204,581926584,8.73,5,2024-03-09T06:00:00Z,false
2024-03-09,111002,Competitor - Search,ag_111002a,Competitor Terms,11088,550,1560352050,26.4,14,2024-03-09T06:00:00Z,false
2024-03-09,111003,Product - Search,ag_111003a,Product Keywords,11959,902,2096363289,37.67,19,2024-03-09T06:00:00Z,false
2024-03-09,111004,Remarketing - Display,ag_111004a,All Visitors,6095,437,1089653818,7.67,2,2024-03-09T06:00:00Z,false
2024-03-10,111001,Brand - Search,ag_111001a,Brand Keywords,8482,394,637340378,9.35,1,2024-03-10T06:00:00Z,false
2024-03-10,111002,Competitor - Search,ag_111002a,Competitor Terms,6566,331,542211496,10.79,1,2024-03-10T06:00:00Z,false
2024-03-10,111003,Product - Search,ag_111003a,Product Keywords,6841,478,481429030,25.44,2,2024-03-10T06:00:00Z,false
2024-03-10,111004,Remarketing - Display,ag_111004a,All Visitors,10876,605,1112052125,23.6,1,2024-03-10T06:00:00Z,false
2024-03-11,111001,Brand - Search,ag_111001a,Brand Keywords,8168,608,1424831616,11.8,19,2024-03-11T06:00:00Z,false
2024-03-11,111002,Competitor - Search,ag_111002a,Competitor Terms,8592,430,1455915658,13.99,10,2024-03-11T06:00:00Z,false
2024-03-11,111003,Product - Search,ag_111003a,Product Keywords,2181,109,137984087,2.44,14,2024-03-11T06:00:00Z,false
2024-03-11,111004,Remarketing - Display,ag_111004a,All Visitors,7999,411,1005501059,11.59,9,2024-03-11T06:00:00Z,false
2024-03-12,111001,Brand - Search,ag_111001a,Brand Keywords,7147,318,544922032,12.69,20,2024-03-12T06:00:00Z,false
2024-03-12,111002,Competitor - Search,ag_111002a,Competitor Terms,11405,457,772405422,17.32,12,2024-03-12T06:00:00Z,false
2024-03-12,111003,Product - Search,ag_111003a,Product Keywords,5455,191,591952720,11.12,19,2024-03-12T06:00:00Z,false
2024-03-12,111004,Remarketing - Display,ag_111004a,All Visitors,3263,130,308541569,2.22,11,2024-03-12T06:00:00Z,false
2024-03-13,111001,Brand - Search,ag_111001a,Brand Keywords,5882,459,1232826217,13.59,19,2024-03-13T06:00:00Z,false
2024-03-13,111002,Competitor - Search,ag_111002a,Competitor Terms,2188,84,152630866,4.16,4,2024-03-13T06:00:00Z,false
2024-03-13,111003,Product - Search,ag_111003a,Product Keywords,11779,732,2457465485,43.82,16,2024-03-13T06:00:00Z,false
2024-03-13,111004,Remarketing - Display,ag_111004a,All Visitors,2331,136,264274817,3.82,11,2024-03-13T06:00:00Z,false
2024-03-14,111001,Brand - Search,ag_111001a,Brand Keywords,5860,180,248097633,10.33,15,2024-03-14T06:00:00Z,false
2024-03-14,111002,Competitor - Search,ag_111002a,Competitor Terms,3945,132,154628291,1.83,3,2024-03-14T06:00:00Z,false
2024-03-14,111003,Product - Search,ag_111003a,Product Keywords,9117,604,1845113413,32.73,1,2024-03-14T06:00:00Z,false
2024-03-14,111004,Remarketing - Display,ag_111004a,All Visitors,11645,468,1342706288,7.75,12,2024-03-14T06:00:00Z,false
2024-03-15,111001,Brand - Search,ag_111001a,Brand Keywords,3327,98,298373901,4.76,5,2024-03-15T06:00:00Z,false
2024-03-15,111002,Competitor - Search,ag_111002a,Competitor Terms,7970,180,321049515,8.28,14,2024-03-15T06:00:00Z,false
2024-03-15,111003,Product - Search,ag_111003a,Product Keywords,10803,400,1128419439,12.98,17,2024-03-15T06:00:00Z,false
2024-03-15,111004,Remarketing - Display,ag_111004a,All Visitors,4718,181,539974485,6.05,6,2024-03-15T06:00:00Z,false
2024-03-16,111001,Brand - Search,ag_111001a,Brand Keywords,6826,414,968814797,13.26,9,2024-03-16T06:00:00Z,false
2024-03-16,111002,Competitor - Search,ag_111002a,Competitor Terms,7056,354,683356018,6.41,6,2024-03-16T06:00:00Z,false
2024-03-16,111003,Product - Search,ag_111003a,Product Keywords,10706,303,446927627,12.74,11,2024-03-16T06:00:00Z,false
2024-03-16,111004,Remarketing - Display,ag_111004a,All Visitors,9885,751,2043307761,26.88,3,2024-03-16T06:00:00Z,false
2024-03-17,111001,Brand - Search,ag_111001a,Brand Keywords,5470,136,167666689,4.42,16,2024-03-17T06:00:00Z,false
2024-03-17,111002,Competitor - Search,ag_111002a,Competitor Terms,3214,224,234668366,12.44,14,2024-03-17T06:00:00Z,false
2024-03-17,111003,Product - Search,ag_111003a,Product Keywords,6527,494,948589492,14.73,11,2024-03-17T06:00:00Z,false
2024-03-17,111004,Remarketing - Display,ag_111004a,All Visitors,4662,201,205087270,4.27,10,2024-03-17T06:00:00Z,false
2024-03-18,111001,Brand - Search,ag_111001a,Brand Keywords,2423,170,434331954,8.43,4,2024-03-18T06:00:00Z,false
2024-03-18,111002,Competitor - Search,ag_111002a,Competitor Terms,1427,53,161138882,2.37,4,2024-03-18T06:00:00Z,false
2024-03-18,111003,Product - Search,ag_111003a,Product Keywords,8485,398,324042937,5.56,8,2024-03-18T06:00:00Z,false
2024-03-18,111004,Remarketing - Display,ag_111004a,All Visitors,4333,303,691376753,14.05,16,2024-03-18T06:00:00Z,false
2024-03-19,111001,Brand - Search,ag_111001a,Brand Keywords,7734,206,325042097,5.16,1,2024-03-19T06:00:00Z,false
2024-03-19,111002,Competitor - Search,ag_111002a,Competitor Terms,4706,212,624027849,6.97,3,2024-03-19T06:00:00Z,false
2024-03-19,111003,Product - Search,ag_111003a,Product Keywords,8989,501,423032100,17.92,7,2024-03-19T06:00:00Z,false
2024-03-19,111004,Remarketing - Display,ag_111004a,All Visitors,3152,118,94898397,3.26,18,2024-03-19T06:00:00Z,false
2024-03-20,111001,Brand - Search,ag_111001a,Brand Keywords,7625,238,619794896,8.61,11,2024-03-20T06:00:00Z,false
2024-03-20,111002,Competitor - Search,ag_111002a,Competitor Terms,1908,147,333546129,7.25,16,2024-03-20T06:00:00Z,false
2024-03-20,111003,Product - Search,ag_111003a,Product Keywords,9879,209,660020930,2.54,12,2024-03-20T06:00:00Z,false
2024-03-20,111004,Remarketing - Display,ag_111004a,All Visitors,6916,243,205056527,12.01,11,2024-03-20T06:00:00Z,false
2024-03-21,111001,Brand - Search,ag_111001a,Brand Keywords,4750,303,756377021,14.72,10,2024-03-21T06:00:00Z,false
2024-03-21,111002,Competitor - Search,ag_111002a,Competitor Terms,2985,67,152373886,3.4,5,2024-03-21T06:00:00Z,false
2024-03-21,111003,Product - Search,ag_111003a,Product Keywords,8412,663,1387018650,12.67,4,2024-03-21T06:00:00Z,false
2024-03-21,111004,Remarketing - Display,ag_111004a,All Visitors,1833,115,384989399,1.36,6,2024-03-21T06:00:00Z,false
2024-03-22,111001,Brand - Search,ag_111001a,Brand Keywords,1517,102,325546672,2.63,9,2024-03-22T06:00:00Z,false
2024-03-22,111002,Competitor - Search,ag_111002a,Competitor Terms,9244,405,1215646549,13.64,1,2024-03-22T06:00:00Z,false
2024-03-22,111003,Product - Search,ag_111003a,Product Keywords,11398,358,631451238,17.56,20,2024-03-22T06:00:00Z,false
2024-03-22,111004,Remarketing - Display,ag_111004a,All Visitors,6238,227,671516964,7.23,12,2024-03-22T06:00:00Z,false
2024-03-23,111001,Brand - Search,ag_111001a,Brand Keywords,8004,589,1086081174,34.57,15,2024-03-23T06:00:00Z,false
2024-03-23,111002,Competitor - Search,ag_111002a,Competitor Terms,8951,376,1110209701,8.77,2,2024-03-23T06:00:00Z,false
2024-03-23,111003,Product - Search,ag_111003a,Product Keywords,7755,191,463485166,9.76,17,2024-03-23T06:00:00Z,false
2024-03-23,111004,Remarketing - Display,ag_111004a,All Visitors,5613,220,223560933,9.47,9,2024-03-23T06:00:00Z,false
2024-03-24,111001,Brand - Search,ag_111001a,Brand Keywords,8105,455,887483595,20.24,11,2024-03-24T06:00:00Z,false
2024-03-24,111002,Competitor - Search,ag_111002a,Competitor Terms,8125,183,576285368,5.06,13,2024-03-24T06:00:00Z,false
2024-03-24,111003,Product - Search,ag_111003a,Product Keywords,5298,309,907529952,3.98,20,2024-03-24T06:00:00Z,false
2024-03-24,111004,Remarketing - Display,ag_111004a,All Visitors,7455,311,921480290,13.67,0,2024-03-24T06:00:00Z,false
2024-03-25,111001,Brand - Search,ag_111001a,Brand Keywords,3139,222,584046469,7.08,4,2024-03-25T06:00:00Z,false
2024-03-25,111002,Competitor - Search,ag_111002a,Competitor Terms,1901,64,162684144,1.8,18,2024-03-25T06:00:00Z,false
2024-03-25,111003,Product - Search,ag_111003a,Product Keywords,1330,74,194876598,4.25,11,2024-03-25T06:00:00Z,false
2024-03-25,111004,Remarketing - Display,ag_111004a,All Visitors,8073,531,1247631653,19.37,12,2024-03-25T06:00:00Z,false
2024-03-26,111001,Brand - Search,ag_111001a,Brand Keywords,5950,350,515883012,5.49,5,2024-03-26T06:00:00Z,false
2024-03-26,111002,Competitor - Search,ag_111002a,Competitor Terms,8976,458,1496086662,7.28,8,2024-03-26T06:00:00Z,false
2024-03-26,111003,Product - Search,ag_111003a,Product Keywords,8111,266,652250192,11.89,15,2024-03-26T06:00:00Z,false
2024-03-26,111004,Remarketing - Display,ag_111004a,All Visitors,4079,111,344392039,3.62,14,2024-03-26T06:00:00Z,false
2024-03-27,111001,Brand - Search,ag_111001a,Brand Keywords,2238,153,522099546,9.08,11,2024-03-27T06:00:00Z,false
2024-03-27,111002,Competitor - Search,ag_111002a,Competitor Terms,1863,98,155229860,2.45,5,2024-03-27T06:00:00Z,false
2024-03-27,111003,Product - Search,ag_111003a,Product Keywords,11248,342,607401881,7.25,6,2024-03-27T06:00:00Z,false
2024-03-27,111004,Remarketing - Display,ag_111004a,All Visitors,3075,105,224055219,2.94,18,2024-03-27T06:00:00Z,false
2024-03-28,111001,Brand - Search,ag_111001a,Brand Keywords,6844,328,1132955389,5.41,2,2024-03-28T06:00:00Z,false
2024-03-28,111002,Competitor - Search,ag_111002a,Competitor Terms,1877,72,251921276,3.31,16,2024-03-28T06:00:00Z,false
2024-03-28,111003,Product - Search,ag_111003a,Product Keywords,7530,498,1505462156,6.82,10,2024-03-28T06:00:00Z,false
2024-03-28,111004,Remarketing - Display,ag_111004a,All Visitors,11324,276,567938900,9.9,4,2024-03-28T06:00:00Z,false
2024-03-29,111001,Brand - Search,ag_111001a,Brand Keywords,9832,574,741206469,33.47,13,2024-03-29T06:00:00Z,false
2024-03-29,111002,Competitor - Search,ag_111002a,Competitor Terms,9038,674,640040304,10.92,4,2024-03-29T06:00:00Z,false
2024-03-29,111003,Product - Search,ag_111003a,Product Keywords,5782,172,287443652,7.82,11,2024-03-29T06:00:00Z,false
2024-03-29,111004,Remarketing - Display,ag_111004a,All Visitors,9301,685,2112554389,15.43,20,2024-03-29T06:00:00Z,false
2024-03-30,111001,Brand - Search,ag_111001a,Brand Keywords,9824,358,890546614,14.58,2,2024-03-30T06:00:00Z,false
2024-03-30,111002,Competitor - Search,ag_111002a,Competitor Terms,9034,528,1266082119,20.61,5,2024-03-30T06:00:00Z,false
2024-03-30,111003,Product - Search,ag_111003a,Product Keywords,11592,666,2154778007,17.9,18,2024-03-30T06:00:00Z,false
2024-03-30,111004,Remarketing - Display,ag_111004a,All Visitors,1474,102,89414058,1.25,20,2024-03-30T06:00:00Z,false
