invoice_id;user_id;plan_id;plan_duration;transaction_date;subscription_price;discount_applied;fees_charged;amount_paid
0FylVy1N2v;NnMO2uKIAD;3ZksraziGv;Monthly;2022-05-07;$30,00;$0,00;$3,09;$26,91
NsRGiO+Lg4;lh+RODE8iO;3ZksraziGv;Monthly;2022-05-07;$30,00;$0,00;$1,67;$28,33
jZktrlYffS;Safm8bfGrV;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$3,09;$26,91
LQu9sed9Rn;V+luHYTBQG;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,67;$28,33
h/K1Bykgcr;9UpI6RIVJF;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,67;$28,33
nVPHwIPdxS;eUNj8pXGPH;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,67;$28,33
8w0DQYm/2a;qo+oZj7WRK;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$0,00;$30,00
UNId28sFdm;9Rr3akQLSu;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$0,00;$30,00
2AERuGJCUO;QsmrPDRiow;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$2,64;$27,36
CpxZIfMwA1;eM+KpgJdZz;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$2,64;$27,36
r2PhtGT/Rj;UtUiTkoyvN;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,97;$28,03
IycHJ3JVd8;BNR63x961W;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,97;$28,03
sBDGvi73C9;Oa6hTD+JkG;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,67;$28,33
6IuKcMHp70;vAFRZlJk9U;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,67;$28,33
ANOBmQ0Ru3;nSMUOqq/az;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,97;$28,03
o0zlUDvSu2;oimCgjQ/u0;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,67;$28,33
u8EPUUuaz9;1Aa2laatbW;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$3,09;$26,91
EOHF9BEUqG;Nku/6a6BWH;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,97;$28,03
teJBDHqbRE;pKexYlVSMg;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,67;$28,33
9N7QOuhk/j;AzViJEWtHs;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,97;$28,03
1tU5L3tYRN;tTsQRA5TmX;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,97;$28,03
CMLIBxCgZz;ffvdNUNbzr;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,67;$28,33
eSxVQoXs/+;JyaHg3zysF;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,67;$28,33
jq2ACUJ9wd;zaQA5ghO8Q;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,67;$28,33
zq/UATh2Gg;uZoFDRqIiK;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,67;$28,33
CrR5EA2O/C;zl0ufwqW6m;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$2,64;$27,36
dJnnoKlDxV;elJDmcsUq6;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,67;$28,33
jzA4qzI/Vb;tE1V4DSDrw;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,97;$28,03
oA8XSR/fSl;b/BuxzYBtM;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$2,64;$27,36
FF6vKdDDv6;PT4lkkVkYx;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,67;$28,33
KKENfafrCe;9o7KcQcoTO;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,67;$28,33
I65zQ5zWKL;ckewRknbUd;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,67;$28,33
j5+jZ5dIRW;ZlUGxcEU1Z;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,97;$28,03
GnlpEyoBZH;Ruc85XixyI;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$3,09;$26,91
dnSZOQrOJc;Vj03lWQ/BF;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,67;$28,33
dwABjzS6zf;PZYPLrDXOA;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,67;$28,33
XqDLcwPOxT;wPpm0X3lC/;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,67;$28,33
Si06GJQFro;0SxQCGkOXt;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,67;$28,33
JvKr1SaZvG;LihbmywW8p;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,67;$28,33
eEFdvLnz+1;fMeJ4mQqE5;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$0,00;$30,00
IptRxvq+cs;fyamsPO/j4;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,67;$28,33
h+vDQsF1fr;8j2uyVc0sO;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,67;$28,33
+rQZbTSs7t;ck7lH3zJjk;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,67;$28,33
rh+CHB/9rB;VuWMUeyh+J;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$0,00;$30,00
KXoO3u/Uas;fAN4SLDp2/;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,97;$28,03
+T/n7lnmeY;zny1le1oNW;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,97;$28,03
CsHSeL79Zf;cRQW+6HTym;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,97;$28,03
iYAe/lryWX;ToWBfVqP2M;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$3,09;$26,91
isbYcmJYGG;4AgP6+Gey9;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,97;$28,03
gfQvm7RGa2;Gz4j1+m+Zn;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,67;$28,33
kAqgNBCosZ;GzilQh8gx0;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$0,00;$30,00
kf3VNDG3yt;SaCEO4Ejat;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,67;$28,33
pY0w12pkhp;CEIHCBFsaE;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,67;$28,33
aJv4LoWruo;+4az0TH3/7;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,67;$28,33
Sp+SjU+zTm;Ly2An8uN1m;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,67;$28,33
1y/bv249er;kTke9qwT1v;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$2,64;$27,36
tMLsLNLQ3M;/JxHJuGMZ2;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$2,64;$27,36
ywKHp1tvKx;XDQgIq0FkB;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,97;$28,03
B3NCZHSdG7;eiFc/H+vVX;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,97;$28,03
agowro0rBV;s63uwzJiXd;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,67;$28,33
wjn0v4hXR1;GQzhEkeRgY;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,67;$28,33
P8WJZxJtq8;bqgLmDXXTF;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,97;$28,03
XJ7ld0z+X3;Aw4ACglgHl;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,67;$28,33
156gM0N7R1;PNFduCzYAl;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$3,09;$26,91
15E6In76wB;c0/uSIrw0E;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,67;$28,33
WH6DxO3MEh;u/l+h3FiY3;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$3,09;$26,91
HPhZNGekky;6M+4DNPwb7;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,97;$28,03
6rxh3mYZ8w;I0B4AtAqwe;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,67;$28,33
q1aK/QXio4;slJjVwPR/F;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,97;$28,03
cYk22qSs/H;1rKFDaYr/I;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,67;$28,33
4hKa0Hzfmk;Yiixu+LRgQ;3ZksraziGv;Monthly;2022-05-08;$30,00;$0,00;$1,67;$28,33
e4FujQl878;sqsT88gjL1;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,67;$28,33
Zx8aHpv/eh;OKclBOcRv5;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,67;$28,33
DSnNIs8eYY;sUqrDEI5V9;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,67;$28,33
qhkmuxB9K3;Vd4Wpo0f+Y;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,67;$28,33
JoIg2Ur+PV;8/Ptb/5nMd;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,67;$28,33
z/BxqMeU5I;eghXm7qQrN;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$3,09;$26,91
rhtfCaqJC8;zzozXjrWcS;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$2,64;$27,36
eznJA8aZda;C21jPlaF4C;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,67;$28,33
BEeAKOmyZV;EUAenfVanI;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,97;$28,03
KFWPJUpctA;P/Io0apTWB;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$0,00;$30,00
hqAvKHWnMB;pfE3B1GtFG;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,67;$28,33
Wdi9x76fpE;SFBhQVY8Wj;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,97;$28,03
hRbVh82SbM;M0rmF++NKn;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,47;$28,53
yhSVutdkUo;Ht5qpisULW;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,97;$28,03
qr7D2gGnWX;5AgiJDdI8S;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,67;$28,33
ASt8wGM9/Y;VcvYF3laSZ;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,67;$28,33
NC5HTgf3zT;hRDZjjVvfk;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,97;$28,03
XzOXjZ7yPZ;fGZ+7+nPWs;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,97;$28,03
g67fcyIgcP;FAH0XaeGXq;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$2,64;$27,36
6coC+iP8vP;d3vH22WslN;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$3,09;$26,91
nWqTFOAos6;hOLeZJ0k/H;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,67;$28,33
0C9B2McD3P;kCUa72NhJg;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,97;$28,03
OnsoOhHdIY;Xvns0jOmn4;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,97;$28,03
qsCfxKXsxl;qxLoVQHwTF;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,97;$28,03
3t8WeMjzni;nNO2af0/gH;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,97;$28,03
Jt6GqaQzAE;3/xONiVZsf;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$2,64;$27,36
husCC2y2m0;cuhgLgxERU;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,67;$28,33
8UlAWeNbTl;JcrrfIQdI5;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$2,64;$27,36
ScGi50upHK;Yo2tf5clYG;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,97;$28,03
cVkGPQhDYR;lMw++UZmPX;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,67;$28,33
G+Bw4o1h1K;FnfeeYoM4S;4tWDsR5/vb;Annual;2022-05-09;$275,00;$77,00;$12,04;$185,96
9EPN2jCVw+;GOEnnINp3Q;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,67;$28,33
B5d7BwE6Zu;c4GG6r06XV;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,97;$28,03
9l4zcaPZ4J;DZhicxQc5Q;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,67;$28,33
+D9Zw7Q4hr;BDmynguofX;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,67;$28,33
RCWJ/G360+;nF0ONB5Rc+;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,97;$28,03
tGtBJuWqUj;/xOhhtDCDp;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,67;$28,33
UeNVjmxXGD;CnNZUslEJ9;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,67;$28,33
M3Zff91yYg;fduOzGqm0L;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,67;$28,33
TTUDn3mXAq;Q6+btdcKb5;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,67;$28,33
aTvj2VUIiF;QAgyMvx769;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$2,64;$27,36
EeOaJd+up8;Na8zp6kipS;4tWDsR5/vb;Annual;2022-05-09;$275,00;$77,00;$6,04;$191,96
i532N3skXG;k29LjLoOWn;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,67;$28,33
4CyNTFRbrj;PwCRIFCATd;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,67;$28,33
CWxwXYjcvN;yKpKdP7c9D;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$2,64;$27,36
daAvjTS0sV;3x7peTAFr7;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,67;$28,33
Naw2oJsg+8;pwXTOX7jG7;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,97;$28,03
cMcwCuor/b;bzBtKWvqAK;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,97;$28,03
gCYpTss3sO;SbbU7fznzz;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$2,64;$27,36
khzxgHcG5e;ZFEMcK/V4q;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,67;$28,33
pC1FsWQj77;+3SY+ycrLR;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,97;$28,03
gHMr0iwHoJ;tJOm/to43j;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$3,09;$26,91
+X05qm4Swr;hKubNpyfQt;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,67;$28,33
x7aXu7hQvB;SiE2J1mnre;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$2,64;$27,36
jJZ1jn+rGn;T/EYf00I+F;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$3,09;$26,91
qg56deH4Mn;RkIB0vDSQ6;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,97;$28,03
KSZ/Rn+h1F;CbAoAM8e67;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,67;$28,33
0qtozogsb9;jdR7oLEhgi;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,67;$28,33
Gb3RHORSwL;KhjIqYSe7B;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,67;$28,33
NVooDD6Cs5;FUBGh2iCgv;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$3,09;$26,91
N7Dnj7MfsQ;DXiaepEVRQ;3ZksraziGv;Monthly;2022-05-09;$30,00;$0,00;$1,67;$28,33
kgCT7SfoYQ;Thyfn9bbKM;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$1,97;$28,03
NyAsKfNurn;xwXRJau/Ec;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$1,67;$28,33
QxqW0ewO8O;PUScCZVOth;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$1,67;$28,33
+gR+Ecd6B+;4OReAQCK8c;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$1,97;$28,03
0YY1AvpmDb;W6y+XUbeYT;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$2,64;$27,36
SAC3dC2Ir8;vXUBUYdENK;3ZksraziGv;Monthly;2022-05-10;$30,00;$7,50;$1,45;$21,05
ewJ1nHpbQR;xTZ1vzYnAI;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$1,97;$28,03
GAdKyqgVer;vQFV/WFxte;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$0,00;$30,00
tAntmWNGQo;cT+/oEETKX;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$1,97;$28,03
iSn46QgQAz;5IAZeyIcOT;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$2,64;$27,36
deEh6uVour;hhccQqokjL;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$2,64;$27,36
QWVhl5WP55;j0rDKNe59N;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$1,97;$28,03
zid623+gbO;GaiKkujlaw;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$1,67;$28,33
pbj1izxu9L;4T9s0HQbLq;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$1,67;$28,33
UV4knLSFo5;9uaCCEHW2Z;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$2,64;$27,36
6x+AY3/J9r;ZH58DQfgIG;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$1,67;$28,33
EhaDbEqUE1;moq44VJdRJ;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$2,64;$27,36
8XteDENa4B;700CjESD3t;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$3,09;$26,91
j3JD/L5ILr;0IquafNOJa;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$1,67;$28,33
7zfZIT6aO2;69QqEJHkls;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$16,24;$13,76
bQRup4IeLS;8bV4rG63Pi;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$1,67;$28,33
KneoLGJGdv;s9WDdPiyhH;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$1,67;$28,33
6IMBVzAl5H;xDzRERptbl;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$2,64;$27,36
LZgOrpoWYS;vjszKImii4;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$2,64;$27,36
grKH7H4NXm;ClTc68TWMi;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$1,97;$28,03
Y+U/+vRGHN;25y0Z20gbT;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$0,00;$30,00
azSL2lJrw4;as8DbhOwKi;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$1,67;$28,33
dNayqmdf+2;CqdsSXXSNU;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$1,97;$28,03
cYVrxiigTZ;bg/76DtOjO;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$1,97;$28,03
ewJ+DibkGR;Yv2EQCH/g5;4tWDsR5/vb;Annual;2022-05-10;$275,00;$77,00;$20,33;$177,67
OgnsRXTuJ+;7QBku0rKEr;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$1,97;$28,03
hDcAPHNMdk;9n181iOOGg;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$1,67;$28,33
GXm5hykQoB;3HYbAh8TN3;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$1,67;$28,33
wNgeeYvp5K;xzIKDKOcxz;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$1,67;$28,33
rXNR8VG6dj;x7NiNRzPJ5;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$1,67;$28,33
ocbcPOPY1x;eNgz8pwI7Q;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$2,64;$27,36
zsw1xClz6p;xb9ADXpBaJ;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$2,64;$27,36
v5WyoOS4NI;0XMutiO+lJ;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$1,67;$28,33
CupN59m5X1;wiQ/XmqXn1;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$2,64;$27,36
8d+LKE1zcn;JHzKK+Fw+g;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$1,67;$28,33
bLB83E4SmW;hKdmHRenjw;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$3,09;$26,91
1zoaT9q20/;lrt38EoTLe;3ZksraziGv;Monthly;2022-05-10;$30,00;$7,50;$1,68;$20,82
lDylaGqho8;yIwBIIOKKo;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$1,67;$28,33
9h9J+loLcv;RYa3hiIkkh;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$2,64;$27,36
NB4qd90tNr;l6qtSq513q;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$1,97;$28,03
O1STm1KCFo;N1T7cdTgsg;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$1,97;$28,03
s0pahu8VMi;gHUN7LnHwK;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$0,00;$30,00
eqyYo7iPEV;SGp93CVNtB;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$3,09;$26,91
Sr47Z1pmCr;C2IPsCpXaZ;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$1,97;$28,03
jiWC5cT9mk;b2sP1jdTAK;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$1,97;$28,03
wmzvvmiIN/;WXHTrYnX1X;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$1,97;$28,03
3YWuYuOLav;CdVF889tlP;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$1,97;$28,03
sFVCc3ZF/D;XRyXxbNfMJ;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$1,67;$28,33
gXG8wR0HHW;135lC52rqS;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$1,97;$28,03
a8e3GrOGvF;tRa0BmMQNb;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$1,97;$28,03
Vn3GkRMMAe;DtIOEh9lzN;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$1,97;$28,03
bX1dQfjghL;KW165hmMx1;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$3,09;$26,91
Jcxv0k+MCT;B/65bTdpPa;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$1,97;$28,03
XPGBR3ksQY;7RiqTZrDcB;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$3,09;$26,91
RRBKR0huaZ;ND92knVdDs;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$1,67;$28,33
UjvbrN2HN7;i2gDaTd9Nd;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$1,97;$28,03
wHtiuNkhg3;8lwJmjdvxR;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$1,67;$28,33
+eGQp1s4a/;5nLXoz8UKh;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$1,97;$28,03
EwhJhPO264;l3Pr8l7oDA;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$1,67;$28,33
uWhnY7jddK;A9QepM3mKE;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$2,64;$27,36
6OO+c3S3Lb;I5A58RQZzK;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$1,47;$28,53
9gBvt92i17;F9fGZdvs5k;4tWDsR5/vb;Annual;2022-05-10;$275,00;$77,00;$12,04;$185,96
YOIom7HglH;LnWjBFEuj4;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$3,09;$26,91
I1RdZx6V+X;4WRHx0LtKi;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$1,67;$28,33
57yUGZhgNK;Y9q8712c6q;3ZksraziGv;Monthly;2022-05-10;$30,00;$0,00;$2,64;$27,36
JueJ4Y5eUx;qhQHefHwC5;3ZksraziGv;Monthly;2022-05-11;$30,00;$0,00;$1,67;$28,33
WjXEorMt+r;Z9Azp9oypZ;3ZksraziGv;Monthly;2022-05-11;$30,00;$0,00;$1,97;$28,03
bDlebcKkod;Oif7Wii9gz;3ZksraziGv;Monthly;2022-05-11;$30,00;$0,00;$1,67;$28,33
8xbmqbPuqh;RDMwG8SAcy;3ZksraziGv;Monthly;2022-05-11;$30,00;$0,00;$1,97;$28,03
AFUQmS/4s4;E1AH75Znr/;3ZksraziGv;Monthly;2022-05-11;$30,00;$0,00;$1,67;$28,33
eXlEt0URc6;RA2OChcHdX;3ZksraziGv;Monthly;2022-05-11;$30,00;$0,00;$1,67;$28,33
VI4fjwxzqe;/+4GGRGp3k;3ZksraziGv;Monthly;2022-05-11;$30,00;$0,00;$2,64;$27,36
CsYMhMQu0N;ItkrQqvGz3;3ZksraziGv;Monthly;2022-05-11;$30,00;$0,00;$1,67;$28,33
jHmDbsTPgJ;JhfnVLt5sf;3ZksraziGv;Monthly;2022-05-11;$30,00;$0,00;$0,00;$30,00
63WuX9aYxv;Q4Q2CL9F5v;3ZksraziGv;Monthly;2022-05-11;$30,00;$0,00;$3,09;$26,91
aeCfeW/9sC;aKXAeYXfPn;3ZksraziGv;Monthly;2022-05-11;$30,00;$0,00;$1,97;$28,03
vTHYjVyHs2;viLBoUvC51;3ZksraziGv;Monthly;2022-05-11;$30,00;$0,00;$2,64;$27,36
HttWTXHJyU;IMfy+eqDIy;3ZksraziGv;Monthly;2022-05-11;$30,00;$0,00;$2,64;$27,36
6c1FvwS+vr;LLAuUuLpKC;3ZksraziGv;Monthly;2022-05-11;$30,00;$0,00;$1,67;$28,33
HBJKtNEAov;lOe7Y3IjFL;3ZksraziGv;Monthly;2022-05-11;$30,00;$0,00;$1,67;$28,33
eqS/lDb/hE;SiULd/Ia/x;3ZksraziGv;Monthly;2022-05-11;$30,00;$0,00;$1,67;$28,33
AONPH2Sj82;qD2iYMkW4Z;3ZksraziGv;Monthly;2022-05-11;$30,00;$0,00;$1,97;$28,03
0PfrEVhV3M;0ui+FtWAUM;3ZksraziGv;Monthly;2022-05-11;$30,00;$0,00;$1,67;$28,33
vaKxlA5JyP;qyLXffz6Fb;3ZksraziGv;Monthly;2022-05-11;$30,00;$0,00;$3,09;$26,91
4SzeXte0bv;xy0EWYfS6y;3ZksraziGv;Monthly;2022-05-11;$30,00;$0,00;$0,00;$30,00
1CuJdMa41h;f23QWNoR51;3ZksraziGv;Monthly;2022-05-11;$30,00;$0,00;$1,67;$28,33
